,character,text,gender
135,ANDY," Anything? Can you try again? I would really appreciate any leads at all... thanks. No pressure. If I don’t have it by 3, I’m fired.",female
136,ANDY, Yeah. It’s a real party.,female
137,ANDY, Listen. I desperately need a favor. And I don’t know many people in the book world...,female
138,ANDY," We’re talking about Miranda Priestly. There is no plan B, only plan A.",female
139,ANDY, Is she back? Am I fired?,female
140,ANDY," Harry Potter. The manuscript. It’s for Miranda Priestly. I need it today. Can you make it extra hot? Like, center of the sun hot?",female
141,ANDY," Actually, it is. A million girls would kill for it.",female
142,ANDY, Want a mocha?,female
143,ANDY, I failed. She’s going to fire me anyway. Might as well beat her to the punch.,female
144,ANDY, Call you later.,female
145,ANDY, You didn’t.,female
146,ANDY," No. That would mean I actually... did something right. But see... thing is... See, I was about to...",female
147,ANDY," Yes, I’m meeting someone...",female
148,ANDY, I’m begging you. You have to stall her. Just ten minutes.,female
149,ANDY," Actually I made two copies. And had them color-copied, re-set and bound so they wouldn’t look like manuscripts.",female
150,ANDY, Anything else I can do for you?,female
151,ANDY," Listen, Nate--",female
152,ANDY," After I called you, I realized... It doesn’t make sense to throw away all these months of hard work. I just had a moment of weakness. That’s all.",female
153,ANDY," That’s all it is, Nate. Just a job.",female
154,ANDY," I get the point, Nate.",female
155,ANDY, Gstaad. It’s a ski resort. In Switzerland.,female
156,ANDY," Nate, it’s not like I run the magazine. I just work there, remember?",female
157,ANDY, What about these? These are pretty nice.,female
158,ANDY, Are you okay?,female
159,ANDY," Great. Thanks. That’s perfect, because I need to get to Magnolia Bakery before they close...",female
160,ANDY, Um... I thought only the first assistant went to the benefit.,female
161,ANDY, Don’t look at me. This is the last thing I want to do.,female
162,ANDY, I need to learn all these people by tonight?,female
163,ANDY," Lily, just start without me. I’ll be there as soon as I can.",female
164,ANDY," I will. I promise. Believe me, this is the last thing I want to--",female
165,ANDY, And you look... so thin.,female
166,ANDY, It’s definitely working.,female
167,ANDY, That’s... great.,female
168,ANDY, I was wondering how long you think we’ll have to stay because I was hoping to--,female
169,ANDY," That’s Massimo Cortileono, chairman of-",female
170,ANDY," Ambassador Franklin. And that’s the woman he left his wife for, Rebecca. The woman he’s leaving HER for is the man walking down the stairs in Valentino.",female
171,ANDY," That’s... Jacqueline Follet, right? From French Runway.",female
172,ANDY," Alors, Jacqueline, ditez-moi, avez- vous rencontré Brad Pitt?",female
173,ANDY, Are you sure?,female
174,ANDY, Thank you. Thank you so much.,female
175,ANDY," I’m sorry to bother you, but I’ve been dying to ask you... Is it true that John Cheever used to ghostwrite the editor’s page of Manhattan Magazine in the 50’s?...",female
176,ANDY," Hey, I figured out a few things on my own, too. Turns out I’m not as nice as you thought.",female
177,ANDY, Do you really say things like that to people?,female
178,ANDY, I have to go...,female
179,ANDY," Well, maybe I could-- No no no. I can’t. I just can’t.",female
180,ANDY, Can you go any faster?,female
181,ANDY, Happy Birthday.,female
182,ANDY, Can we at least talk about it this--,female
183,ANDY," I don’t understand what’s so difficult about scheduling a preview. If you want Miranda to give you any editorial, we’ll need to see the clothing at least three weeks before the show. Yes, please. See what you can do.",female
184,ANDY, Yeah. I’m... fine.,female
185,ANDY, Great. No problem.,female
186,ANDY, Sorry. Busy day. And my personal life is going down the drain. That’s all.,female
187,ANDY," Wait. You want ME to -- oh, no. No, no. Emily would die. Her whole life is about Paris.",female
188,ANDY, But--,female
189,ANDY," Okay. Emily. When you get in, I want to talk to you about something--",female
190,ANDY, Not exactly.,female
191,ANDY, I didn’t have a choice. You know how she is.,female
192,ANDY," Look, I know you’re mad. And I don’t blame you.",female
193,ANDY, Emily--,female
194,ANDY," Okay, now you’re scaring me.",female
195,ANDY, What are you talking about? I wouldn’t miss this.,female
196,ANDY, Come on.,female
197,ANDY, Actually...,female
198,ANDY, Sorry. I’ll be too busy working. You’ll have to find someone else’s life to change.,female
199,ANDY, He’s just a guy I know from work.,female
200,ANDY, You’re making a big a deal out of--,female
201,ANDY, It just happened--,female
202,ANDY," Great. Now you’re going to give me a hard time, too?",female
203,ANDY," Miranda asked me and I couldn’t say no, okay? I didn’t have a choice.",female
204,ANDY," Okay. I get it, you’re mad because I work late all the time, because I missed your birthday party--",female
205,ANDY, You hate Runway. And Miranda. You think fashion is stupid. You’ve made that clear.,female
206,ANDY, So now I have no integrity. Great.,female
207,ANDY, That’s absurd.,female
208,ANDY, You don’t mean that.,female
209,ANDY, Then maybe this trip is coming at a good time. Maybe we should take a break.,female
210,ANDY," Hello, Miranda...",female
211,ANDY, Wait. This is not right. Miranda is staying in the suite.,female
212,ANDY, This is my room?,female
213,ANDY," Oh, do I?",female
214,ANDY," Actually, Miranda has a dinner.",female
215,ANDY," Oh, you’re so full of it. You are not desolé at all.",female
216,ANDY," Sure. No problem. I have it right here, um...",female
217,ANDY, But your table is full.,female
218,ANDY, So Stephen is not... so you don’t need me to fetch Stephen from the airport tomorrow?,female
219,ANDY, Of course.,female
220,ANDY," Miranda, I’m so sorry. If you want me to cancel your evening, I can.",female
221,ANDY," Miranda, is there... is there anything else I can do?",female
222,ANDY, What do you mean?,female
223,ANDY," Oh, I just threw it on.",female
224,ANDY, What are we toasting?,female
225,ANDY, Nigel. I got my job months ago.,female
226,ANDY," You’re leaving? Nigel, I can’t imagine Runway without you.",female
227,ANDY," God. I’m so happy for you, Nigel. You deserve it.",female
228,ANDY, ...I’ve never seen anyone as dedicated as Miranda.,female
229,ANDY," I’m just saying, yes, there are things she does I don’t agree with, but...",female
230,ANDY," Okay, so she’s tough, but if Miranda were a man, no one would notice anything but how great she is at her job.",female
231,ANDY, I resent that.,female
232,ANDY, Sexy? Really?,female
233,ANDY, I have no idea where we’re going. You could be leading me anywhere...,female
234,ANDY, You are unbelievable. Do you write that stuff down and file it away to use on girls?,female
235,ANDY," Well, I never understood why everyone was so crazy about Paris, but now...",female
236,ANDY, What the hell is this?,female
237,ANDY, Of?,female
238,ANDY, They’re replacing Miranda?,female
239,ANDY, Miranda will be devastated. Runway is her whole life. He can’t do that to her.,female
240,ANDY, And she has no idea...?,female
241,ANDY, I have to go.,female
242,ANDY," Oh, thank God. Where are you?",female
243,ANDY," I need to talk to you. Right away. It’s about Jacqueline Follet, she--",female
244,ANDY, I have to talk to you.,female
245,ANDY," Miranda, wait. I have to talk to you. You can fire me if you want to after that, but... Irv is going to make Jacqueline Follet editor-in-chief of Runway. Christian Thompson told me, he’s going to work for her. Irv’s going to tell you today. I thought if I told you now, you could fix it.",female
246,ANDY, What? No. I specifically told them--,female
247,ANDY, You said it was your dream job.,female
248,ANDY, But you don’t need her. You could just leave anyway and-,female
249,ANDY, You sure about that?,female
250,ANDY, But I don’t think I am like that.,female
251,ANDY, That’s not what I -- that was different. I didn’t have a choice.,female
252,ANDY," But what if it’s not what I want? I mean, what if I don’t want to live the way you do?",female
253,ANDY, You’re such a pain.,female
254,ANDY, True.,female
255,ANDY, I just wanted to say...,female
256,ANDY," Nate, I’m just... I’m so sorry.",female
257,ANDY, And?,female
258,ANDY," That’s great, I... congratulations.",female
259,ANDY, You think?,female
260,ANDY, Not sure.,female
261,ANDY, You think so?,female
262,ANDY, Thanks. I actually have a job interview today.,female
263,ANDY, That’s fine.,female
264,ANDY," Learned a lot. In the end, though, I kind of screwed it up.",female
265,ANDY," Emily, it's Andy. Don't hang up. I have a favor to ask you.",female
266,ANDY," Thing is, I have all these clothes from Paris and I don't have anyplace to wear them, so I was wondering... is there any way you could take them off my hands?",female
267,ANDY," Thanks, Emily. I appreciate it.",female
555,ANDY, I came to New York to be a journalist and I sent letters to everyone and I finally got a call from Elias-Clarke and met with Sherry in Human Resources and basically it’s this or Auto Universe.,female
556,ANDY," Okay, you’re right. I don’t fit in here. I’m not glamorous or skinny and I don’t know much about fashion. But I’m smart, I learn fast and I will work very hard.",female
557,ANDY, Oh no. Mrs. Priestly’s office. That’s what I meant. Miranda Priestly’s office.,female
558,ANDY, She’s in a meeting. Can I take message? I’m sorry. Can you spell Gabbana-- Guess not.,female
559,ANDY," My name is Andy. Andrea, but people call me Andy.",female
560,ANDY," It’s just that both of those belts look the same to me. I’m still learning about this stuff, so--",female
561,ANDY," It’s not funny. She could be the most horrendous person I’ve ever met. She’s not happy unless everyone around her is panicked, nauseous or suicidal. And all the Clackers just WORSHIP her... They call them Clackers. Their stilettos in the marble lobby... clack, clack, clack...",female
562,ANDY, And they all act like they’re curing cancer or something. The amount of time and energy they spend on things that DON’T MATTER!!! Poring over these minute details. And for what?,female
563,ANDY," So tomorrow they can spend an extra 300,000 dollars reshooting something that was probably fine to begin with? To sell people things they don’t need?",female
564,ANDY," God, I’m not even hungry anymore. Maybe that’s why everyone there is so skinny.",female
565,ANDY," Wow. Thank God it’s Friday, huh?",female
566,ANDY, My Dad’s coming in from Ohio this weekend. We’re having dinner tonight. Then we’re seeing “Chicago”...,female
567,ANDY, You doing anything fun this weekend?,female
568,ANDY, It’s so good to see you. You want to start grilling me now or should we wait until after dinner?,female
569,ANDY," Dad, I swear. This is my break. This is my chance. This is my--",female
570,ANDY, -boss.,female
571,ANDY, I have to get it.,female
572,ANDY," I’m so sorry, Dad. I have to deal with this.",female
573,ANDY," I’m sorry, Dad. Miranda, you don’t understand. Even if I get you a plane, they won’t let you take off tonight and--",female
574,ANDY," You’re right. I’m screwing this up. And I know this could be a big break for me. I’m going to try harder, I promise. But there’s one thing I can’t do by myself.",female
575,ANDY," Can I help you, luv?",female
576,ANDY," Hello, Miranda. Fine. No problem. I’m leaving right now. You guys didn’t need to be such assholes.",female
577,ANDY," Hi, I’m Andy. I’m picking up for Miranda Priestly.",female
578,ANDY," Great. I have to get the impossible manuscript in four hours. And Smith and Wollensky’s doesn’t open until 11:30. How am I supposed to get the steak? She’s going to fire me, isn’t she? She’s just prolonging the kill. Like an evil cat with a tiny unfashionable mouse.",female
579,ANDY," Sorry, my boss is particular. Are you sure? You’re my last shot. All right, well, thanks for trying.",female
580,ANDY, Hello?,female
581,ANDY, I’m the same person I was. I still want the same things.,female
582,ANDY," I promise. Same Andy, better clothes.",female
583,ANDY, And this skirt? Okay. What about this?,female
584,ANDY, ...it’s Nate’s birthday and we’re having a little party for him--,female
585,ANDY," Anyway, have fun tonight.",female
586,ANDY," Oh, I love that. I’ll call you the second I’m leaving.",female
587,ANDY, Will that fit me?,female
588,ANDY," Nate, I’m so sorry. I was trying to leave, but there was a lot going on and I didn’t have a choice and--",female
589,ANDY, Miranda Priestly’s office. Thanks. I gotta go pick up the Polaroids from the shoot.,female
590,ANDY," She hasn’t eaten in weeks. I can’t do that, Miranda. I can’t.",female
591,ANDY," Lily, this show is amazing. I am so proud of you.",female
592,ANDY, Nate!,female
593,ANDY, It’s. So. Beautiful.,female
594,ANDY, I can’t do this.,female
595,ANDY, Nate and I only split up a few days ago. I’ve had too much wine and my judgement is impaired. I barely know you and I’m in a strange city. I’m out of excuses.,female
596,ANDY, Shit!,female
597,ANDY," I couldn’t do what you did to Nigel, Miranda. There’s no way I could do something like that.",female
598,ANDY," Nate, you were right. About everything. I turned my back on my friends, my family, on everything I believed in. And for what?",female
599,ANDY, Don’t know what I’m going to do without those late night grilled cheeses.,female
686,CHRISTIAN," He’s right. I had the punch at James’s last party, woke up in Hoboken wearing nothing but boxers and a cowboy hat.",male
687,CHRISTIAN, But you want to stay. You’ve never been to a party like this.,male
688,CHRISTIAN, That’s my way. Christian Thompson.,male
689,CHRISTIAN, Did you mention my good looks and killer charm?,male
690,CHRISTIAN, You and the Times. And what do you do?,male
691,CHRISTIAN, Is that right? I should read your stuff. Send it over.,male
692,CHRISTIAN," You’re kidding. Oh, that’s too bad. You’ll never survive Miranda.",male
693,CHRISTIAN," You’re smart, you’re nice, you have a point of view. You can’t do that job.",male
694,CHRISTIAN," Let me guess. You have a boyfriend waiting. From... not high school... college? Nice-looking guy, devoted, about to ask you to move in with him, but you’re not sure...",male
695,CHRISTIAN," Nice to meet you, Miranda girl.",male
696,CHRISTIAN," Of course I remember you, Miranda Girl. You shaken off the college boyfriend yet?",male
697,CHRISTIAN, The Harry Potter manuscript? You’ve gotta be kidding.,male
698,CHRISTIAN, Just tell her it can’t be done. You’ll have to come up with a plan B.,male
699,CHRISTIAN, Oh yes. A friend of a friend does the cover art. She has the manuscript.,male
700,CHRISTIAN," You want this, you better hurry. Meet me at the St. Regis.",male
701,CHRISTIAN, You have one hour.,male
702,CHRISTIAN, Look at you... you’re a vision. Thank God I saved your job.,male
703,CHRISTIAN, God I hope not.,male
704,CHRISTIAN, Evidently.,male
705,CHRISTIAN," Are you sure? My editor from Vanity Fair is in there and I was going to introduce you to him. You sent me your stuff, remember? I have to be honest, I only read a couple -- that was quite a big packet - - but they weren’t half-bad. You’re pretty talented, Andy. He should meet you. Come on in. Just one drink.",male
706,CHRISTIAN, Say hello to the boyfriend for me.,male
707,CHRISTIAN," Hey, Miranda Girl.",male
708,CHRISTIAN, It’s true. I’m profiling Gaultier for Interview and I was making plans for Paris and found myself wondering if you would be there.,male
709,CHRISTIAN, That’s great. I’m staying at a fantastic little hotel in the Seventh across the street from a falafel restaurant that will change your life.,male
710,CHRISTIAN, But that’s just it. I’m starting to wonder if I can.,male
711,CHRISTIAN," You know, I’ve been thinking, and you still owe me for Harry Potter.",male
712,CHRISTIAN, Of course you do. You working tonight?,male
713,CHRISTIAN," So you’re free. Perfect. Oh, but there’s a problem, huh? Le Boyfriend.",male
714,CHRISTIAN," Yeah, not even a little. What time should I pick you up?",male
715,CHRISTIAN, That’s fantastic. Can we stop talking about her now?,male
716,CHRISTIAN," Oh, come on, Andy. You hate her. Just admit it. She’s a notorious sadist, and not in the good way.",male
717,CHRISTIAN, I can’t believe this. You’re defending her. The wide-eyed girl peddling her earnest newspaper stories -- you’re crossing over to the dark side.,male
718,CHRISTIAN, You shouldn’t. It’s sexy.,male
719,CHRISTIAN, Really.,male
720,CHRISTIAN, Don’t worry. I know this city like the back of my hand. It’s my favorite place on the planet. You know what Gertrude Stein said -- “America is my country and Paris is my hometown.”,male
721,CHRISTIAN, I work free-lance. Leaves me with some time on my hands.,male
722,CHRISTIAN, Thank God.,male
723,CHRISTIAN, What does it look like? It’s a mock- up.,male
724,CHRISTIAN, Of what American Runway will look like when Jacqueline is the new editor-in- chief.,male
725,CHRISTIAN," Yes. And she’s bringing me in to run all the editorial content. Are you really surprised? Jacqueline is a lot younger than Miranda. Has a fresher take on things. Not to mention that American Runway is one of the most expensive books in the business. Jacqueline does the same thing with a lot less money. Irv is a businessman, you know.",male
726,CHRISTIAN, It’s done. Irv’s going to tell Miranda after the party for James.,male
727,CHRISTIAN, She’s a big girl. She’ll be fine.,male
728,CHRISTIAN," It’s done, Andy.",male
650,DOUG, Miranda Priestly is famous for being unpredictable.,male
651,DOUG, I’m actually a girl.,male
652,DOUG," Seriously, Miranda is a huge deal. I bet a million girls would kill for that job.",male
653,DOUG," Lucky for me, I have my dream job.",male
654,DOUG, -- which totally rocks. The free bagels on Thursday? The booze? The whores?,male
655,DOUG," Dammit, I love your job.",male
656,DOUG, Men can be pink. I have a pink side.,male
657,DOUG," Fashion is not about utility, Nate. An accessory is merely a piece of iconography used to express individual identity.",male
658,DOUG, That too.,male
659,DOUG, You’re going to Paris for the couture shows? That’s the coolest fashion event of the year -- who are you going to see Galliano? Lagerfeld? Nicolas Ghesquiere?,male
268,EMILY, Human Resources certainly has a bizarre sense of humor. Follow me.,female
269,EMILY, I can’t even talk about it.,female
270,EMILY," No, stay. I don’t want you walking past her. Just sit there and I’ll pray she doesn’t notice you marring the area.",female
271,EMILY," Okay, first of all, you and I answer the phones. The phone MUST be answered every single time it rings.",female
272,EMILY," Phones roll to voicemail, she gets very upset. If I’m not here, you are chained to this desk.",female
273,EMILY," I get to wear couture, go to all the shows, all the parties, meet all the designers. It’s divine.",female
274,EMILY," Okay, stay here. I’m going to the art department to give them the Book.",female
275,EMILY," The Book is a mock-up of everything in the current issue. We deliver it to Miranda’s apartment every night and she returns it in the morning with her notes. The second assistant is supposed to do it, but Miranda is very private and doesn’t like strangers going to her house. So until she decides you’re not a psycho, I get the lovely task of waiting around for the Book.",female
276,EMILY," Now, be prepared. The run-through is at 12:30 and people are panicking, so the phone is going to be ringing off the hook.",female
277,EMILY," After the loo, Serena and I are going to lunch. This is her. The new me.",female
278,EMILY, I told you.,female
279,EMILY," I get twenty minutes for lunch, you get fifteen. When I come back, you can go.",female
280,EMILY, --disaster.,female
281,EMILY," When Miranda gives someone an impossible task, it generally means one of two things. One, she thinks you can actually pull it off.",female
282,EMILY, You have to learn these too.,female
283,EMILY," John Folger. New artistic director, Circle in the Square.",female
284,EMILY," What gets me about this whole thing is, you’re the one who pretends you don’t care about this stuff. You don’t care about fashion, you just want to be a journalist, blah, blah, blah. What a load of bollocks.",female
285,EMILY," And you know what really kills me? The clothes you’re about to get. You don’t deserve them. You eat carbs, for Christ’s sake. It’s so unfair. Just go.",female
286,EMILY," Okay, so... I was Miranda’s second assistant, but her first assistant recently got promoted so now I’m the first...",female
287,EMILY, I’m trying. Miranda sacked the last two girls after only a few weeks. We need to find someone who can survive here. Do you understand?,female
288,EMILY, You didn’t just ask me that. She’s the editor in chief of Runway. Not to mention a legend. Work a year for her and you can get a job at any magazine you want. A million girls would kill for this job.,female
289,EMILY," Andrea, Runway is a fashion magazine. An interest in fashion is crucial.",female
290,EMILY," Oh my God. No. No, no, no.",female
291,EMILY, She’s on her way -- tell everyone!,female
292,EMILY," Her driver text-messaged. Her facialist ruptured a disk. God, these people!",female
293,EMILY, Oh no. You’re still here. Go.,female
294,EMILY," I’m so sorry, Miranda. I did confirm last night, but--",female
295,EMILY, Right.,female
296,EMILY," Nobody. Human resources sent her up about the assistant job and I was pre- interviewing her for you, but--",female
297,EMILY, She wants to see you.. Go go go,female
298,EMILY, Andrea!,female
299,EMILY, Miranda decided to kill the Autumn Jacket story for September -- she’s pulling up the Sedona shoot from October. You need to go into the office right this second. Pick up her coffee order on the way. Write this down.,female
300,EMILY, Where are you?,female
301,EMILY, I hope you know this is a very difficult job for which you are totally wrong and if you mess up MY head is on the chopping block.,female
302,EMILY, One time an assistant left the desk because she sliced her hand open with a letter opener. Miranda missed Lagerfeld right before he boarded a 17 hour flight to Australia. She now works at TV Guide.,female
303,EMILY," Miranda Priestly’s office. She’s not available. I’ll tell her you called. Yet again. Remember, you and I have totally different jobs. You run errands, you get coffee, etcetera. I am in charge of her schedule, her expenses, her appointments. And, most importantly... I get to go with her to Paris for Fashion Week in the fall.",female
304,EMILY, I have no idea.,female
305,EMILY, I have Miranda Priestly calling. I have Patrick.,female
306,EMILY, Did she say which skirts? Did she say what kind? Color? Shape? Fabric?,female
307,EMILY," You never ask Miranda. Anything. All right, I’ll take care of the other stuff. You go to Calvin Klein.",female
308,EMILY, I’m sorry. Do you have a prior commitment? Is there some hideous pants convention?,female
309,EMILY, You’re not going to the store.,female
310,EMILY, You are catching on quickly. We always send assistants to a designer’s home on their very first day. You’re going to his showroom. I’ll give you the address.,female
311,EMILY, Good God. You do not. Under any circumstances. Take public transportation.,female
312,EMILY, Oh my God. What took you so long? I have to pee.,female
313,EMILY, You do the coat.,female
314,EMILY, The editors bring in options for a shoot and Miranda chooses. She chooses every single thing in every single issue. Run-throughs are a huge deal.,female
315,EMILY, No. Sometimes it’s busy.,female
316,EMILY," Oh, no. I was quite serious.",female
317,EMILY, Yes.,female
318,EMILY," Excuse me, where do you think you--",female
319,EMILY, I have no idea why Miranda hired her.,female
320,EMILY, I knew from the moment I saw her that she was a complete and utter--,female
321,EMILY, Guard this with your life.,female
322,EMILY," Yeah. Whoopee. Okay, now, it’s very important that you do EXACTLY what I’m about to tell you.",female
323,EMILY, Do not talk to anyone. Do not look at anyone. That is of the utmost importance. You must be invisible. Do you understand?,female
324,EMILY, You went upstairs? Oh my God. Why didn’t you just climb into bed with her and ask for a bedtime story?,female
325,EMILY," Don’t you understand? If you get fired, that might jeopardize Paris for me. And if that happens, I will search every Blimpie’s in the tri-state area until I find you and kill you.",female
326,EMILY, I don’t know. She’s not happy.,female
327,EMILY," Oh look, you’re getting paranoid. Yay. It’s not just me. Listen, don’t freak out. There could be a silver lining here.",female
328,EMILY," Or, you know, that thing you were saying about the cat.",female
329,EMILY," You know, I rarely say this to people who aren’t me, but you need to calm down.",female
