,character,text,number,types,is_character
516,EDWARD, I'm an incurable romantic.,1,male,True
517,EDWARD, What are you doing?,1,male,True
518,EDWARD, I thought we had all night.,1,male,True
519,EDWARD, You did.  But stay the night.  I'd like to sleep with you.  I'll get you a taxi in the morning.,1,male,True
520,EDWARD, Another question.  Because you're warm.,1,male,True
521,EDWARD, I don't snore.  I don't believe I snore.,1,male,True
522,EDWARD, That seems fair.,1,male,True
523,EDWARD," Cindy, I've had it.  This is the third time I've had to take a trip alone.",1,male,True
524,EDWARD, I don't care what your agent says.  One week isn't going to ruin your career.,1,male,True
525,EDWARD, I want you here.  You know how I get when I'm doing business.  Last night I even… … forget last night.  I want you on a flight today or it's over.,1,male,True
526,EDWARD, You promised me when you started this whole modeling thing that I would come first.  Now I'm still the one that's paying your bills and I'm not going to… Cindy!,1,male,True
527,EDWARD, Stupid girl!  That's it…,1,male,True
528,EDWARD, You're quite a sleeper.,1,male,True
529,EDWARD, Good morning.  Would you like some breakfast?,1,male,True
530,EDWARD, That must be an occupational hazard.,1,male,True
531,EDWARD, Would you like some breakfast?  It's still hot.,1,male,True
532,EDWARD, You should.  Come on.,1,male,True
533,EDWARD, Hair of the dog.,1,male,True
534,EDWARD, Just a bit.  With orange juice.  I guarantee it will make you feel better.,1,male,True
535,EDWARD, Don't you like anything?,1,male,True
536,EDWARD," Well, you're welcome to take a nice long bath.  The one in the bathroom is practically a pool.",1,male,True
537,EDWARD, I wanted to talk to you about that.,1,male,True
538,EDWARD, Crepes.,1,male,True
539,EDWARD," Vivian…  It's Vivian, right?",1,male,True
540,EDWARD," Vivian, I'm going to be in town until next Friday.  I'm involved in an important business deal and in the evenings I'll need to relax…",1,male,True
541,EDWARD," Hey, slow down.  I'm not going to take your plate away from you.",1,male,True
542,EDWARD," Actually, I was wondering if you would like to stay here for the week.",1,male,True
543,EDWARD," No, no, I'm not.  You're a very… professional woman.  And I like that. Rather than call you every night and wonder if you're available, I'd just as soon have you stay here.",1,male,True
544,EDWARD, How much?  Let's see if I can afford it.,1,male,True
545,EDWARD," Yes.  You can do what you want during the days, but I'd like to have you on call, so to speak.",1,male,True
546,EDWARD," Alright.  That seems fair.  Two thousand it is.  But let me tell you, I have very tough business to do.  There is a lot of pressure involved.  When I get tense, I need someone to help me relax.  That means no problems.  No hassles. Understand?",1,male,True
547,EDWARD, I'm not just talking about sex.  I need some nice pleasant company.,1,male,True
548,EDWARD, Fine.  But I will go.  This is only for a week.  I want you to be clear on that too.  I don't want you to have any expectations.  Sometimes these things get messy.,1,male,True
549,EDWARD," I wish my lawyer was that honest.  I wouldn't even risk this, except you seem a very sensible girl. Businesslike.  So it's a deal?",1,male,True
550,EDWARD," No, I want you to stay here while you're with me.  I don't want any trouble.  We'll buy anything you need. What do you want?",1,male,True
551,EDWARD, No.  No drugs.  Not while you're with me.,1,male,True
552,EDWARD, Champagne is legal.  Drugs are illegal. That's enough of a difference to me.,1,male,True
553,EDWARD, Then maybe this isn't going to work out.  I didn't know you were a drug addict.,1,male,True
554,EDWARD," That's fair.  Three thousand dollars for one week, no drugs, no strings attached.",1,male,True
555,EDWARD," Happy, huh?",1,male,True
556,EDWARD, I'm overpaying you.  Aren't I?,1,male,True
557,EDWARD, I don't think it will break me.,1,male,True
558,EDWARD, Good.  I've got to meet with some people.  I'll probably be gone most of the day.,1,male,True
559,EDWARD," I'm going to take a chance and trust you with this.  Buy some nice clothes on Rodeo Drive.  A few dresses, not too fancy, or too sexy.  Soft pinks and pastels are nice.  I just want you to look presentable in the hotel. Understand?",1,male,True
560,EDWARD," Well, let's hope you don't spend that much.",1,male,True
561,EDWARD," Be reasonable.  You're a smart girl. I'll make you a deal.  If you spend too much I'll send it all back at the end of the week.  If you're sensible, I'll let you keep it.  Fair?",1,male,True
562,EDWARD, 'Bye.,1,male,True
563,EDWARD, Then hold off until we file.,1,male,True
564,EDWARD," No, no.  I always play by the rules. There are too many people that would like to take me down.  I'm not about to give them any help.",1,male,True
565,EDWARD, Good to meet you.,1,male,True
566,EDWARD, What's that long building over there?,1,male,True
567,EDWARD, You what?,1,male,True
568,EDWARD, What kind of idiot are you?  You don't talk to anyone about this but me!,1,male,True
569,EDWARD, Where did you dig up this moron?,1,male,True
570,EDWARD, You people are supposed to be professionals.,1,male,True
571,EDWARD, No.  Don't bother.  He's probably already told everyone he knows.,1,male,True
572,EDWARD, Forget it.  Let's go up the coast.  I want to look around.,1,male,True
573,EDWARD, Bill!  Where the hell have you been?,1,male,True
574,EDWARD," Good, if your boys at the brokerage don't leak the whole deal.",1,male,True
575,EDWARD, Skip it.  Jake's going to be good from now on.  Aren't you?,1,male,True
576,EDWARD," Listen, there's something you need to look into right away.  There's a chemical treatment plant at that shipyard.  I want you to see if the permits are still valid. And what kind of limits are on them.",1,male,True
577,EDWARD, Don't get too excited yet.  Check the permits first.,1,male,True
578,EDWARD, Thanks for the tour.  Keep your mouths shut.  I'll see you tomorrow.,1,male,True
579,EDWARD, Ask them.  What's the offering looking like?,1,male,True
580,EDWARD, That's madness.  If I start paying rates like that I'll be out of business.  We've going to have to do better than that.,1,male,True
581,EDWARD, You're not listening to me.  We're going to do better than that.  Aren't we?,1,male,True
582,EDWARD, No.  That's all over.  I've lost my patience with her.,1,male,True
583,EDWARD," No, thanks.  I've already taken care of that side of my trip.  I met a pretty, no nonsense girl who's going to stay with me for the week.  She wants a third of what those pimps charge.",1,male,True
584,EDWARD," No, I was driving around the city and I found a… girl.",1,male,True
585,EDWARD," The girls you try to set me up with aren't virgins either, Bill.  I'm careful.",1,male,True
586,EDWARD, Drop it.,1,male,True
587,EDWARD," I don't need a girl who speaks French better than I do.  Those high class hookers are just high class leeches. I'm tired of them asking me to buy them jewels as tips.  I've found a nice, anonymous girl who's thrilled to provide me with sex at a fair rate with no hassles.  She's just a simple working girl and that's all I want.",1,male,True
588,EDWARD, Any messages?,1,male,True
589,EDWARD, Hello.,1,male,True
590,EDWARD, My niece?,1,male,True
591,EDWARD, I don't have a niece.,1,male,True
592,EDWARD, That pretty young girl in my room is a prostitute.,1,male,True
593,EDWARD, Do you have a problem with that?,1,male,True
594,EDWARD, Have some champagne sent up.  And a cheese tray or something.  Maybe a pâte and some bread.  A large bottle of mineral water. And strawberries.,1,male,True
595,EDWARD, You… you look different.,1,male,True
596,EDWARD," No, it's just that you look… different.",1,male,True
597,EDWARD," Yes.  Yes, I did.",1,male,True
598,EDWARD, You had your hair done.,1,male,True
599,EDWARD," No, no.  I'll pay for it.  You look wonderful.  Lovely.",1,male,True
600,EDWARD, Yes.,1,male,True
601,EDWARD," No, no, this is wonderful.  I just didn't think you…  you have great taste.",1,male,True
602,EDWARD, I do like it.  You look beautiful.,1,male,True
603,EDWARD, Thank you.  That's much better. I had an interesting talk with the hotel manager downstairs.,1,male,True
604,EDWARD," Listen to me.  I don't know what happened with you two, and I don't care.  I'm paying a lot for this room and as long as you're my guest, the people in this hotel will treat you like a queen.  If anyone hassles you, or makes you feel uncomfortable, you tell me.  Alright?  If I have to, I'll buy the hotel and burn it down to prove my point.",1,male,True
605,EDWARD, You want me to have him fired?,1,male,True
606,EDWARD, I'll see what I can do.  So did you buy anything else?,1,male,True
607,EDWARD, Only three dresses?,1,male,True
608,EDWARD, That's fine.  You were very frugal.,1,male,True
609,EDWARD, New underwear too?,1,male,True
610,EDWARD, Very much.,1,male,True
611,EDWARD, That's Room Service.,1,male,True
612,EDWARD, Cheers.,1,male,True
613,EDWARD, The good stuff?,1,male,True
614,EDWARD, Yes.,1,male,True
615,EDWARD," It's okay, it's okay.  I don't care what you spent.  I trust you.",1,male,True
616,EDWARD, Yes.  It's yours.,1,male,True
617,EDWARD," Better.  You're a lot better.  You're wonderful, Vivian.",1,male,True
618,EDWARD, Meet with lawyers and stockbrokers. Read financial reports.  It's pretty boring.,1,male,True
619,EDWARD, I'm acquiring a company.,1,male,True
620,EDWARD, It's called Kross Enterprises.  It used to build ships.  Nowadays it doesn't do much of anything.,1,male,True
621,EDWARD, Are you really curious?,1,male,True
622,EDWARD," All right.  Warn me if I bore you. Twenty years ago Kross was a huge corporation, and even though they're almost bankrupt today, they still have millions in assets.  Real estate, equipment, inventory.  Things that can be liquidated to generate cash.  You understand?",1,male,True
623,EDWARD," Anyhow, we figure Kross is worth about 400 million.  We hope we can acquire it for between two and three hundred million.  No matter what, I'm going to make a profit.  The question is how large.",1,male,True
624,EDWARD," Try is the key word there.  People have tried.  But not everyone can raise a few hundred million to toy around with .  And I know of assets the corporation owns that other people aren't aware of. It's worth more than most people think. Besides, the company management isn't particularly happy about being sold, because they'd be out of a job.",1,male,True
625,EDWARD, I wouldn't lose any sleep over them. They got the corporation into the mess it's in now.,1,male,True
626,EDWARD, Something like that.,1,male,True
627,EDWARD, It used to be easy.  The market crash and a few scandals have made things tougher.  And management has got smarter.  I have to be more careful about my targets now.,1,male,True
628,EDWARD," I guess… to get richer. I'm going to have to get dressed, I have a meeting at eight fifteen. Tomorrow I'll give you a lesson on short selling.",1,male,True
629,EDWARD, You're a good listener.  I like that.,1,male,True
630,EDWARD, How do I look?,1,male,True
631,EDWARD, Like a suit?  Very apt.  I feel like a suit.  I'll see you tonight.,1,male,True
632,EDWARD, It's not acceptable.,1,male,True
633,EDWARD, Draymen Heux has offered me seventy- five in the pool at sixteen and a half. I can secure the rest I need personally.,1,male,True
634,EDWARD," The market has changed, Carl.  There aren't many real players left.  I'll give you two hours to make a decision.",1,male,True
635,EDWARD, They can't know for sure.  They don't have time.  They'll do it for sixteen.,1,male,True
636,EDWARD, About what?,1,male,True
637,EDWARD, Alright.,1,male,True
638,EDWARD, I wouldn't miss it for the world.,1,male,True
639,EDWARD," No.  If the three of us sit down together then we might as well announce the takeover in the Wall Street Journal.  I'll meet him in public for dinner.  Less suspicious.  Tonight, if you can arrange it.  I'll even bring a girl.  That'll keep it all on a friendly level.",1,male,True
640,EDWARD, She can handle herself.  And I can handle Kross.,1,male,True
641,EDWARD, Sixteen.,1,male,True
642,EDWARD," We'll liven things up for you.  We're going out to dinner tonight.  I want you to look your best.  I don't think you have any clothes that will do.  Go buy something a little more formal.  Something dark and low cut.  But tasteful.  Spend whatever you have to.  If you don't know what to get, tell the salesgirl you're dining at the Rex.  And have your hair done up.  We're a little pushed for time so I'll meet you in the lobby at seven forty—five.  'Bye.",1,male,True
643,EDWARD, Then call the S.E.C.,1,male,True
644,EDWARD, Are you threatening me?,1,male,True
645,EDWARD," Really, Mr. Kross.  I don't think we have anything to talk about.  Maybe you should see my lawyer.",1,male,True
646,EDWARD," Let's go, Vivian.",1,male,True
647,EDWARD," Are you sure, Viv?",1,male,True
648,EDWARD, I didn't have to come here.  I don't have to talk to you.  If you have something to say you better say it without threatening me or insulting the lady.,1,male,True
649,EDWARD," I really don't know.  But from what I've heard, your company doesn't have any cash.",1,male,True
650,EDWARD, Then I'd be in a position of making your company a loan.  That doesn't seem to make much sense.,1,male,True
651,EDWARD," Mr. Kross, you're not going to be getting any Navy contracts.",1,male,True
652,EDWARD, Just that.  You're not going to be getting any new contracts from the military.  I know.,1,male,True
653,EDWARD, You flatter me if you think I can tell the Pentagon what to do.  But I do know you aren't getting the contract.,1,male,True
654,EDWARD," Now let me propose something to you.  If I do decide to acquire your company, I will file the proper papers with the S.E.C.  If that was to happen, I would suggest that you and the Board cooperate with me, rather than try to fight it.  You couldn't stop me, you could only lower my profit margin.  If you don't fight me, you'll find I can be a valuable friend.",1,male,True
655,EDWARD, It's not your company.  It's a public company.  We both know that you can only keep it going for a couple more years before you get swallowed up by debt.,1,male,True
656,EDWARD, Yes?,1,male,True
657,EDWARD, Now it's my turn to apologize.  I'm afraid that I have a private call that I must deal with.  If I may be excused…,1,male,True
658,EDWARD, My apologies again.,1,male,True
659,EDWARD, At least stay for dinner.,1,male,True
660,EDWARD, Which is?,1,male,True
661,EDWARD," If you feel that way, do what you have to do.  But if you change your mind, come to me.  My door will be open.",1,male,True
662,EDWARD, You and your fork.  You were such a picture.,1,male,True
663,EDWARD," Yes.  Yes, but just for two.",1,male,True
664,EDWARD, Of course.,1,male,True
665,EDWARD, That's Cindy.,1,male,True
666,EDWARD," She's very little.  Just over five feet.  But she's got the best body. It's perfect, and her face… you can see.",1,male,True
667,EDWARD," Dumber than a doornail, though.  I guess they beat the intelligence out of you in finishing school.",1,male,True
668,EDWARD, Cindy?  No.  That's over.  She was too much trouble.  I don't have time to play games with women.,1,male,True
669,EDWARD," We were right, they don't have any cash.  The only card he had was the Navy contract and we know what happened to that.",1,male,True
670,EDWARD," Well, that's your job.",1,male,True
671,EDWARD, Do some research.  The guy used to be a millionaire.  Where's he get his money these days?  What banks are loaning it to him?  Find out.  We have lots of friends.  It wouldn't take much.  A couple phone calls.,1,male,True
672,EDWARD, Are those real?,1,male,True
673,EDWARD, They look lovely.,1,male,True
674,EDWARD, Now you're thinking.  Get on it.  We're going to wrap this up by Friday.  I know it now.  Talk to you tomorrow.,1,male,True
675,EDWARD," Have I ever told you how very, very beautiful you are?  You are, you know. Very beautiful.",1,male,True
676,EDWARD, I certainly could have done a lot worse for a wrong turn on Hollywood Boulevard.,1,male,True
677,EDWARD," Easy, doll.  You're supposed to sip it.",1,male,True
678,EDWARD, Makes what easier?,1,male,True
679,EDWARD, I don't think you need anymore.  You're already drunk.,1,male,True
680,EDWARD, What's wrong with you?  You've been acting strange all evening.  Are you mad at me?,1,male,True
681,EDWARD," Fine, then come here and get it over with.",1,male,True
682,EDWARD, What is this?  What's the matter with you?  Last night you weren't complaining.  You weren't trying to rush through it.  Last night you seemed to like it.,1,male,True
683,EDWARD, You didn't feel anything?  Nothing? You don't ever enjoy making love?,1,male,True
684,EDWARD, Why not?  I think I've been pretty good to you the last few days.  Haven't I treated you well?,1,male,True
685,EDWARD, Then what is it?  Am I ugly to you?  Am I fat and disgusting?  Do I smell bad? People have been so bold as to tell me I'm somewhat attractive.  Aren't I to you?,1,male,True
686,EDWARD, Then why are you in such a rush to get it over with?  Why do you have to get drunk?  Is it really that horrible? I'm not asking you to love me.  I'm not even asking you to like me.,1,male,True
687,EDWARD," Fine.  Don't like me.  But don't lie to me.  Maybe you hate me now for some reason that I can't fathom, but you enjoyed it last night as much as I did.",1,male,True
688,EDWARD, Tell me the truth!,1,male,True
689,EDWARD, You're lieing!,1,male,True
690,EDWARD, Too late.,1,male,True
691,EDWARD, You didn't enjoy that?,1,male,True
692,EDWARD, Alright.  Then just do your job.,1,male,True
693,EDWARD, What are you doing?,1,male,True
694,EDWARD, Why do you always have to take a shower after we make love?,1,male,True
695,EDWARD, What are you doing?,1,male,True
696,EDWARD," Why don't you sit on the couch, or go back to bed?  Don't you feel alright?",1,male,True
697,EDWARD," No wonder, the way you were drinking last night. You were great though.  You're an incredible lover.",1,male,True
698,EDWARD, I hope you feel better.  I'll be gone all day.  Maybe we'll have dinner someplace nice tonight.,1,male,True
699,EDWARD, Flight of fancy.  Let's offer eight.  That should bring them back down to earth.  Then we'll raise it to nine and close the deal.,1,male,True
700,EDWARD, Yes.  Time to jump out of the closet.,1,male,True
701,EDWARD, Black.,1,male,True
702,EDWARD," So, tell me about Kross.",1,male,True
703,EDWARD, Bank we know?,1,male,True
704,EDWARD, Need me to call anyone?,1,male,True
705,EDWARD, I will.,1,male,True
706,EDWARD, So why don't we go to dinner tonight? You can meet this girl I've been talking about.,1,male,True
707,EDWARD, She's incredible.  In every way.,1,male,True
708,EDWARD," Tell Bill what you said to me, that first night. It was something like ""if you're looking for romance you were cruising down the wrong street.  But if you want to fuck, you've found the best…"" Was that how it went?",1,male,True
709,EDWARD," What difference does it make where I found her?  I think she's great.  She's a lot smarter and prettier and better in bed than those girls at your friend's agency.  They cost an arm and a leg and they're cold as ice.  But everytime I get into town you try to push another of their girls on me.  Why is that, Bill?  Do you own a piece of that business?",1,male,True
710,EDWARD," What are you thinking about, Bill?",1,male,True
711,EDWARD," You want her, don't you?",1,male,True
712,EDWARD," You're drooling, Bill.",1,male,True
713,EDWARD, She's the best.  But you'll have to wear a condom.  She's careful about that.,1,male,True
714,EDWARD, North American Steel.,1,male,True
715,EDWARD, Why not?,1,male,True
716,EDWARD," My, you're quiet.  You haven't said a word to me since we left the restaurant.  I kind of like it, but…",1,male,True
717,EDWARD, Have you lost your mind?!,1,male,True
718,EDWARD, Would you please tell me what you're mad about?,1,male,True
719,EDWARD, Alright.  Just calm down.,1,male,True
720,EDWARD, I'm sorry.  It was a stupid joke.  I wasn't serious….,1,male,True
721,EDWARD, Can we talk about this?  Can you just try to calm down?,1,male,True
722,EDWARD," I… I wasn't serious.  It was just a joke.  I was razzing Bill because he runs this call girl service.  We tease each other like that.  He brings out the worst locker room talk from me. But I didn't think you'd mind my saying… I mean, it's not as if you're from a convent.  You tell me yourself it's just a job to you.",1,male,True
723,EDWARD, Of course.  You're right.  I'm sorry.,1,male,True
724,EDWARD," Vivian, I'm very sorry.  You're absolutely right.  That was an idiotic and insensitive thing I did.  I can tell that you have a lot of pride and I should have known that that would hurt you.",1,male,True
725,EDWARD," Alright.  I've apologized.  I've said I'm sorry.  Now if you want to take what you've earned so far and walk out of here, I'll understand.",1,male,True
726,EDWARD, Do you want me to call a cab?,1,male,True
727,EDWARD, Do you?,1,male,True
728,EDWARD," Then think about it.  I've apologized. I've heard what you have to say. You're right, and it won't happen again.  But if you can't get over this then you should leave, because I'm only going to be here a couple more days and I'm not going to spend it fighting with you.  Understand?",1,male,True
729,EDWARD," Alright.  I'll call a cab.  If you want the clothes, pack them up.",1,male,True
730,EDWARD, I'm sorry.  I really am sorry.,1,male,True
731,EDWARD," I've been a fiendish cad, and I'll make it up to you.",1,male,True
732,EDWARD," Because I was a boor, a clod, an oaf, a cretin, a dunce, a putz, a shmuck…",1,male,True
733,EDWARD, …but I shall make amends as only a Harris can.,1,male,True
734,EDWARD, I shall give you an experience that will last a lifetime.,1,male,True
735,EDWARD, I'm going to take you to the opera.,1,male,True
736,EDWARD, That's it.  That's what you're wearing tonight.,1,male,True
737,EDWARD, She'll wear it out.  I'm taking her to Aïda in San Francisco tonight.,1,male,True
738,EDWARD, Feel like Cinderella yet?,1,male,True
739,EDWARD," Bill, Bill, stop panicking.  I'll read the contracts on the plane.  Just have the brokerage arrange the flight for me.  Kross isn't going anywhere.  I don't need to watch the stock go down today.  Have it ready.  I'll make a couple more stops and be there in an hour or two.  'Bye.",1,male,True
740,EDWARD," My empire may crumble through neglect, but it's worth it.  I've been meaning to see Aïda before it closes and now I have a good excuse.  But you must be freezing in that skimpy thing.",1,male,True
741,EDWARD," No, no.  You're bound to catch pneumonia if we don't do something.",1,male,True
742,EDWARD," Nice, but not what I had in mind.  I'm looking for something really special.",1,male,True
743,EDWARD," Vivian, trust me, I know furs.  I'm going to find you one that will give you multiple orgasms.",1,male,True
744,EDWARD, Yes.,1,male,True
745,EDWARD, I'm glad you're having fun.  Now be quiet while I read these.,1,male,True
746,EDWARD, Go away.,1,male,True
747,EDWARD, What are you doing?,1,male,True
748,EDWARD, You'd better put on your clothes.,1,male,True
749,EDWARD, You sure make it hard to concentrate on my work.,1,male,True
750,EDWARD," Some people say that opera is an acquired taste —— that's why everyone prefers movies —— but I don't believe it.  It's something you're born to.  But I don't mean that in an elitist sense.  Highborn, lowborn, you can always tell when someone goes to the opera for the first time.  Some love it, some hate it.  Those who love it will always love it; those who hate it might force themselves to appreciate it, but they'll never love it.  Maybe there's an opera gene in a person's DNA.",1,male,True
751,EDWARD, So am I.,1,male,True
752,EDWARD, I'll whisper some of the main parts of the story for you.  But you'll be surprised at how much you'll understand by the way they sing.  The music conveys their emotions more powerfully than any words.,1,male,True
753,EDWARD," Radames is desperately in love with Aïda, a mere slave.  Yet he is forced to marry Amneris, the King's daughter.",1,male,True
754,EDWARD, Here he tells Aïda how much loves her but…,1,male,True
755,EDWARD, Are you alright.  Can you make it down the stairs?,1,male,True
756,EDWARD," You liked the opera, didn't you?",1,male,True
757,EDWARD," Yes, two more nights.",1,male,True
758,EDWARD, No… I have to get back to New York. I've got appointments waiting for me.,1,male,True
759,EDWARD, It was a pleasure.  You're welcome.,1,male,True
760,EDWARD, What's the matter?,1,male,True
761,EDWARD, Oh.,1,male,True
762,EDWARD, I'm sorry if it's hard on you.,1,male,True
763,EDWARD, Sure.  Let me call ——,1,male,True
764,EDWARD, Okay.  Order anything you want.,1,male,True
765,EDWARD, You're such an operator.,1,male,True
766,EDWARD, Alright.  Tell him ten—thirty.,1,male,True
767,EDWARD," Wake up, sleeping beauty.",1,male,True
768,EDWARD, Put on some clothes.  We're about to have a guest.,1,male,True
769,EDWARD, Mr. Kross.,1,male,True
770,EDWARD, Have a seat.,1,male,True
771,EDWARD, Excellent.  I'm sure that will be the best for everyone.,1,male,True
772,EDWARD, There is nothing to apologize for. It's just business.,1,male,True
773,EDWARD, I appreciate that.  And I'm sure things will go well for you.,1,male,True
774,EDWARD, Perhaps you could do me one favor though.  If you could take an hour to accompany me down to my brokerage and have a brief talk with my lawyer.  Just answer a couple questions.,1,male,True
775,EDWARD," Let me be completely up front with you, Mr. Kross.  We're preparing our bid now.  That bid is based on our speculation of the corporation's net worth.  The more we know the higher our bid can be.  That might affect the deal we have for your shares…",1,male,True
776,EDWARD, It doesn't have to be that way.,1,male,True
777,EDWARD, Good.  Vivian ——,1,male,True
778,EDWARD, Excuse me for one second.,1,male,True
779,EDWARD, I'm going to be gone all day.  I don't think I'll be back in time for dinner so go ahead and eat.  Alright?,1,male,True
780,EDWARD, Why'd you run off?,1,male,True
781,EDWARD, I… I didn't do anything to him.,1,male,True
782,EDWARD, He just realised that it would be smart to let me buy him out before his company went under.  Noboby put a gun to his head.,1,male,True
783,EDWARD," Wrong?  Vivian, this is a very complex transaction.  There's no right and wrong here.  You don't know anything about this kind of business.",1,male,True
784,EDWARD, What?  You think Kross is some kind of martyr?  We didn't threatten him; we bought him.  He's selling out everyone at his company to get an extra dollar a share.,1,male,True
785,EDWARD, I'm getting a lecture on ethics from a prostitute.,1,male,True
786,EDWARD," I don't have time for this.  If you don't like it, you're free to go.  No one's holding you prisoner.",1,male,True
787,EDWARD, Everything's fine.  Let's go.,1,male,True
788,EDWARD, Hmm?,1,male,True
789,EDWARD, I don't know.,1,male,True
790,EDWARD, I just thought I'd look at the shipyards again.  Before I go back to New York.,1,male,True
791,EDWARD, Would you like to come with me?,1,male,True
792,EDWARD, You can always Fedex it later.,1,male,True
793,EDWARD," Yes, a few things.  Not all what we wanted to hear, but…",1,male,True
794,EDWARD, But… it's not important.  Let's head back.,1,male,True
795,EDWARD, Cut it out!  What's going on?!,1,male,True
796,EDWARD, What the hell are you doing?,1,male,True
797,EDWARD, Why were you hitting her?,1,male,True
798,EDWARD, Get out of here.,1,male,True
799,EDWARD, You alright?,1,male,True
