,character,text,number,types,is_character
42,LOVETT, ... Mrs. Calvert?,1,male,True
43,LOVETT, Alright. Rose. the picture is?,1,male,True
44,LOVETT, A hundred and one next month.,1,male,True
45,LOVETT, And  everyobody who knows  about  the diamond is supposed to be dead...  or on this  ship.  But she knows  about it. And I want to hear what she has to say. Got it?,1,male,True
46,LOVETT, Is your stateroom alright?,1,male,True
47,LOVETT, Would you like anything?,1,male,True
48,LOVETT," Louis  the Sixteenth wore a  fabulous stone,  called  the Blue  Diamond  of the Crown,  which  disappeared about  the  time  Louis from the  neck  up. that the crown  diamond was  chopped too...  recut  into shape... and it became  Le Coeur  de la Mer.  The Heart  of  the Ocean.",1,male,True
49,LOVETT, I  tracked  it down through insurance records...  and  old claim  that  was settled,1,male,True
50,LOVETT," Nathan  Hockley,  right. steel",1,male,True
51,LOVETT," If  your grandma is who she says  she is, she was wearing the diamond  the day Titanic sank.",1,male,True
52,LOVETT, Deal. Over  here  are  a few  things  we've recovered from your staterooms.,1,male,True
53,LOVETT, Are you ready to go back to Titanic?,1,male,True
54,LOVETT," Rose  might  not want  to  see  this, Lewis.",1,male,True
55,LOVETT, Will you share it with us?,1,male,True
56,LOVETT," Tell us, Rose.",1,male,True
57,LOVETT, Just tell us what you can--,1,male,True
58,LOVETT," Well,  that's  the general  idea,  my dear.",1,male,True
59,LOVETT, Lewis...,1,male,True
60,LOVETT," Rose, diamond. after that?",1,male,True
61,LOVETT, Wait! here. safe. The  valet.  Did he  have  the combination?,1,male,True
62,LOVETT, Maybe  she  wants to make peace  with the past.,1,male,True
63,LOVETT, Then grandmother for the first time.,1,male,True
64,LOVETT," Oh,  yeah. was there.",1,male,True
65,LOVETT, We  were  pissin'  in  the  wind  the whole time.,1,male,True
66,LOVETT, Oh shit.,1,male,True
67,LOVETT, You had it the entire time?!,1,male,True
68,LOVETT, Don't drop it Rose.,1,male,True
69,LOVETT," It's hers, you schmuck. Look,  Rose, I... I don't  know  what to say to a woman who tries to  jump off the and jumps back onto it  when it we're  not  dealing  with logic I  know  that... about this a second.",1,male,True
70,LOVETT," Just  let  me  hold it  in  my  hand, Rose.  Please.  Just once.",1,male,True
71,LOVETT, My God.,1,male,True
72,LOVETT, Would you like to dance? graduation...,1,male,True
73,LOVETT," It  still  gets me every  time...  to see the  sad ruin of the great  ship sitting here,  where she  landed  at 2:30  in the morning, April 15, 1912, after  her  long fall from the  world above.",1,male,True
74,LOVETT, Right.  Let's go to work.,1,male,True
75,LOVETT," Easy, Lewis.  Take it slow.",1,male,True
76,LOVETT, Shit.,1,male,True
77,LOVETT," Hi,  Dave? the safe...",1,male,True
78,LOVETT," no, look, don't worry about  it, there're still plenty  of places  it could be... in the  floor debris  in the suite, in the mother's room,  in  the purser's  safe  on  C deck... Hang on a second.",1,male,True
79,LOVETT, I'll be God damned.,1,male,True
80,LOVETT," ...a underwater  for team intanct. unseen  at  the bottom of  the  ocean for eternity, when we can see it and enjoy it now...?",1,male,True
81,LOVETT, And friend.,1,male,True
82,LOVETT," Dive nine.  Here we are again on  the deck  of  Titanic... two and  a  half miles  down.  The pressure  is  three tons  per  square  inch,  enough crush  us like a freight train  going over",1,male,True
83,LOVETT," I've  planned  this  expedition three  years,  and  we're  out recovering  some  amazing things",1,male,True
84,LOVETT," I'd  rather show you than  tell  you, and we  think  we're very  close  to doing just that.",1,male,True
100,LOVETT, If  what  we think is in that same... is in that safe... it will be.,1,male,True
101,LOVETT, Today it would be worth  more than the Hope Diamond.,1,male,True
102,BUELL, The  partners want to know  how  it's going?,1,male,True
103,BUELL, There's a satellite call for you.,1,male,True
104,BUELL," No,  trust me, you want to take  this call.",1,male,True
105,BUELL, Rose Calvert.,1,male,True
106,BUELL, I  told  you you wanted to take  this call.,1,male,True
107,BUELL, They're inbound.,1,male,True
108,BUELL, The partners are pissed.,1,male,True
109,BUELL," We're running thirty thousand a  day, and we're you what they're telling  me. The is  on  the  plug. pull.",1,male,True
110,ROSE," Turn that up please, dear.",1,female,True
111,ROSE, I'll be God damned.,1,female,True
112,ROSE," I  was  just  wondering  if  you  had found  the ""Heart of the Ocean""  yet, Mr. Lovett.",1,female,True
113,ROSE, Oh  yes.  The woman in the picture is me.,1,female,True
114,ROSE," Yes. granddaughter,  Lizzy? care of me.",1,female,True
115,ROSE," Oh, yes.",1,female,True
116,ROSE, I should like to see my drawing.,1,female,True
117,ROSE," It was a dreadful, heavy thing. I only wore it this once.",1,female,True
118,ROSE," It  is  me,  dear.  Wasn't  I  a  hot number?",1,female,True
119,ROSE, Someone,1,female,True
120,ROSE," I  don't want your money, Mr. Lovett. I know how hard it is for people who care greatly for money to give  some away.",1,female,True
121,ROSE," You  may give me this, if anything  I tell you is of value.",1,female,True
122,ROSE, This  was  mine. looks the same as the last time  I saw it.,1,female,True
123,ROSE," No, no.  It's fine.  I'm curious.",1,female,True
124,ROSE," Thank  you  for  that  fine  forensic analysis, Mr. Bodine.  Of course  the experience  of  it was somewhat  less clinical.",1,female,True
125,ROSE, No!,1,female,True
126,ROSE, It's been 84 years...,1,female,True
127,ROSE, It's  been still  smell  the fresh  paint.,1,female,True
128,ROSE, Titanic,1,female,True
129,ROSE, I  don't  see  what all the  fuss  is about.,1,female,True
130,ROSE, You told me to change.,1,female,True
131,ROSE, I felt like black.,1,female,True
132,ROSE, You're  wrong.  They're  fascinating. Like  in  a  dream...  there's  truth without,1,female,True
133,ROSE," Do  you know of Dr. Freud?  His ideas about  the  male  preoccupation  with size  might be of particular interest to you, Mr. Ismay.",1,female,True
134,ROSE, Excuse me.,1,female,True
135,ROSE, Stay back!  Don't come any closer!,1,female,True
136,ROSE, No! I'll let go.,1,female,True
137,ROSE, What  do you mean no I won't? presume  to tell me what I  will  and will not do.  You don't know me.,1,female,True
138,ROSE, You're distracting me.  Go away.,1,female,True
139,ROSE, Don't be absurd.  You'll be killed.,1,female,True
140,ROSE, The fall alone would kill you.,1,female,True
141,ROSE, How cold?,1,female,True
142,ROSE, No.,1,female,True
143,ROSE, I know what ice fishing is!,1,female,True
144,ROSE, You're crazy.,1,female,True
145,ROSE, Alright.,1,female,True
146,ROSE," Pleased to meet you, Mr. Dawson.",1,female,True
147,ROSE, HELP!  HELP!!,1,female,True
148,ROSE," Cal, stop!  It was an accident.",1,female,True
149,ROSE, It leaning over and I slipped.,1,female,True
150,ROSE, I the...  ah...  propellers. slipped,1,female,True
151,ROSE, Is  that  the going rate  for  saving the woman you love?,1,female,True
152,ROSE, My God... Cal.  Is it a--,1,female,True
153,ROSE, The it's... it's overwhelming.,1,female,True
154,ROSE," I  can still feel its weight.  If you could  have  felt it, not  just  seen it...",1,female,True
155,ROSE," Im tired, Mr. Lovett.",1,female,True
156,ROSE," The  next  day, Saturday, I  remember thinking how the sunlight felt.",1,female,True
157,ROSE, Hello Jack.,1,female,True
158,ROSE, Could I speak to you in private?,1,female,True
159,ROSE, Rose.  Rose DeWitt Bukater.,1,female,True
160,ROSE," Mr. Dawson, I--",1,female,True
161,ROSE, Jack...  I  feel like such an  idiot. It took me all morning to get up the nerve to face you.,1,female,True
162,ROSE, Here I am.  I... I want to thank  you for what  you did.  Not just  for... for pulling me back.  But  for  your discretion.,1,female,True
163,ROSE," Look, thinking! What does she know about misery?",1,female,True
164,ROSE," I  don't... it wasn't just one thing. It was everything.  It was them,  it was their  whole world.  And  I  was trapped in  it, like  an  insect  in amber. I  just  had to get away... just  run and run and run... and then I was  at the back rail and there was no  more ship... even the Titanic wasn't  big enough.  Not enough to get away  from them. before I'd really  though about was over the  rail. I'll  show  them. They'll be sorry!",1,female,True
165,ROSE," Oh God, I am such an utter fool.",1,female,True
166,ROSE," Penguin?  Oh, Cal!  He is them.",1,female,True
167,ROSE, Worse I'm afraid.,1,female,True
168,ROSE," Yes, exactly!",1,female,True
169,ROSE, If only it were that simple.,1,female,True
170,ROSE," Oh,  Jack...  please don't  judge  me until you've seen my world.",1,female,True
171,ROSE, What's this?,1,female,True
172,ROSE, May I?,1,female,True
173,ROSE," Jack,  these are quite good!  Really, they are.",1,female,True
174,ROSE," Oh no!  Oh, I'm so sorry.  Truly!",1,female,True
175,ROSE, You're deranged!,1,female,True
176,ROSE," Well, well...",1,female,True
177,ROSE, And these were drawn from life?,1,female,True
178,ROSE, You  liked this woman.  You used  her several times.,1,female,True
179,ROSE, I  think  you must have  had  a  love affair with her...,1,female,True
180,ROSE," You  have a gift, Jack.  You do.  You see people.",1,female,True
181,ROSE, And...?,1,female,True
182,ROSE," You  know,  my dream has always  been to just  chuck it all and become  an artist...  living in a  garret,  poor but free!",1,female,True
183,ROSE," Listen,",1,female,True
184,ROSE," Well, alright.  There's something  in me, Jack.  I feel it.  I don't  know what  it is, whether I should  be  an artist, or,  I  don't Like  Isadora Duncan spirit...",1,female,True
185,ROSE, ...or a moving picture actress!,1,female,True
186,ROSE," So then what, Mr. Wandering Jack?",1,female,True
187,ROSE, A whole ten cents?!,1,female,True
188,ROSE," Why  can't I be like you Jack? head  out for the horizon whenever  I feel like it. Say  we'll  go there, sometime...  to that  pier...  even if we  only  ever just talk about it.",1,female,True
189,ROSE, You Scandalous!  Can you show me?,1,female,True
190,ROSE, I think I would. And  teach  me to spit too. man.  Why should only men be able  to spit.  It's unfair.,1,female,True
191,ROSE," Mother, may I introduce Jack Dawson.",1,female,True
192,ROSE," Shall we go dress, mother? See you at dinner, Jack.",1,female,True
193,ROSE," Cal, surely you remember Mr. Dawson.",1,female,True
194,ROSE, There's  the  Countess  Rothes. that's,1,female,True
195,ROSE," And  that's  Benjamin Guggenheim  and his mistress, Madame  Aubert. Guggenheim  is  at  home children, of course.",1,female,True
196,ROSE," J.J.,  Madeleine,  I'd  like  you  to meet Jack Dawson.",1,female,True
197,ROSE, To making it count.,1,female,True
198,ROSE," Mr.  Andrews, what are you doing? you  everywhere writing in  this little book. Increase  number  of  screws  in  hat hooks  from biggest  ship in the world  and  this preoccupies you?!",1,female,True
199,ROSE," Your  ship is a wonder, Mr.  Andrews. Truly.",1,female,True
200,ROSE, Nest Smoking Room.,1,female,True
201,ROSE, Now  they  retreat into  a  cloud  of smoke and congratulate each other  on being masters of the universe.,1,female,True
202,ROSE," Jack, must you go?",1,female,True
203,ROSE," May I cut in, miss?",1,female,True
204,ROSE, I don't know the steps.,1,female,True
205,ROSE, Wait... stop!,1,female,True
206,ROSE, You  think  a first class girl  can't drink?,1,female,True
207,ROSE," So,  you think you're big tough  men? Let's see you do this.",1,female,True
208,ROSE, Oooowww! years.,1,female,True
209,ROSE, Isn't  it magnificent?  So grand  and endless.,1,female,True
210,ROSE," They're  such  small people,  Jack... my crowd.  They think they're giants on  the earth, but they're not  even dust  in God's eye.  They live inside this  little tiny champagne bubble... and  someday the bubble's  going  to burst.",1,female,True
211,ROSE, A mistake?,1,female,True
212,ROSE," I did, didn't I?",1,female,True
213,ROSE, I  like that.  Aren't we supposed  to wish on it?,1,female,True
214,ROSE," Something I can't have. Goodnight, Jack.  And thank you.",1,female,True
215,ROSE, I was tired.,1,female,True
216,ROSE, I  see you had that undertaker  of  a manservant follow me.,1,female,True
217,ROSE, I'm  not  some foreman in your  mills than  you  can command! fiancee--,1,female,True
218,ROSE," We...  had  a  little accident. sorry, Trudy.",1,female,True
219,ROSE," Oh,  stop  it, Mother. yourself a nosebleed.",1,female,True
220,ROSE, Of  course  I  know it's  gone. remind me every day!,1,female,True
221,ROSE, How shoulders?,1,female,True
222,ROSE, It's so unfair.,1,female,True
223,ROSE, O  hear  us when we cry to  thee  for those in peril on the sea.,1,female,True
224,ROSE," Mr.  Andrews,  I did the  sum  in  my head, lifeboats  times  the  capacity mentioned...  forgive  me, seems  that there are not enough  for everyone aboard.",1,female,True
225,ROSE," Jack,  this is impossible. you.",1,female,True
226,ROSE," Jack, I--",1,female,True
227,ROSE, You're  making this very hard. fine.  Really.,1,female,True
228,ROSE," It's not up to you to save me, Jack.",1,female,True
229,ROSE," I  have to get back, they'll miss me. Please,  Jack,  for both  our  sakes, leave me alone.",1,female,True
230,ROSE," Oh, look what I've done.",1,female,True
231,ROSE," Hello, Jack.",1,female,True
232,ROSE, I changed my mind.,1,female,True
233,ROSE, Fabrizio said you might be up--,1,female,True
234,ROSE, I'm flying!,1,female,True
235,ROSE, That  was the last time Titanic  ever saw daylight.,1,female,True
236,ROSE, Will  this  light do?  Don't  artists need good light?,1,female,True
237,ROSE, Cal everywhere.,1,female,True
238,ROSE, Not  as long as the cigars and brandy hold out.,1,female,True
239,ROSE, A  diamond. called the Heart of the Ocean.,1,female,True
240,ROSE, I  want  you  to draw  me  like  your French girl.  Wearing this. Wearing only this.,1,female,True
241,ROSE, The  last  thing  I need  is  another picture  of me looking like  a  china doll.,1,female,True
242,ROSE, Tell me when it looks right to you.,1,female,True
243,ROSE," I  believe you are blushing, Mr.  Big Artiste. Monet blushing.",1,female,True
244,ROSE," Date  it,  Jack. remember this night.",1,female,True
245,ROSE, Come on!,1,female,True
246,ROSE," Take us down.  Quickly, quickly!",1,female,True
247,ROSE," He's  an ex-Pinkerton.  Cal's  father hired trouble...  to  make sure  he  always got back  to  the  hotel  with  his wallet and  watch, after some  crawl through the less reputable parts  of town...",1,female,True
248,ROSE, To the stars.,1,female,True
249,ROSE," Au contraire, mon cher.",1,female,True
250,ROSE, Put your hands on me Jack. (24) rapidly keys out a message.  Junior  Operator,1,female,True
251,ROSE, You're trembling.,1,female,True
252,ROSE," When  this  ship docks,  I'm  getting off with you.",1,female,True
253,ROSE, I  know.  It doesn't make any  sense. That's why I trust it.,1,female,True
254,ROSE, Could it have damaged the ship?,1,female,True
255,ROSE, We have to tell Mother and Cal.,1,female,True
256,ROSE," Come  with  me, Jack. jump... Right?",1,female,True
257,ROSE, Something serious has happened.,1,female,True
258,ROSE," Cal, you can't be serious!  We're  in the middle of an emergency and you--",1,female,True
259,ROSE, He couldn't have.,1,female,True
260,ROSE, But I was with him the whole time.,1,female,True
261,ROSE," I  saw the iceberg, Mr. Andrews.  And I see it in your eyes.  Please  tell me the truth.",1,female,True
262,ROSE, You're certain?,1,female,True
263,ROSE," Yes, I understand.  Thankyou.",1,female,True
264,ROSE," Oh, Mother shut up! Don't  you understand?  The water  is freezing  and  there  aren't boats...  not enough by  half. people on this ship are going  to die.",1,female,True
265,ROSE, You unimaginable bastard.,1,female,True
266,ROSE," Goodbye, mother.",1,female,True
267,ROSE, I'd  rather  be his whore  than  your wife.,1,female,True
268,ROSE, That  man tried to take advantage  of me in the crowd!,1,female,True
269,ROSE," Mr.  Andrews, thank God!  Where would the Master  at  Arms  take  someone under arrest?!",1,female,True
270,ROSE, No! your take longer.,1,female,True
271,ROSE," Bottom, left, right.  I have it.",1,female,True
272,ROSE, I'm goddamnit!! rest  of my life!  Now  take  me down!!,1,female,True
273,ROSE," Left, crew passage.",1,female,True
274,ROSE," Right, right... right.",1,female,True
275,ROSE, Jack?  Jaaacckk??,1,female,True
276,ROSE," Jack,  Jack, Jack... I'm  sorry,  I'm so sorry.",1,female,True
277,ROSE," I know, I know.",1,female,True
278,ROSE, I didn't. I just realized I already knew.,1,female,True
279,ROSE, There's no key in here.,1,female,True
280,ROSE, I'll be right back.,1,female,True
281,ROSE, Hello?  Somebody?!,1,female,True
282,ROSE, Help me!  We need help!,1,female,True
283,ROSE, Wait.,1,female,True
284,ROSE," No,  let  me  go!  You're  going  the wrong way!",1,female,True
285,ROSE," See you there, buster!",1,female,True
286,ROSE, Will this work?,1,female,True
287,ROSE," Move aside!  Quickly, move aside!",1,female,True
288,ROSE, If  you have any intention of keeping your pathetic job,1,female,True
289,ROSE, The boats are gone!,1,female,True
290,ROSE, Colonel!  Are there any boats left?,1,female,True
291,ROSE, I'm not going without you.,1,female,True
292,ROSE, No.  Not without you!,1,female,True
293,ROSE," You jump, I jump, right?",1,female,True
294,ROSE, We can't leave him. In  seconds  it is too powerful  for  them  to  go,1,female,True
295,ROSE, No!  Not that way!  Come back!,1,female,True
296,ROSE, Help us!  Please!,1,female,True
297,ROSE," Won't  you  even make a try  for  it, Mr. Andrews?",1,female,True
298,ROSE," And to you, Mr. Andrews.",1,female,True
299,ROSE," I trust you. Others  are crying, praying, moaning,  shouting...",1,female,True
300,ROSE, It's so cold.,1,female,True
301,ROSE, What's that?,1,female,True
302,ROSE, Thank God for you Jack.,1,female,True
303,ROSE, It's getting quiet.,1,female,True
304,ROSE, I love you Jack.,1,female,True
305,ROSE, I'm so cold.,1,female,True
306,ROSE, I can't feel my body.,1,female,True
307,ROSE, I promise.,1,female,True
308,ROSE, I  promise. Jack.  I'll never let go.,1,female,True
309,ROSE," ""Come",1,female,True
310,ROSE, Jack.,1,female,True
311,ROSE," Oh, Jack.",1,female,True
312,ROSE, I won't let go.  I promise.,1,female,True
313,ROSE," Yes, I lived.  How awkward for you.",1,female,True
314,ROSE, Please  don't. listen.,1,female,True
315,ROSE, Is this in any way unclear?,1,female,True
316,ROSE, Tell  her that her daughter died with the Titanic.,1,female,True
317,ROSE," Jewels  are  precious.  Goodbye,  Mr. Hockley.",1,female,True
318,ROSE, Dawson.  Rose Dawson.,1,female,True
319,ROSE, Don't come any closer.,1,female,True
320,ROSE," The  hardest  part  about  being poor,  was being so rich.  But  every time  I  though  of  selling  it, though  of Cal.  And somehow I always got by without his help.",1,female,True
321,ROSE, I  have.  I came all the way here  so this could go back where it belongs.,1,female,True
322,ROSE," You  look for treasures in the  wrong place,  Mr.  Lovett. priceless, count.",1,female,True
336,ROSE," There,  that's nice.  I have to  have my pictures  when  I  travel. of course. Isn't that right, sweetie.",1,female,True
337,ROSE, The reflection has changed a bit.,1,female,True
338,ROSE, My  mother's brooch.  She  wanted  to go back  for  it.,1,female,True
339,ROSE, Look!  A shooting star.,1,female,True
340,ROSE," with  the White Star Line, I  suggest you escort these good people to  the boat deck... now.",1,female,True
323,LIZZY," Yes. grandma.  Remember, up on deck?",1,female,True
324,LIZZY," You  actually  believe this  is  you, grandma?",1,female,True
325,LIZZY," April 14, 1912.",1,female,True
326,LIZZY, I'm taking her to rest.,1,female,True
327,LIZZY, That's enough.,1,female,True
328,LIZZY, Don't you mean work me?,1,female,True
329,LIZZY, I'm  not  going to help you  browbeat my hundred and,1,female,True
330,LIZZY, What?,1,female,True
331,LIZZY," Look,  Brock, she's going to do  this her way,  in  her own  time. she  contacted  you. for  her own reasons, they are.",1,female,True
332,LIZZY," What  past?  She has never once,  not once,  ever  said a word about  being on the Titanic until two days ago.",1,female,True
333,LIZZY, You think she was really there?,1,female,True
334,LIZZY, I'm sorry.,1,female,True
335,LIZZY," Grandma, wait!!  Don't--",1,female,True
341,CAL," You  can  be blase about some things, Rose,  but  not about Titanic. over Mauretania,  and far more  luxurious. It has  squash  courts,  a  Parisian cafe... even Turkish baths.",1,male,True
342,CAL," Your  daughter is much  too  hard  to impress, Ruth. Mind your step.",1,male,True
343,CAL, It,1,male,True
344,CAL," I put my faith in you, good sir.",1,male,True
345,CAL, We'd ladies.,1,male,True
346,CAL, Steady!!,1,male,True
347,CAL, Steerage  swine. annual bath.,1,male,True
348,CAL," All  part of my charm, Ruth.  At  any rate,  it  was  my darling  fiancee's beauty rituals which made us late.",1,male,True
349,CAL," I  couldn't  let you  wear  black  on sailing  day,  sweetpea. luck.",1,male,True
350,CAL, Here  I've  pulled  every  string could  to  book  us on  the  grandest ship luxurious  suites... and you  act  as if you're going to your execution.,1,male,True
351,CAL, Those  mud  puddles were certainly  a waste of money.,1,male,True
352,CAL," He'll  never amount to a thing, trust me. At least they were cheap.",1,male,True
353,CAL, Put that in the wardrobe.,1,male,True
354,CAL," And  when I crawl between the  sheets tonight, I'll still be the first.",1,male,True
355,CAL, The first and only.  Forever.,1,male,True
356,CAL, She knows.,1,male,True
357,CAL, We'll  both  have  the  lamb. with a little mint sauce.,1,male,True
358,CAL," Well,  I  may  have to start  minding what she reads from now on.",1,male,True
359,CAL," What  made  you think you  could  put your  hands on my fiancee?!  Look  at me, you  filth!  What did you  think you were doing?!",1,male,True
360,CAL, An accident?!,1,male,True
361,CAL, You wanted to see the propellers?,1,male,True
362,CAL, Let's get you in.  You're freezing.,1,male,True
363,CAL," Oh,  right.  Mr. Lovejoy. should do it.",1,male,True
364,CAL, Rose  is displeased.  Mmm... what  to do?,1,male,True
365,CAL," I know. Perhaps you could join us for  dinner tomorrow,  to regale our  group  with your heroic tale?",1,male,True
366,CAL, Good.  Settled then.,1,male,True
367,CAL, This should be amusing.,1,male,True
368,CAL," I  know you've een melancholy, and  I don't pretent to know why.",1,male,True
369,CAL," I  intended  to  save this  till  the engagement  gals next  week. thought  tonight, perhaps a  reminder of my feeling for you...",1,male,True
370,CAL, Daimond.  Yes it is.,1,male,True
371,CAL," It Sixteenth.  They call it Le Coeur  de la Mer, the--",1,male,True
372,CAL, It's royalty.,1,male,True
373,CAL," There's nothing I couldn't give  you. There's nothing I'd deny you  if  you would  deny me.  Open your  heart  to me, Rose.",1,male,True
374,CAL, Dawson!  I didn't recognize you. Amazing! gentlemen.,1,male,True
375,CAL, Thank you.,1,male,True
376,CAL, Mr.  Dawson is joining us from  third class.  He was of some assistance  to my fiancee last night. This liver.,1,male,True
377,CAL, Just a soupcon of lemon... ...it champagne.,1,male,True
378,CAL, A Archie. in,1,male,True
379,CAL," Probably business and politics, that  sort  of thing.",1,male,True
380,CAL, I  had  hoped you would  come  to  me last night.,1,male,True
381,CAL, Yes. were no doubt exausting.,1,male,True
382,CAL, You again!  Do you understand?,1,male,True
383,CAL," Yes!  You  are! practice, if not yet by law.  So  you will  honor me, as a wife is required to honor her husband!  I will not be made out a fool!  Is this in any  way unclear?",1,male,True
384,CAL, Reminds me of my Harvard days.,1,male,True
385,CAL," Waste  of deck space as it is, on  an unsinkable ship!",1,male,True
386,CAL," This  is  ridiculous, Lovejoy. her.",1,male,True
387,CAL, I have a better idea.,1,male,True
388,CAL," Yes  there  is, I have  been  robbed. Now get the Master at Arms.  Now you moron!",1,male,True
389,CAL, That's right.  Two things dear to  me have  disappeared this evening. that one is back... ...  I  have a pretty good idea where to fine the other.,1,male,True
390,CAL, That's it.,1,male,True
391,CAL, Of  course he could.  Easy enough for a professional. combination when you opend the safe.,1,male,True
392,CAL, Maybe  he  did  it  while  you putting your clothes back on.,1,male,True
393,CAL," It is a little slut, isn't it?",1,male,True
394,CAL," Look at me, you little--",1,male,True
395,CAL, Get out.  We're busy.,1,male,True
396,CAL, This is ridiculous.,1,male,True
397,CAL, It's  just  the  God  damned  English doing everything by the book.,1,male,True
398,CAL, My God.,1,male,True
399,CAL," Stay here, Ruth.",1,male,True
400,CAL, Not the better half.,1,male,True
401,CAL, Where  are  you going?  To  him? that  it? gutter rat?,1,male,True
402,CAL, We're running out of time.  And  this strutting martinet... ...isn't letting any men in at all.,1,male,True
403,CAL, Then  that's  our  play. still going to need some insurance. Come on.,1,male,True
404,CAL, I make my own luck.,1,male,True
405,CAL," Ben, what's the occasion?",1,male,True
406,CAL," That's admirable, Ben. I'll  sure and tell your wife... when I get to New York.",1,male,True
407,CAL, We're too late.,1,male,True
408,CAL, It's  starting  to  fall  apart. don't have much time.,1,male,True
409,CAL," Mr.  Murdoch,  I'm a businessman,  as you know,  and  I  have  a  business proposition for you.",1,male,True
410,CAL, So we have an understanding then?,1,male,True
411,CAL, God damn it to hell!  Come on.,1,male,True
412,CAL," Yes.  Get in the boat, Rose.",1,male,True
413,CAL," My God, look at you. Here, put this on.",1,male,True
414,CAL, There  are  boats on the  other  side that  are allowing men in.  Jack  and I can get off safely.  Both of us.,1,male,True
415,CAL, Get full.,1,male,True
416,CAL, You're a good liar.,1,male,True
417,CAL," I  always  win,  Jack. another. Pity  I  didn't  keep  that  drawing. It's going to be worth a lot more  by morning.",1,male,True
418,CAL, Enjoy your time together!! arrives  next  to  him.,1,male,True
419,CAL, I  put the diamond in my coat pocket. And I put my coat... on her.,1,male,True
420,CAL," I  give  it to you... if you can  get it. moves They see the water advancing toward them, swirling",1,male,True
421,CAL," We had a deal, damn you.",1,male,True
422,CAL, Here's a child!  I've got a child!,1,male,True
423,CAL," There, there.",1,male,True
424,CAL, Get back!  You'll swamp us!,1,male,True
