,character,text,number,types
819,BOROMIR," Scared of who you are, of what you are.",1,male
820,BOROMIR," We’re all afraid, Frodo. But to let that fear drive us to destroy what hope we have ... don't you see that is madness?",1,male
821,BOROMIR," You fool! It is not yours, save by unhappy chance. It might have been mine! It should be mine! Give it to me! Give me the Ring.",1,male
822,BOROMIR," Frodo! Frodo! What have I done? Please, Frodo...",1,male
823,BOROMIR, Frodo ... where is Frodo?,1,male
824,BOROMIR," I would have followed you, my brother ... my captain, my king.",1,male
990,BOROMIR," All your life, you have hidden in the shadows.",1,male
991,BOROMIR," I’m sorry, Frodo ... Frodo...",1,male
685,BUTTERBUR," Good evening, little masters. If you're seeking accommodation, we’ve got some nice, cozy Hobbit sized rooms available. Mr...ah...",1,male
686,BUTTERBUR, Underhill? Hmmmm.,1,male
687,BUTTERBUR," Gandalf ... Gandalf ... Oh... Oh, yes! I remember ... elderly chap ... big grey beard ... pointy hat?",1,male
688,BUTTERBUR," He's one of them Rangers; they’re dangerous folk they are, wandering the wilds. What his right name is, I never heard, but round here he's known as Strider.",1,male
689,BUTTERBUR, Not seen him for six months.,1,male
953,CELEBORN," The enemy knows you have entered here. What hope you had in secrecy is now gone. Eight there are here, yet nine there were set out from Rivendell. Tell me, where is Gandalf? For I much desire to speak with him. I can no longer see him from afar.",1,male
954,CELEBORN," What now becomes of this Fellowship? Without Gandalf, hope is lost.",1,male
955,CELEBORN," Strange creatures bearing the White under the sun, yet these have done so.",1,male
956,CELEBORN, Le aphadar aen. You are being tracked.,1,male
957,CELEBORN, By river you have the chance of outrunning the enemy to the Falls of Rauros.,1,male
985,CELEBORN, Never before have we clad strangers,1,male
986,CELEBORN," Every league you travel south, the danger will increase. Mordor Orcs now hold the eastern shore of the Anduin. Nor will you find safety on the western bank.",1,male
987,CELEBORN, May these cloaks help shield you from,1,male
630,DADDY TWOFOOT," There's been some strange folk crossing the Shire. Dwarves, and others of a less than savoury nature.",1,male
30,ELROND, Tangado haid! Leithio i philinn! Hold positions! Fire the arrows!,1,male
31,ELROND," Lasto beth nîn. Tolo dan na ngalad. Hear my voice, come back to the light",1,male
32,ELROND," Welcome to Rivendell, Frodo Baggins.",1,male
33,ELROND, His strength returns.,1,male
34,ELROND, Yet to have come so far still bearing the Ring ... the Hobbit has shown extraordinary resilience to its evil.,1,male
35,ELROND," Gandalf, the enemy is moving. Sauron's forces are massing in the East. His Eye is fixed on Rivendell. And Saruman, you tell me, has betrayed us. Our list of allies grows thin.",1,male
36,ELROND, This evil cannot be concealed by the power of the Elves... We do not have the strength to fight both Mordor and Isengard ... Gandalf ... the Ring,1,male
37,ELROND," Men? Men are weak. The race of Men is failing. The blood of Númenor is all but spent, its pride and dignity forgotten. It is because of Men the Ring survives.",1,male
38,ELROND, Isildur ... hurry ... follow me!,1,male
39,ELROND, Cast it in the fire ... destroy it!,1,male
40,ELROND, Isildur!!,1,male
41,ELROND," It should have ended that day, but evil was allowed to endure. Isildur kept the Ring ... and the line of kings was broken. There’s no strength left in the world of Men. They are scattered, divided, leaderless.",1,male
42,ELROND, He turned from that path a long time ago. He has chosen exile.,1,male
43,ELROND, Strangers from distant lands ... friends of old. You have been summoned here to answer the threat of Mordor. Middle-Earth stands upon the brink of destruction. None can escape it.  You will unite ... or you will fall. Each race is bound to this fate ... this one doom...,1,male
44,ELROND, Boromir!,1,male
45,ELROND, Never before has any voice uttered the words of that tongue here in Imladris.,1,male
46,ELROND, You have only one choice ... the Ring,1,male
47,ELROND," The Ring cannot be destroyed, Gimli, son of Glóin, by any craft that we here possess. The Ring was made in the fires of Mount Doom ... only there can it be unmade.",1,male
48,ELROND," No, indeed ... it is hardly possible to separate you ... even when he is summoned to a secret Council and you are not.",1,male
49,ELROND, Nine companions ... so be it. You shall be the FELLOWSHIP OF THE RING.,1,male
50,ELROND," In her heart, your mother knew you’d be hunted all your life. That you’d never escape your fate. The skill of the Elves can reforge the sword of kings, but only you have the power to wield it.",1,male
51,ELROND, You are the last of that bloodline.,1,male
52,ELROND," The time has come for the Ring to set out. You cannot count on your journey being aided by war or force. You will pass into the domain of the Enemy far word Frodo, that you will be the Ring-bearer?",1,male
53,ELROND," Then I cannot help you much, not even with counsel. I can foresee very little of your road; and how your task is to Mountains, and draws nigh even to the borders of  the Greyflood; and under the Shadow all is dark to me. You will meet many foes, some open, and some disguised; and you may find friends upon your way when you least look for it. I will send out messages, such as I can contrive, to those whom I know in the wide world; but so perilous have the lands now become that some may well miscarry, or come no quicker than you yourself. Had I a host of Elves in armor of the Elder Days, it would avail little, save to arouse the power of Mordor. Are you confident in your companions?",1,male
54,ELROND," And what of your Hobbit friends? I had hoped to send them back to the Shire as messengers to warn the people of the impending danger according to the fashion of your country. I feel that the youngest, Peregrin Took, should not go with you. My heart is against it.",1,male
55,ELROND, Let it be so then. The Fellowship awaits.,1,male
56,ELROND," The Ring-bearer is setting out on the Quest of Mount Doom. On you who travel with him, no oath nor bond is laid to go further that you will. Farewell. Hold to your purpose. May the blessing of Elves and Men and all Free Folk go with you.",1,male
757,ELROND," You have found your way to the last homely house east of the sea. The Elves of Imladris have dwelt within this valley for 3,000 years though few of my kin now remain.",1,male
758,ELROND," Three Rings for the Elven-kings under the sky, Seven for the Dwarf-lords in their halls of stone, Nine for Mortal Men doomed to die, One for the Dark Lord on his dark throne In the Land of Mordor where the Shadows lie. One Ring to rule them all. One Ring to find them, One Ring to bring them all together and in the darkness bind them, In the Land of Mordor where the",1,male
759,ELROND, This peril belongs to all Middle-Earth. They must decide now how to end it.,1,male
760,ELROND, The time of the Elves is over. My people are leaving these shores. Who will you look to when we’ve gone? The Dwarves? They hide in their mountains seeking riches. They care nothing for the troubles of others.,1,male
761,ELROND," I was there, Gandalf. I was there three thousand years ago when Isildur took the Ring.",1,male
762,ELROND, I was there when the day the strength of Men failed.,1,male
763,ELROND," I led Isildur into the heart of Mount Doom, where the Ring was forged: the one place it could be destroyed.",1,male
826,ELROND," Bring forth the Ring, Frodo.",1,male
827,ELROND," It must be taken deep into Mordor, and cast back into the fiery chasm from whence it came. One of you must do this.",1,male
936,ELROND, Anirne hene beriad i chên în. Ned Imladris nauthant e le beriathar aen. She wanted to protect her child. She thought that in Rivendell you would be safe.,1,male
643,ELVEN VOICES," a Galad ren i veniar hi' aladhremmin ennorath A Elbereth Gilthoniel ithil nâ thûl, ithil lîn hen O Light to us that wander here Amid the world of woven trees! O Elbereth! Gilthoniel! Clear are thy eyes and bright thy breath!",1,they
628,FARMER MAGGOT, There’s no Bagginses around here! They're all up in Hobbiton ... that way.,1,male
680,FARMER MAGGOT," Who’s that in my field! Get out of it! Get out of my field, you young varmits! I’ll show you ... get out of my corn.",1,male
129,FRODO, You're late.,1,male
130,FRODO," It's wonderful to see you, Gandalf!",1,male
131,FRODO, What's new in the world? Tell me everything.,1,male
132,FRODO, You know Bilbo. He’s got the whole place in an uproar.,1,male
133,FRODO, Half the Shire’s been invited. And the rest of them are turning up anyway.,1,male
134,FRODO," To tell you the truth, Bilbo’s been a bit odd lately. I mean, more than usual. He’s taken to locking himself in his study.",1,male
135,FRODO, He's up to something.,1,male
136,FRODO," All right, then, keep your secrets.",1,male
137,FRODO, But I know you have something to do with it.,1,male
138,FRODO," Before you came along, we Bagginses were very well thought of.",1,male
139,FRODO, Never had any adventures or did anything unexpected.,1,male
140,FRODO, Whatever you did ... you’ve been officially labeled a disturber of the peace.,1,male
141,FRODO, Gandalf ... I'm glad you're back.,1,male
142,FRODO," Go on, Sam, ask Rosie for a dance.",1,male
143,FRODO," Oh, no you don't. Go on.",1,male
144,FRODO," Bilbo, have you been at the Gaffer's home brew?",1,male
145,FRODO, Bilbo! Watch out for the dragon!!,1,male
146,FRODO, Speech!,1,male
147,FRODO," He's gone, hasn't he?",1,male
148,FRODO, Gandalf?,1,male
149,FRODO, Where are you going?,1,male
150,FRODO, What things?,1,male
151,FRODO, But you've only just arrived! I don't understand...,1,male
152,FRODO," And proud of it. Cheers, Gaffer.",1,male
153,FRODO," Don't worry, Sam. Rosie knows an idiot when she sees one.",1,male
154,FRODO, What are you doing?,1,male
155,FRODO, Nothing ... there's nothing. Wait...,1,male
156,FRODO, Mordor?,1,male
157,FRODO, Bilbo found it ... in Gollum's cave.,1,male
158,FRODO, But he was destroyed ... Sauron was destroyed.,1,male
159,FRODO, Alright!,1,male
160,FRODO," We put it away, we keep it hidden! We never speak of it again. No one knows it’s here, do they?",1,male
161,FRODO, Shire! Baggins! That will lead them here!,1,male
162,FRODO, Take it! Take it!,1,male
163,FRODO, You must take it.,1,male
164,FRODO, I am giving it to you!,1,male
165,FRODO, But it cannot stay in the Shire!,1,male
166,FRODO, What must I do?,1,male
167,FRODO, Where? Where shall I go?,1,male
168,FRODO, Bree? What about you?,1,male
169,FRODO, And the Ring will be safe there?,1,male
170,FRODO, I can cut across country easily enough.,1,male
171,FRODO, This is what?,1,male
172,FRODO," Come on, Sam.",1,male
173,FRODO, Remember what Bilbo used to say ... it's a dangerous business...,1,male
174,FRODO, Sam! Wood-Elves!,1,male
175,FRODO, They're going to the harbour beyond the White Towers. To the Grey Havens.,1,male
176,FRODO, Never to return.,1,male
177,FRODO," Just shut your eyes, and imagine you're back in your own bed, with a soft mattress and a lovely feather pillow.",1,male
178,FRODO," Me neither, Sam.",1,male
179,FRODO, What are you talking about?,1,male
180,FRODO, What did he say?,1,male
181,FRODO, Sam ... we're still in the Shire ... what could possibly happen?,1,male
182,FRODO, I think we should get off the road.,1,male
183,FRODO, Nothing.,1,male
184,FRODO, I have to leave the Shire. Sam and I must get to Bree.,1,male
185,FRODO, Where is the nearest crossing?,1,male
186,FRODO, Come on.,1,male
187,FRODO, We are headed for the Prancing Pony.,1,male
188,FRODO, We wish to stay at the inn ... our business is our own.,1,male
189,FRODO, Excuse me.,1,male
190,FRODO, Underhill ... my name's Underhill.,1,male
191,FRODO, We're friends of Gandalf the Grey... Can you tell him we've arrived?,1,male
192,FRODO," Sam, he'll be here. He’ll come.",1,male
193,FRODO," Excuse me, that Man in the corner, who is he?",1,male
194,FRODO, Strider.,1,male
195,FRODO, Pippin!,1,male
196,FRODO, What do you want?,1,male
197,FRODO, I carry nothing.,1,male
198,FRODO, Who are you?,1,male
199,FRODO, Yes.,1,male
200,FRODO, What are they?,1,male
201,FRODO, Where are you taking us?,1,male
202,FRODO, I think a servant of the enemy would look fairer and feel fouler.,1,male
203,FRODO, We have no choice but to trust him.,1,male
204,FRODO, Who is she? This woman you sing of?,1,male
205,FRODO, What happened to her?,1,male
206,FRODO, What are you doing?,1,male
207,FRODO," Put it out, you fools! put it out!",1,male
208,FRODO, Go!,1,male
209,FRODO, Gandalf ... Gandalf?,1,male
210,FRODO, Where am I?,1,male
211,FRODO, Gandalf!,1,male
212,FRODO," What happened, Gandalf? Why didn't you meet us?",1,male
213,FRODO, Gandalf! What is it?,1,male
214,FRODO, Bilbo!,1,male
215,FRODO, Bilbo!,1,male
216,FRODO," I miss the Shire ... I spent all my childhood pretending I was off somewhere else ... off with you, on one of your adventures... But my own adventure turned out to be quite different ... I'm not like you, Bilbo.",1,male
217,FRODO, Packed already?,1,male
218,FRODO," I thought you wanted to see the Elves, Sam?",1,male
219,FRODO, More than anything.,1,male
220,FRODO," You're right, Sam...",1,male
221,FRODO, I will take it ... I will take it ... I will take the Ring to Mordor.,1,male
222,FRODO, It's so light!,1,male
223,FRODO, I do. I must. I will go with Sam.,1,male
224,FRODO," Yes, Lord Elrond. I must be, I’m afraid, for if I doubt them, we may never succeed.",1,male
225,FRODO," His heart is set upon going. There will be no stopping him, even if you did send him home in a sack.",1,male
226,FRODO," Mordor, Gandalf, is it left or right?",1,male
227,FRODO, We will go through the mines.,1,male
228,FRODO, Better than it was.,1,male
229,FRODO, Who then do I trust?,1,male
230,FRODO, What do you mean?,1,male
231,FRODO, It's a riddle...,1,male
232,FRODO," Speak, friend, and enter. What's the Elvish word for friend?",1,male
233,FRODO, There's something down there.,1,male
234,FRODO, Gollum!,1,male
235,FRODO, He escaped from the dungeons of Barad-dûr?,1,male
236,FRODO, It’s a pity Bilbo didn't kill him when he had the chance.,1,male
237,FRODO, I wish the Ring had never come to me ... I wish none of this had happened.,1,male
238,FRODO, Aragorn! Aragorn!,1,male
239,FRODO, I'm all right. I'm not hurt.,1,male
240,FRODO, Gandalf!,1,male
241,FRODO, Gandalf!,1,male
242,FRODO, No!,1,male
243,FRODO, What is it?,1,male
244,FRODO, Do you believe we may yet succeed in our quest?,1,male
245,FRODO, What will I see?,1,male
246,FRODO, Gandalf!,1,male
247,FRODO, I cannot do this alone.,1,male
248,FRODO, Then I know what I must do. It's just I’m afraid to do it.,1,male
249,FRODO," No, Sam.",1,male
250,FRODO, I’m all right.,1,male
251,FRODO," You can’t help me, Sam. Not this time. Get some sleep.",1,male
252,FRODO," I know what you would say, and it would sound like wisdom but for the warning of my heart.",1,male
253,FRODO, There is no other way.,1,male
254,FRODO, No...,1,male
255,FRODO, You are not yourself.,1,male
256,FRODO, It has taken Boromir.,1,male
257,FRODO, Stay away!,1,male
258,FRODO, Can you protect me from yourself?,1,male
259,FRODO," I know. Look after the others, especially Sam ... he will not understand.",1,male
260,FRODO," No, Sam.",1,male
261,FRODO," Go back, Sam! I'm going to Mordor alone.",1,male
262,FRODO, You can't swim.,1,male
263,FRODO," Oh, Sam!",1,male
264,FRODO, Mordor! I hope the others find a safer road.,1,male
265,FRODO, I don't suppose we'll ever see them again.,1,male
266,FRODO, Sam?,1,male
435,FRODO, He spends hours poring over old maps when he thinks I’m not looking.,1,male
436,FRODO," If you ask it of me, I will give you the One Ring.",1,male
437,FRODO, I wish the Ring had never come to me. I wish none of this had happened...,1,male
611,FRODO, Bilbo! Bilbo!,1,male
612,FRODO, He talked for so long about leaving ... I didn’t think he’d really do it.,1,male
613,FRODO, ...there are markings.,1,male
614,FRODO, It's some form of Elvish. I can't read it.,1,male
615,FRODO," Do they, Gandalf?",1,male
616,FRODO, Get off the road!,1,male
617,FRODO, “There and Back Again: A Hobbit's Tale” by Bilbo Baggins.,1,male
618,FRODO, This is wonderful.,1,male
619,FRODO, ...we did what we set out to do.,1,male
620,FRODO, The Ring will be safe in Rivendell. I am ready to go home.,1,male
621,FRODO, Though I do not know the way.,1,male
622,FRODO, Would you destroy it?,1,male
623,FRODO, Sam!,1,male
624,FRODO, Come on then...,1,male
625,FRODO, I'm glad you're with me.,1,male
633,GAFFER," Far-off tales and children's stories, that's all that is. You're beginning to sound like that old Bilbo Baggins. Cracked, he was.",1,male
634,GAFFER," Well, it's none of our concern what goes on beyond our borders. Keep your nose out of trouble, and no trouble'll come to you.",1,male
0,GALADRIEL," “I amar presten aen: han mathon ne nen, han mathon ne chae ... a han noston ned wilith.” The world is changed: I feel it in the water, I feel it in the earth, I smell it in the air ... Much that once was is lost, for none now live who remember it.",1,female
1,GALADRIEL, It began with the forging of the Great Rings.,1,female
2,GALADRIEL, And some things that should not have been forgotten ... were lost.,1,female
3,GALADRIEL, Thus a Third Age of Middle-Earth began. History became legend ... legend became myth.,1,female
4,GALADRIEL, Darkness crept back into the forests of the world. Rumor grew of a Shadow in the East ... whispers of a nameless fear. And the Ring of Power perceived ... its time had now come. It abandoned Gollum.,1,female
5,GALADRIEL, Frodo...,1,female
6,GALADRIEL," ...your coming to us is as the footsteps of doom. You bring great evil here, Ring-bearer.",1,female
7,GALADRIEL," My gift for you, Legolas, is a bow of the Galadhrim. Worthy of the skill of our woodland kin.",1,female
8,GALADRIEL," Farewell, Frodo Baggins.",1,female
9,GALADRIEL," Three were given to the Elves: immortal, wisest ... fairest of all beings.",1,female
10,GALADRIEL, Seven to the Dwarf Lords: great miners and craftsmen of the mountain halls.,1,female
11,GALADRIEL," And Nine ... nine rings were gifted to the race of Men, who above all else desire power.",1,female
12,GALADRIEL," But they were all of them deceived. ...for another Ring was made. In the land of Mordor, in the fires of Mount Doom, the Dark Lord Sauron forged in secret a Master Ring to control all others. ...and into this Ring he poured his cruelty, his malice and his will to dominate all life. One Ring to rule them all... One by one the Free lands of Middle earth fell to the power of the Ring. But there were some ... who resisted. A last alliance of Men and Elves marched against the armies of Mordor. On the slopes of Mount Doom, they fought for the freedom of Middle-Earth.",1,female
13,GALADRIEL, Victory was near!,1,female
14,GALADRIEL," But the power of the Ring could not be undone. It was in this moment ... when all hope had faded, that Isildur, son of the king, took up his father's sword. Sauron, the enemy of the Free Peoples of Middle-Earth, was defeated.",1,female
15,GALADRIEL, The Ring passed to Isildur ... who had this one chance to destroy evil forever. But the hearts of Men are easily corrupted. And the Ring of Power has a will of its own. It betrayed Isildur to his death.,1,female
16,GALADRIEL," And for two and a half thousand years, the Ring passed out of all knowledge.",1,female
17,GALADRIEL," Until, when chance came, it ensnared a new bearer.",1,female
18,GALADRIEL, And there it consumed him.,1,female
19,GALADRIEL, The Ring gave to Gollum unnatural long life. For five hundred years it poisoned his mind. And in the gloom of Gollum's cave...,1,female
20,GALADRIEL, It waited.,1,female
21,GALADRIEL, But something happened then the Ring did not intend...,1,female
22,GALADRIEL, It was picked up by the most unlikely creature imaginable... What’s this? A Hobbit ... Bilbo Baggins of the Shire.,1,female
23,GALADRIEL, ...one who has seen the eye.,1,female
24,GALADRIEL, These are the daggers of the Noldorin. They have already seen service in war.,1,female
25,GALADRIEL," Do not fear, young Peregrin Took. You will find your courage.",1,female
26,GALADRIEL," And for you, Samwise Gamgee, Elven rope made of hithlain.",1,female
27,GALADRIEL," May it be a light for you in dark places, when all other lights go out.",1,female
958,GALADRIEL, Gandalf the Grey did not pass the borders of this land. He has fallen into Shadow.,1,female
