character,text,gender
TEMPLE," We have a lot better chance of surviving the ""smaller matter.""  The drillers have two hours I want you ready on my command.",male
TEMPLE, What does that mean?,male
TEMPLE," Golden, tell your drillers the clock is ticking. I have 6 billion people down here relying on them!",male
TEMPLE, In 18 minutes we will be at Zero Barrier. Your father better be a man of his word.,male
TEMPLE," Well, find a solution!!",male
TEMPLE, STAMPER DETONATE!,male
TEMPLE, Can you go secure?,male
TEMPLE, shuttle.,male
TEMPLE," Well, you need to get it fixed unless you want to die along with that asteroid.",male
TEMPLE," Sharp, I NEED A SOLUTION!",male
GOLDEN, world. We gotta find what part of the sky this is coming from.,male
GOLDEN," office. We gotta compute size, composition, speed, impact point WE SEE the photo -- A HUGE ASTEROID",male
GOLDEN," Okay, who?",male
GOLDEN," Right now, that day conflicts with six billion schedules. For the first time in the history of this planet, s species possesses the technology to prevent it's own extinction. I've been with N.A.S.A. my entire adult life. Eleven years as an astronaut, another fifteen on the ground at Mission Control. Twenty- six years I've had to answer one question -- why? Why more money? Why the race for space? Why do we need to know what is up there? When we come through this, I'll take comfort in the fact that I won't ever have to answer those questions again. You are our warriors up there. You are our last hope. God be with you.",male
GOLDEN," Independence, come in. Come in, Freedom.",male
SKIP, I'll call J.P.L. and get the Hubble telescope on it.,male
SKIP," Dan, our currant shuttle fleet is too old and too slow.",male
SKIP, It's done?,male
SKIP," Boss, we're good at space travel, but you're talkin' about drilling a hole.",male
SKIP, It'll never fly. Never.,male
SKIP," Twenty seconds till we lose radio contact, Director.",male
SKIP, No cabin pressure! Systems-wide failure!,male
SKIP," They overshot their landing 26 miles. There's a different fault line, but it's deeper.",male
SKIP, Two hundred feet.,male
SKIP, Look at these thermals. This is BEFORE sunlight hits the drill site.  She's really heating up,male
SKIP, They just lost the rig. The hole blew out.,male
SKIP," Dan, the surface is heating up!",male
SKIP," She's gettin' hotter! Gotta mean gas - methane, helium, probably water vapor.",male
SKIP, It's a mess up there...!,male
SKIP, They got Freedom goin'!,male
SKIP, Director? It's Mr. Stamper. He wants to talk to his daughter.,male
SKIP, The thrusters are down! 32 seconds.,male
GOLDEN," In it's simplest terms? The end of Mankind. One asteroid, one mile wide or bigger, impacts the Earth with the equivalent force of all the nuclear weapons in the world, times a thousand. Half our population will die within 24 hours from tidal waves and heat pulses. The other half won't be so lucky. In the end, it will be men eating the flesh of other men. It's not the end of the world, General, the world -Earth - will still be here. But there will be no life - maybe cockroaches and some resilient strands of bacteria.",male
GOLDEN, With the worst guidance system in the world. Their Mars Probe in '96 was found by a pygmy tribe in Africa.,male
GOLDEN, Their launch date is set for next month.,male
GOLDEN, To when?,male
GOLDEN," What are they gonna do, glue, spit, and scotch tape it together? Even if they get a nuke out to the asteroid, a surface nuclear detonation is not going to work.  The only way is to split the thing in half and hope the two pieces slide past us.",male
GOLDEN," Mr President, finding this speck in the sky is a very hard thing to do unless you have the exact co- ordinates. There are only twelve telescopes powerful enough to see it right now. You've got a full moon goin' for four days - makes it all but impossible to see.. Once these things draw closer to Earth, you'll never keep a lid on this. No way.",male
GOLDEN, How's she look?,male
GOLDEN," Negative, A.J. Don't exceed ix thousand. Not on this run.",male
GOLDEN," Negative, A.J.",male
GOLDEN," A.J., shut the Armadillo down now.",male
GOLDEN, Firmly.,male
GOLDEN," If we're gonna pull this off, we have to have a little talk about time...and temperature. Zero Barrier's in two hours.",male
GOLDEN," Harry, your suits are good upto 150 degrees Celsius",male
GOLDEN, We didn't anticipate you being on the asteroid so long.  The clock is ticking...,male
GOLDEN, Three hundred and fifty degrees.,male
GOLDEN," Go ahead, Harry.",male
QUINCY," Look, set a fire cracker off in your open palm, you get a third degree burn. Close your fist, It'll do some serious damage. If we can get a nuke deep in one of the asteroid's fault lines, she'll split in two, like a diamond.",male
QUINCY, Has been for three months.,male
QUINCY, Right. And the first thing I'm gonna do is talk to the guy I ripped off. His name is Harry S. Stamper. He's the best oil driller in the world.,male
QUINCY, He's here.,male
QUINCY," I'm a big fan, Mr. Stamper.",male
QUINCY, Nineteen eighty five. The first well drilled over 50 thousand feet. They said it couldn't be done. You did it. Incredible.,male
QUINCY," Right, sorry. Mister Stamper, you're the world's foremost expert in deep drilling. You hold specialized patents in high speed bits, drilling fluids, downhole motors.  Can I call you Harry?",male
QUINCY," The ""Armadillo"" - our fourth generation rover. It carries a six- cell solar engine with 824 horses. This was a joint venture with the Germans. It's designed by Porsche.",male
QUINCY, This baby works without one.,male
QUINCY, It works through a series of complexly designed differential gears.,male
QUINCY," ""Drilling Power Transfer Without Conventional Hydraulics,"" by Harry S. Stamper. You registered it with the U.S. Patent Office last year.",male
QUINCY," We just borrowed it, Mister Stamper.",male
QUINCY, Twenty-our million.,male
QUINCY, We're working on that.,male
QUINCY, Pressurised titanium alloy cab. Airlocked life support. The chassis's by General Motors. Heavy duty suspension and six wheel drive.,male
QUINCY, Turbo-jet engine fuelled by Kerosene and liquid oxygen.,male
QUINCY, A jet engine can't do that.,male
QUINCY, That's so simple it's brilliant.,male
QUINCY," The new generation EMU - Extravehicular Mobility Unit - provides oxygen for seven hours, a pressurised enclosure, and temperate control. The gloves and helmet slide on and lock with a twist, like this. The cap is worn underneath. It contains a mike and headphones for two-way communication.  We'll be able to see you from a small video cam mounted inside the helmet. The Undergarment has 300 feet of plastic tubing circulating cooling water. Owen...",male
QUINCY, Where' it headed? How big?,male
QUINCY, We'll run your liquid oxygen from the shuttle through a tube into the intake manifold. No problem.,male
A.J., What did our always-at-lunch-Swedish geologist say?,male
A.J., What's his mood?,male
A.J.," I'm on top of it Harry, you have a second?",male
A.J., I'll hurry. I've worked for you for a long time.,male
A.J., And you've been real good to me,male
A.J.," No. The reason I am here, today, standing here, talking to you. I'm obviously talking to you...but it's, you know, not, uhh...it's not an oil- related matter exactly",male
A.J.," You know there comes a time in a man's life when... No, that's a cliché... Can I start again? I, uhh, fell...I've fallen...",male
A.J.," In love, I mean. Fallen in love. It's the damnedest thing, but this person you...know...really well.",male
A.J., We gotta clear the Derrick!,male
A.J.," Harry, we've hit pressure. We gotta bleed it off. e go any deeper, we'll blow the rig.",male
A.J., The bit's five thousand feet down! Full speed'll rip the pipe apart!,male
A.J., I'm goin' down. Reattach it. Gimme a wrench and a band coupling.,male
A.J.," You know how I told you there were two obstacles? I didn't do the first,'cause he's tough...but I did the second...! I got it at uhm..Tiffany's. I can't give it to you until I talk to him, but try it on.",male
A.J.," Good plan, Harry.",male
A.J.," I don't think they shit people at N.A.S.A., Harry --",male
A.J.," No torque adjustment, no pressure release valve",male
A.J.," Wouldn't miss it, Harry.",male
A.J.," Chick, Max! Mack truck tranny!",male
A.J., I figured out how to bring up the slag. Direct the jet turbine's exhaust down the drill pipe. It'll blow the stuff right up the hole.,male
A.J., Let's see what this baby can do.,male
A.J., We can do better. I'm increasing the RPM's to seven thousand. We can get more torque.,male
A.J., Relax. I built this thing. She's got more in her. Increasing the RPM's.,male
A.J.," We can push it, further. Let's see what she can do.",male
A.J.," I pushed it, I screwed up.",male
A.J., I don't know why I didn't just listen to them.,male
A.J.," I love you, Grace.",male
A.J., I'm trying to work with the team.,male
A.J., What do you want? You want me to quit?,male
A.J.," I don't have to prove anything to anybody, Harry.",male
A.J., I'll follow it.,male
A.J., Excuse me. You're really insanely gorgeous and I was jost sort of wondering if you --,male
A.J.," I love you, Grace.",male
A.J., Yeah?,male
A.J.," Lev, the pressure's climbing.",male
A.J., My name is A.J.,male
A.J., Goddamn it!,male
A.J.," Freedom, come in, over. Freedom, come in, over Freedom...? It's you and me.",male
A.J.," Get up, we got work to do.",male
A.J.," Lev, we're getting off this rock, if I have to drag your ass the whole way. Now get up!",male
A.J.," C'MON LEV, PUT YOUR WEIGHT INTO IT!",male
A.J., So move it.,male
A.J., Over the hill.,male
A.J., EARTHQUAKE!,male
A.J.," Listen, Mr. Negative. Everyone thinks we're dead.  We're not. So, suck it up. Because if we don't drill that hole, six billion people are going to die. And I'm not lettin' Harry Stamper get all the freaking credit for saving the world. We're gona do this, then we're going home.",male
A.J., Hep me get these rocks over there.,male
A.J.," Stick a cork in it, Lev. I'm tryin' to think.",male
A.J.," Because I'm askin'. And turn your suit's thrusters off. Trust me, okay?",male
A.J.," Hey, Lev, we're gonna see what this Porche engine can do",male
A.J.," HOLD ON, LEV, I GOT HER WORKIN'!!",male
A.J.," You wouldn't happen to need a diamond tipper, would you?",male
A.J., One hour.,male
A.J.," Harry, we can't stop.",male
A.J., Drill right through the pressure to pay dirt.,male
A.J., Sometimes crazy works.,male
A.J., Full throttle!,male
A.J.," Something I've been meaning to talk to you about. When this is all over and we're back home, I'd like to marry your daughter",male
A.J., THIS SUCKS,male
A.J., I ain't gonna draw against you Harry.,male
A.J.," Well, I guess I won. Now I'm the guy who gets to save the Earth.",male
A.J., We said we'd join these after we drilled the hole. It just ain't gonna be on Earth.,male
A.J.," About Grace, Harry. I know it ain't gonna happen now, but would you say...?",male
A.J.," Mean ""could have...?""",male
A.J., I'm not going home Harry.,male
A.J.," Goddamn it, HARRY",male
A.J., LET ME GO,male
A.J., HARRY!!,male
A.J., Don't worry. He'll come through.,male
A.J., Harry doesn't fail.,male
A.J., What?,male
A.J., Harry PEOPLE embrace,male
A.J., What would Harry do?,male
A.J.," He's up there, Grace. And he'll never die. Will you marry me? I gotcha a new rock",male
CHICK, You askin' the old man?,male
CHICK, The uhh,male
CHICK, She's kickin'!,male
CHICK, Pressure's north of seven thousand!,male
CHICK, The drill hole's flooding!,male
CHICK," Get back, she's gonna blow!",male
CHICK, We're living LARGE!,male
CHICK," Charlie Bronson could kick Steve McQueen's ass and have enough left over to duke it out with Burt Reynolds in his ""Smokey and the Bandit"" period.",male
CHICK, Burt was trouble in that flick.,male
CHICK," All time? Well, let me think. ""Dirty Dozen,"" the first ""Death Wish."" No, no!  That movie where he hunted the buffalo. I don't remember the name but he hunted a buffalo and he said like three words during the whole picture. That's my selection.",male
CHICK, He'da whooped his ass and then his father's. We'll settle this right now. Rockhound? You heard the debate. You're the Supreme Court.  What's the final verdict?,male
CHICK, There ain't no oil in this place. What the hell are we doing here?,male
CHICK," Harry, this is some ""Star Wars"" shit. This ain't for us.",male
CHICK," If Harry-the-iron-ass is going, I'm going with him.",male
CHICK, An Ena-WHAT?,male
CHICK, And you want to stick it where?,male
CHICK, Bodacious and Succulent and Sinful.,male
CHICK, No. I got to take care of something.,male
CHICK," Hey, Denise.",male
CHICK, Hi.,male
CHICK, I got a feeling you're going to be pretty big yourself.,male
CHICK," 'Bye, Tommy.",male
CHICK," What I did before was wrong. Every day of my life I regret it. I can see you've got a good thing going, Denise, I'm not trying to mess that up. But this thing's come my way and I got the chance to do something really right.",male
CHICK, It's no scam. You might just be proud of me.,male
CHICK," I can't tell you now. But if it comes out good, I'll be back. Then maybe you'd consider telling Tommy I'm not a...salesman. It's good to see you. You look really beautiful.",male
CHICK, I gotta tell you...I'm scared.,male
CHICK," Thirteen months, seven days. What the hell has he been doing all by himself?",male
CHICK, I didn't see him.,male
CHICK, My kid. You.,male
CHICK," Harry, what are you thinking?",male
CHICK," Wildcatters are superstitious, Colonel. Harry does this every time we break ground.",male
CHICK, The first ten better be the worst ten.,male
CHICK, Almost 60 feet and startin' to kick ass!,male
CHICK, You sure?,male
CHICK, I don't think she can take it.,male
CHICK, The last time we ran her at full throttle we ripped her up!,male
CHICK, The clutch is dead.,male
CHICK, I say we drill. They say we have until Zero Barrier.,male
CHICK, Clear the rig!!!,male
CHICK, Back to work!,male
CHICK, Mutha...it's getting warm.,male
CHICK, We just put it in.,male
CHICK, She's gonna blow!,male
CHICK, Max,male
CHICK, Yeah.,male
CHICK, Harry,male
CHICK," I've been with you fourteen years. I've never said this to you, never thought I would. It's over.",male
CHICK, Now you can die with us.,male
CHICK, It worked! She's goin' through her like a hot knife through butter!,male
CHICK," Eight hundred and twenty feet, Harry.",male
CHICK, Downhole pressure's goin' through the roof!,male
CHICK," Thousand and three, Harry. With a half hour to spare.",male
CHICK, Don't look at me.,male
CHICK, This thing definitely doesn't like us.,male
CHICK, What's that mean?,male
CHICK, I can't watch this.,male
CHICK, That means we might die too,male
CHICK, I'm dyin' for a Budweiser.,male
CHICK, What are you lookin' at?,male
HARRY, Almost caught that little bastard.,male
HARRY," Watch your language, Gracie.",male
HARRY, Stupid birds.,male
HARRY, Talking to him quite a bit these days,male
HARRY, Good. He's not vulnerable there.,male
HARRY," Thieves and cowards, all of 'em. Twist their arms.",male
HARRY, Keep twisting. Like a pit bull.,male
HARRY, Any kind of flying and oil company executives. Go deal with 'em. I always look better when you're doing the talking.,male
HARRY, What'd your mother call me?,male
HARRY, Yeah well,male
HARRY," I understand we're having problems with ""A"" rig.",male
HARRY, Yeah. One.,male
HARRY, Twelve years.,male
HARRY," Another company make you an offer, kid?",male
HARRY," You're sweating, A.J.",male
HARRY, You hurt yourself?,male
HARRY, We have results.,male
HARRY," Horseshit. What the...? Chick! Bennie! Somebody better tell me why the hell ""A"" derrick is not turning!",male
HARRY," Hey there, what can I do for you?",male
HARRY," 'Course it is. I love you guys. You like dolphins and whales, I like 'em too. Hey, I know you. You too. Didn't you have shorter hair?",male
HARRY," How'd you get out here? Canoe? Rowboat? Oh, that boat down there with a thousand horsepower diesel!",male
HARRY, The same way you did when you blow- dried your hair this morning.,male
HARRY, Can't wait! I'm a businessman! Those goons over there gave me 57 mil. to find oil and they ain't leavin' till I do! 'cause they have no lives!,male
HARRY, Sorry. Time is money. BENNIE!,male
HARRY, Bennie! Third gear!,male
HARRY," Chick, rig up another pipe. NOW, NOT TOMORROW.",male
HARRY," Thanks for that opinion. Chick, full speed!",male
HARRY," You learn all this in college? I been doing this thirty years, kid.",male
HARRY," There's your oil, gentlemen. Now get the hell off my rig.",male
HARRY, To Hole Number Seventy-Six!,male
HARRY," Say it now, say it quick, or get off my rig, Major. I've got a business to run here.",male
HARRY, Who's doin' the summoning?,male
HARRY," I know who you are. I watched T.V. once. Apollo 8, right? First manned lunar orbit.",male
HARRY," I kinda caught that. What's the problem, gentlemen?",male
HARRY," These two are my right and left arms. Grace Stamper and Albert Jack Frost. Stupid name, so we call him A.J.. They run my company.  You talk to me, you talk to them.",male
HARRY," Great, home movies.",male
HARRY, Stick with Stamper.,male
HARRY, I've drilled in them all.,male
HARRY, As in...outer?,male
HARRY," A.J., is this guy shitting me?",male
HARRY, An eight hundred foot hole. On a moving asteroid. In space.,male
HARRY, Show me your rig.,male
HARRY, Where's the Kelly?,male
HARRY, How does it work?,male
HARRY, This is my Patent.,male
HARRY, You stole it.,male
HARRY, What'd this cost?,male
HARRY," Boy, I'm in the wrong line of work. So, that's where my taxes go.  For thievin' incompetent, government employed rip-off artists?",male
HARRY," What happens if you hit gas? You have three seconds. Drill faster, run like hell, or pray. Time's up. You're dead., The rig just blew.",male
HARRY, Hang on. I betcha everyone in this room has a PH.D.,male
HARRY," I left school after tenth grade. I earned my PH.D every day offshore drilling holes. You can't get it in a book. Drilling holes is about instinct - about smellin' it. Drillin' holes is an art. You want the crux of the matter? You stole my patent, and you don't have a goddamn idea how to use it. As for this piece o' crap, don't insult me. I'll rebuild it - the right way - and drill the hole for you.",male
HARRY, Just give me a space suit.,male
HARRY, You don't have a choice. I think all you PH.D's know that.,male
HARRY," First of all, you're going to buy my patent.",male
HARRY, Fifty million dollars.,male
HARRY," You're right, too low. I'm still pissed. Seventy million.",male
HARRY, Give that money to my Greenpeace buddies. Told you...complicated.,male
HARRY, I have this great log cabin in Montana. It's kind of a nature...getaway...thing.,male
HARRY, No. I fly fish there. But the fly fishin's sucked ever since they put in that goddamn hydro-electric dam. I want it gone by the time I get back.,male
HARRY, I'm only as good as the men I work with. The ones in those home movies of yours.,male
HARRY, My chief tool pusher. You game A.J.?,male
HARRY," And my roughnecks, Roustabouts, and Rockhound?",male
HARRY," No. Just a meek, geek geophysicist.",male
HARRY," It's a job, like any other. Just a different location.",male
HARRY, I'd rather die up there fighting this thing than sit here waiting for it.,male
HARRY," Charles, but if you call him that, he'll kill you.",male
HARRY," With all due respect, Doctor, I don't know too army guys who are social when someone is trying to jam a tube up their butt.",male
HARRY, A lot of people take sedatives.,male
HARRY, I don't tell my men how to live their lives. They're with me to do a job and they do it well.,male
HARRY, That Armadillo car. Get it in here.,male
HARRY, How were you going to power your drill arm?,male
HARRY," I need to be able to start and stop. I need different speeds, and I need reverse.",male
HARRY," It can if it's hooked up to a clutch. A.J., get me a Mack truck transmission.",male
HARRY, I'm a simple man. But don't underestimate me.,male
HARRY, I've got a thing about flying.,male
HARRY, I hate to fly. I hate to fly. I hate it so much.,male
HARRY, Forty thousand people died last night. But I guess that didn't concern any of you. I hope you all had a good time last night.,male
