character,text,gender
YOUNG WOMAN, Thanks.,female
YOUNG WOMAN, Yes we did.,female
YOUNG WOMAN, A lot of wallets.,female
YOUNG WOMAN," Pretty smart. I'm ready, let's go, right here, right now.",female
YOUNG WOMAN, Got it.,female
YOUNG WOMAN," I love you, Pumpkin.",female
PUMPKIN, Everybody be cool this is a robbery!,male
PUMPKIN," Everybody be cool, this is a robbery!",male
PUMPKIN," Customers stay seated, waitresses on the floor.",male
PUMPKIN," You Mexicans in the kitchen, get out here! Asta luego!",male
PUMPKIN," On the floor or I'll cook you ass, comprende?",male
PUMPKIN, You're gonna give me a problem?,male
PUMPKIN, What? You said you're gonna give me a problem?,male
PUMPKIN," I don't know, Honey Bunny. He looks like the hero type to me!",male
PUMPKIN, Tell everyone to cooperate and it'll be all over.,male
PUMPKIN," Well done, now git your fuckin' ass on the ground.",male
PUMPKIN," Okay people, I'm going to go 'round and collect your wallets. Don't talk, just toss 'em in the bag. We clear?",male
PUMPKIN, In the bag.,male
PUMPKIN, What's in that?,male
PUMPKIN, You boss makes you do his laundry?,male
PUMPKIN, Sounds like a shit job.,male
PUMPKIN, Open it up.,male
PUMPKIN, I didn't hear you.,male
PUMPKIN, Looks like we got a vigilante in our midst.,male
PUMPKIN," You don't open up that case, it's gonna be the last.",male
PUMPKIN," I'm countin' to three, and if your hand ain't off that case, I'm gonna unload right in your fuckin' face. Clear? One...",male
PUMPKIN, ... two... three.,male
PUMPKIN, Open it.,male
PUMPKIN, Is that what I think it is?,male
PUMPKIN, It's beautiful.,male
PUMPKIN," Chill out, honey!",male
PUMPKIN, I'm gonna be okay.,male
PUMPKIN, I promise.,male
PUMPKIN, Just chill out.,male
PUMPKIN, Yolanda.,male
PUMPKIN," It's cool, Honey Bunny, we're still cool.",male
PUMPKIN, Which one is it?,male
PUMPKIN, About fifteen hundred dollars.,male
PUMPKIN, What?,male
PUMPKIN, Not regularly.,male
HONEY BUNNY, Any of you fuckin' pricks move and I'll execute every one of you motherfuckers! Got that?,female
HONEY BUNNY, Any of you fuckin' pricks move and I'll execute every one of you motherfuckers! Got that?!,female
HONEY BUNNY," Now mean fuckin' now! Do it or die, do it or fucking die!",female
HONEY BUNNY, Don't take any chances. Execute him!,female
HONEY BUNNY, What's goin' on?,female
HONEY BUNNY, Shoot 'em in the face!,female
HONEY BUNNY, What is it? What is it?,female
HONEY BUNNY," Goddammit, what is it?",female
HONEY BUNNY," Let him go! Let him go! I'll blow your fuckin' head off! I'll kill ya! I'll kill ya! You're gonna die, you're gonna fuckin' die bad!",female
HONEY BUNNY, Let him go!,female
JULES," - Okay now, tell me about the hash bars?",male
JULES," Well, hash is legal there, right?",male
JULES, Those are hash bars?,male
JULES," That did it, man - I'm fuckin' goin', that's all there is to it.",male
JULES, What?,male
JULES, Examples?,male
JULES, They don't call it a Quarter Pounder with Cheese?,male
JULES, What'd they call it?,male
JULES, Royale with Cheese. What'd they call a Big Mac?,male
JULES, Le Big Mac. What do they call a Whopper?,male
JULES, What?,male
JULES, Goddamn!,male
JULES, Uuccch!,male
JULES, We should have shotguns for this kind of deal.,male
JULES, Three or four.,male
JULES, I'm not sure.,male
JULES, It's possible.,male
JULES, Mia.,male
JULES," I dunno, however people meet people. She usta be an actress.",male
JULES, I think her biggest deal was she starred in a pilot.,male
JULES," Well, you know the shows on TV?",male
JULES," Yes, but you're aware that there's an invention called television, and on that invention they show shows?",male
JULES," Well, the way they pick the shows on TV is they make one show, and that show's called a pilot. And they show that one show to the people who pick the shows, and on the strength of that one show, they decide if they want to make more shows. Some get accepted and become TV programs, and some don't, and become nothing. She starred in one of the ones that became nothing.",male
JULES," You remember Antwan Rockamora? Half-black, half-Samoan, usta call him Tony Rocky Horror.",male
JULES," I wouldn't go so far as to call the brother fat. He's got a weight problem. What's the nigger gonna do, he's Samoan.",male
JULES," Well, Marsellus fucked his ass up good. And word around the campfire, it was on account of Marsellus Wallace's wife.",male
JULES," No no no no no no no, nothin' that bad.",male
JULES, He gave her a foot massage.,male
JULES," Sent a couple of guys over to his place. They took him out on the patio of his apartment, threw his ass over the balcony. Nigger fell four stories. They had this garden at the bottom, enclosed in glass, like one of them greenhouses - nigger fell through that. Since then, he's kinda developed a speech impediment.",male
JULES, Whaddya mean?,male
JULES, You don't think he overreacted?,male
JULES," It was a foot massage, a foot massage is nothing, I give my mother a foot massage.",male
JULES," It ain't no ballpark either. Look maybe your method of massage differs from mine, but touchin' his lady's feet, and stickin' your tongue in her holyiest of holyies, ain't the same ballpark, ain't the same league, ain't even the same fuckin' sport. Foot massages don't mean shit.",male
JULES, Don't be tellin' me about foot massages - I'm the foot fuckin' master.,male
JULES," Shit yeah. I got my technique down man, I don't tickle or nothin'.",male
JULES, Fuck you.,male
JULES, Fuck you.,male
JULES," Man, you best back off, I'm gittin' pissed - this is the door.",male
JULES, What time is it?,male
JULES," It ain't quite time, let's hang back.",male
JULES," Look, just because I wouldn't give no man a foot massage, don't make it right for Marsellus to throw Antwan off a building into a glass-motherfuckin-house, fuckin' up the way the nigger talks. That ain't right, man. Motherfucker do that to me, he better paralyze my ass, 'cause I'd kill'a motherfucker.",male
JULES," That's an interesting point, but let's get into character.",male
JULES, Mia. Why you so interested in big man's wife?,male
JULES, Take care of her?,male
JULES, You're gonna be takin'MIA Wallace out on a date?,male
JULES, Hey kids.,male
JULES, How you boys doin'?,male
JULES," Am I trippin', or did I just ask you a question.",male
JULES, Do you know who we are?,male
JULES," We're associates of your business partner Marsellus Wallace, you remember your business partner dont'ya?",male
JULES," Now I'm gonna take a wild guess here: you're Brett, right?",male
JULES," I thought so. Well, you remember your business partner Marsellus Wallace, dont'ya Brett?",male
JULES," Good for you. Looks like me and Vincent caught you at breakfast, sorry 'bout that. What'cha eatin'?",male
JULES, Hamburgers. The cornerstone of any nutritious breakfast. What kinda hamburgers?,male
JULES," No, I mean where did you get'em? MacDonald's, Wendy's, Jack-in-the-Box, where?",male
JULES," Big Kahuna Burger. That's that Hawaiian burger joint. I heard they got some tasty burgers. I ain't never had one myself, how are they?",male
JULES, Mind if I try one of yours?,male
JULES," Yours is this one, right?",male
JULES," Uuummmm, that's a tasty burger. Vince, you ever try a Big Kahuna Burger?",male
JULES," You wanna bite, they're real good.",male
JULES," Well, if you like hamburgers give 'em a try sometime. Me, I can't usually eat 'em 'cause my girlfriend's a vegetarian. Which more or less makes me a vegetarian, but I sure love the taste of a good burger. You know what they call a Quarter Pounder with Cheese in France?",male
JULES," Tell 'em, Vincent.",male
JULES," Royale with Cheese, you know why they call it that?",male
JULES," Check out the big brain on Brett. You'a smart motherfucker, that's right. The metric system. What's in this?",male
JULES," Sprite, good, mind if I have some of your tasty beverage to wash this down with?",male
JULES," Uuuuummmm, hit's the spot! You, Flock of Seagulls, you know what we're here for?",male
JULES," Then why don't you tell my boy here Vince, where you got the shit hid.",male
JULES, - I don't remember askin' you a goddamn thing. You were sayin'?,male
JULES, We happy?,male
JULES, Vincent!,male
JULES, We happy?,male
JULES," My name's Pitt, and you ain't talkin' your ass outta this shit.",male
JULES," Oh, I'm sorry. Did that break your concentration? I didn't mean to do that. Please, continue. I believe you were saying something about ""best intentions.""",male
JULES," Whatsamatter? Oh, you were through anyway. Well, let me retort. Would you describe for me what Marsellus Wallace looks like?",male
JULES, What country you from!,male
JULES," ""What"" ain't no country I know! Do they speak English in ""What?""",male
JULES, English-motherfucker-can-you-speak-it?,male
JULES, Then you understand what I'm sayin'?,male
JULES, Now describe what Marsellus Wallace looks like!,male
JULES," Say ""What"" again! C'mon, say ""What"" again! I dare ya, I double dare ya motherfucker, say ""What"" one more goddamn time!",male
JULES, Now describe to me what Marsellus Wallace looks like!,male
JULES, - go on!,male
JULES, - does he look like a bitch?!,male
JULES, Does-he-look-like-a-bitch?!,male
JULES, Then why did you try to fuck 'im like a bitch?!,male
JULES," Yes ya did Brett. Ya tried ta fuck 'im. You ever read the Bible, Brett?",male
JULES," There's a passage I got memorized, seems appropriate for this situation: Ezekiel 25:17. ""The path of the righteous man is beset on all sides by the inequities of the selfish and the tyranny of evil men. Blessed is he who, in the name of charity and good will, shepherds the weak through the valley of darkness, for he is truly his brother's keeper and the finder of lost children. And I will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers. And you will know my name is the Lord when I lay my vengeance upon you.""",male
JULES, We should be fuckin' dead right now. Did you see that gun he fired at us? It was bigger than him.,male
JULES, We should be fuckin' dead!,male
JULES, That shit wasn't luck. That shit was somethin' else.,male
JULES, That was... divine intervention. You know what divine intervention is?,male
JULES," Yeah, man, that's what is means. That's exactly what it means! God came down from Heaven and stopped the bullets.",male
JULES, Don't do that! Don't you fuckin' do that! Don't blow this shit off! What just happened was a fuckin' miracle!,male
JULES," Wrong, wrong, this shit doesn't just happen.",male
JULES," We should be fuckin' dead now, my friend! We just witnessed a miracle, and I want you to fuckin' acknowledge it!",male
JULES," If you wanna play blind man, then go walk with a Shepherd. But me, my eyes are wide fuckin' open.",male
JULES," That's it for me. For here on in, you can consider my ass retired.",male
JULES, Don't blaspheme!,male
JULES, - I said don't do that -,male
JULES, I'm tellin' Marsellus today I'm through.,male
JULES," Don't worry, I will.",male
JULES, I don't give a damn if he does.,male
JULES, What the fuck's happening?,male
JULES, Why the fuck did you do that?,male
JULES, I've seen a lot of crazy-ass shit in my time -,male
JULES, The car didn't hit no motherfuckin' bump!,male
JULES, Look at this mess! We're drivin' around on a city street in broad daylight -,male
JULES," Well you better be thinkin' about it now, motherfucker! We gotta get this car off the road. Cops tend to notice shit like you're driving a car drenched in fuckin' blood.",male
JULES," This is the Valley,Vincent. Marsellus don't got no friendly places in the Valley.",male
JULES, A buddy of mine in Toluca Lake.,male
JULES," On the other side of the hill, by Burbank Studios. If Jimmie's ass ain't home, I don't know what the fuck we're gonna go. I ain't got any other partners in 818. Jimmie! How you doin' man, it's Jules. Listen up man, me an' my homeboy are in some serious shit. We're in a car we gotta get off the road, pronto! I need to use your garage for a couple hours.",male
JULES, We gotta be real fuckin' delicate with this Jimmie's situation. He's one remark away from kickin' our asses out the door.,male
JULES," Well, we ain't leavin' 'til we made a couple phone calls. But I never want it to reach that pitch. Jimmie's my friend and you don't bust in your friend's house and start tellin' 'im what's what.",male
JULES," Put yourself in his position. It's eight o'clock in the morning. He just woke up, he wasn't prepared for this shit. Don't forget who's doin' who a favor.",male
JULES, What the fuck did you just do to his towel? VINCENT I was just dryin' my hands.,male
JULES, You're supposed to wash 'em first.,male
JULES, I watched you get 'em wet.,male
JULES," I used the same soap you did and when I dried my hands, the towel didn't look like a fuckin' Maxie pad. Look, fuck it, alright. Who cares? But it's shit like this that's gonna bring this situation to a boil. If he were to come in here and see that towel like that... I'm tellin' you Vincent, you best be cool. 'Cause if I gotta get in to it with Jimmie on account of you... Look, I ain't threatenin' you, I respect you an' all, just don't put me in that position.",male
JULES," Jules, you ask me nice like that, no problem. He's your friend, you handle him.",male
JULES," Goddamn Jimmie, this is some serious gourmet shit. Me an' Vincent woulda been satisfied with freeze-dried Tasters Choice. You spring this gourmet fuckin' shit on us. What flavor is this?",male
JULES, What?,male
JULES, Jimmie -,male
JULES," Naw man, I didn't.",male
JULES, Why?,male
JULES, Jimmie -,male
JULES," That's all we want. We don't wanna fuck up your shit,We just need to call our people to bring us in.",male
JULES," You got to appreciate what an explosive element this Bonnie situation is. If she comes home from a hard day's work and finds a bunch of gangsters doin' a bunch of gangsta' shit in her kitchen, ain't no tellin' what she's apt to do.",male
JULES," I don't wanna hear about no motherfuckin' ""ifs.""What I wanna hear from your ass is: ""you ain't got no problems, Jules. I'm on the motherfucker. Go back in there, chill them niggers out and wait for the cavalry, which should be comin' directly.""",male
JULES, You sendin' The Wolf?,male
JULES," Shit Negro, that's all you had to say.",male
JULES," Aside from how it looks, the car's cool.",male
JULES," Hey man, as far as I know, the motherfucker's tip-top.",male
JULES," It ain't that way, Mr. Wolf. Your help is definitely appreciated.",male
JULES, I will never forgive your ass for this shit. This is some fucked-up repugnant shit!,male
JULES," Man, get outta my face with that shit! The motherfucker who said that never had to pick up itty-bitty pieces of skull with his fingers on account of your dumb ass.",male
JULES," You're gettin' ready to blow? I'm a mushroom-cloud-layin' motherfucker! Every time my fingers touch brain I'm ""SUPERFLY T.N.T,"" I'm the ""GUNS OF NAVARONE."" I'm what Jimmie Walker usta talk about. In fact, what the fuck am I doin' in the back? You're the motherfucker should be on brain detail. We're tradin'. I'm washin' windows and you're pickin' up this nigger's skull.",male
JULES, This morning air is some chilly shit.,male
JULES," Now Jimmie, don't do nothin' stupid like puttin' that out in front of your house for Elmo the garbage man to take away.",male
JULES," Goddamn, that water's fuckin' cold!",male
JULES," Ha ha ha. They're your clothes, motherfucker.",male
JULES," Yeah, well, out asses ain't the expert on wearin' dorky shit that your is.",male
JULES, Don't do shit unless -,male
JULES, Unless you do it first.,male
JULES, We cool?,male
JULES," Inglewood. It's your future: I see... a cab ride. Sorry guys, move out of the sticks. Say goodbye, Raquel",male
JULES, Mr. Wolf.,male
JULES, I was a pleasure watchin' you work.,male
JULES, Wanna share a cab?,male
JULES, Sure.,male
JULES," Naw, I don't eat pork.",male
JULES," I ain't Jewish man, I just don't dig on swine.",male
JULES, They're filthy animals. I don't eat filthy animals.,male
JULES," A sewer rat may taste like pumpkin pie. I'll never know 'cause even if it did, I wouldn't eat the filthy motherfucker. Pigs sleep and root in shit. That's a filthy animal. I don't wanna eat nothin' that ain't got enough sense to disregard its own feces.",male
JULES, I don't eat dog either.,male
JULES," I wouldn't go so far as to call a dog filthy, but they're definitely dirty. But a dog's got personality. And  personality goes a long way.",male
JULES, We'd have to be talkin' 'bout one motherfuckin' charmin' pig. It'd have to be the Cary Grant of pigs.,male
JULES, I just been sittin' here thinkin'.,male
JULES, The miracle we witnessed.,male
JULES, Do you know that a miracle is?,male
JULES, What's an act of God?,male
JULES," Don't you see, Vince, that shit don't matter. You're judging this thing the wrong way. It's not about what. It could be God stopped the bullets, he changed Coke into Pepsi, he found my fuckin' car keys. You don't judge shit like this based on merit. Whether or not what we experienced was an according-to-Hoyle miracle is insignificant. What is significant is I felt God's touch, God got involved.",male
JULES, That's what's fuckin' wit' me! I don't know why. But I can't go back to sleep.,male
JULES," The life, most definitely.",male
JULES," That's what I've been sitting here contemplating. First, I'm gonna deliver this case to Marsellus. Then, basically, I'm gonna walk the earth.",male
JULES," You know, like Caine in ""KUNG FU."" Just walk from town to town, meet people, get in adventures.",male
JULES, Until God puts me where he want me to be.,male
JULES," If it takes forever, I'll wait forever.",male
JULES," I'll just be Jules, Vincent - no more, no less.",male
JULES," Look my friend, this is just where me and you differ -",male
JULES," All shapes and sizes, Vince.",male
JULES," If you find my answers frightening, Vincent, you should cease askin' scary questions.",male
JULES, My boss' dirty laundry.,male
JULES, When he wants it clean.,male
JULES," Funny, I've been thinkin' the same thing.",male
JULES, 'Fraid I can't do that.,male
JULES," Yes, you did.",male
JULES," I don't mean to shatter your ego, but this ain't the first time I've had gun pointed at me.",male
JULES," Keep your fuckin' mouth closed, fat man, this ain't any of your goddamn business!",male
JULES, You win.,male
JULES," It's all yours, Ringo.",male
JULES," Tell that bitch to be cool! Say, bitch be cool! Say, bitch be cool!",male
JULES, Tell her it's gonna be okay.,male
JULES, Promise her.,male
JULES, Tell her to chill.,male
JULES, What's her name?,male
JULES," So, we cool Yolanda? We ain't gonna do anything stupid, are we?",male
JULES, Nobody's gonna hurt anybody. We're gonna be like three Fonzies. And what' Fonzie like?,male
JULES," C'mon Yolanda, what's Fonzie like?",male
JULES," Correct-amundo! And that's what we're gonna be, we're gonna be cool. Now Ringo, I'm gonna count to three and I want you to let go your gun and lay your palms flat on the table. But when you do it, do it cool. Ready?",male
JULES, One... two... three.,male
JULES," Yolanda, I thought you were gonna be cool. When you yell at me, it makes me nervous. When I get nervous, I get scared. And when motherfuckers get scared, that's when motherfuckers get accidentally shot.",male
JULES," That seems to be the situation. Now I don't want that and you don't want that and Ringo here don't want that. So let's see what we can do. Now this is the situation. Normally both of your asses would be dead as fuckin' fried chicken. But you  appened to pull this shit while I'm in a transitional period. I don't wanna kill ya, I want to help ya. But I'm afraid I can't give you the case. It don't belong to me. Besides, I went through too much shit this morning on account of this case to just hand it over to your ass.",male
JULES," It's cool, Vincent! It's cool! Don't do a goddamn thing. Yolanda, it's cool baby, nothin's changed. We're still just talkin'. Tell her we're still cool.",male
JULES, Nothin' I can't handle. I want you to just hang back and don't do shit unless it's absolutely necessary.,male
JULES," Yolanda, how we doin, baby?",male
JULES," Just hang in there, baby, you're doing' great,Ringo's proud of you and so am I. It's almost over. Now I want you to go in that bag and find my wallet.",male
JULES, It's the one that says Bad Motherfucker on it.,male
JULES, That's my bad motherfucker. Now open it up and take out the cash. How much is there?,male
JULES," Put it in your pocket, it's yours. Now with the rest of them wallets and the register, that makes this a pretty successful little score.",male
JULES," You ain't gonna do a goddamn thing, now hang back and shut the fuck up. Besides, I ain't givin' it to him. I'm buyin' somethin' for my money. Wanna know what I'm buyin' Ringo?",male
JULES, Your life. I'm givin' you that money so I don't hafta kill your ass. You read the Bible?,male
JULES," There's a passage I got memorized. Ezekiel 25:17. ""The path of the righteous man is beset on all sides by the inequities of the selfish and the tyranny of evil men. Blessed is he who, in the name of charity and good will, shepherds the weak through the valley of the darkness. For he is truly his brother's keeper and the finder of lost children. And I will strike down upon thee with great vengeance and furious anger those who attempt to poison and destroy my brothers. And you will know I am the Lord when I lay my vengeance upon you.""I been sayin' that shit for years. And if you ever heard it, it meant your ass. I never really questioned what it meant. I thought it was just a cold- blooded thing to say to a motherfucker 'fore you popped a cap in his ass. But I saw some shit this mornin' made me think twice. Now I'm thinkin', it could mean you're the evil man. And I'm the righteous man. And Mr. .45 here, he's the shepherd protecting my righteous ass in the valley of darkness. Or is could by you're the righteous man and I'm the shepherd and it's the world that's evil and selfish.",male
JULES, It's cold.,male
JULES, That's probably a good idea.,male
VINCENT, What so you want to know?,male
VINCENT," Yeah, it's legal, but is ain't a hundred percent legal. I mean you can't walk into a restaurant, roll a joint, and start puffin' away. You're only supposed to smoke in your home or certain designated places.",male
VINCENT," Yeah, it breaks down like this: it's legal to buy it, it's legal to own it and, if you're the proprietor of a hash bar, it's legal to sell it. It's legal to carry it, which doesn't really matter 'cause - get a load of this - if the cops stop you, it's illegal for this to search you. Searching you is a right that the cops in Amsterdam don't have.",male
VINCENT, You'll dig it the most. But you know what the funniest thing about Europe is?,male
VINCENT," It's the little differences. A lotta the same shit we got here, they got there, but there they're a little different.",male
VINCENT," Well, in Amsterdam, you can buy beer in a movie theatre. And I don't mean in a paper cup either. They give you a glass of beer, like in a bar. In Paris, you can buy beer at MacDonald's. Also, you know what they call a Quarter Pounder with Cheese in Paris?",male
VINCENT," No, they got the metric system there, they wouldn't know what the fuck a Quarter Pounder is.",male
VINCENT, Royale with Cheese.,male
VINCENT," Big Mac's a Big Mac, but they call it Le Big Mac.",male
VINCENT," I dunno, I didn't go into a Burger King. But you know what they put on french fries in Holland instead of ketchup?",male
VINCENT, Mayonnaise.,male
VINCENT," I seen 'em do it. And I don't mean a little bit on the side of the plate, they fuckin' drown 'em in it.",male
VINCENT, How many up there?,male
VINCENT, Counting our guy?,male
VINCENT, So there could be five guys up there?,male
VINCENT, We should have fuckin' shotguns.,male
VINCENT, What's her name?,male
VINCENT, How did Marsellus and her meet?,male
VINCENT, She ever do anything I woulda saw?,male
VINCENT, What's a pilot?,male
VINCENT, I don't watch TV.,male
VINCENT, Yeah.,male
VINCENT," Yeah maybe, fat right?",male
VINCENT," I think I know who you mean, what about him?",male
VINCENT," What'd he do, fuck her?",male
VINCENT, Well what then?,male
VINCENT, A foot massage?,male
VINCENT, That's all?,male
VINCENT, What did Marsellus do?,male
VINCENT, That's a damn shame.,male
VINCENT," Still I hafta say, play with matches, ya get burned.",male
VINCENT, You don't be givin' Marsellus Wallace's new bride a foot massage.,male
VINCENT," Antwan probably didn't expect Marsellus to react like he did, but he had to expect a reaction.",male
VINCENT," It's laying hands on Marsellus Wallace's new wife in a familiar way. Is it as bad as eatin' her out - no, but you're in the same fuckin' ballpark. JULES Whoa... whoa... whoa... stop right there. Eatin' a bitch out, and givin' a bitch a foot massage ain't even the same fuckin' thing.",male
VINCENT," Not the same thing, the same ballpark.",male
VINCENT, Have you ever given a foot massage?,male
VINCENT, Given a lot of 'em?,male
VINCENT, Have you ever given a guy a foot massage?,male
VINCENT, How many?,male
VINCENT, Would you give me a foot massage - I'm kinda tired.,male
VINCENT, Seven-twenty-two in the morning.,male
VINCENT," I'm not sayin' he was right, but you're sayin' a foot massage don't mean nothing, and I'm sayin' it does. I've given a million ladies a million foot massages and they all meant somethin'. We act like they don't, but they do. That's what's so fuckin' cool about 'em. This sensual thing's goin' on that nobody's talkin about, but you know it and she knows it, fuckin'Marsellus knew it, and Antwan shoulda known fuckin' better. That's his fuckin' wife, man. He ain't gonna have a sense of humor about that shit.",male
VINCENT, What's her name again?,male
VINCENT," Well, Marsellus is leavin' for Florida and when he's gone, he wants me to take care of Mia.",male
VINCENT, Not that! Take her out. Show her a good time. Don't let her get lonely.,male
VINCENT, It ain't a date. It's like when you and your buddy's wife go to a movie or somethin'. It's just... you know... good company.,male
VINCENT, It's not a date.,male
VINCENT, No.,male
VINCENT, I ain't hungry.,male
VINCENT, Royale with Cheese.,male
VINCENT, Got it.,male
VINCENT, We're happy.,male
VINCENT, Where's the big man?,male
VINCENT, How 'bout a cup of just plain ol' American?,male
VINCENT, At Marsellus' request. ENGLISH DAVE Have you met Mia?,male
VINCENT, Not yet.,male
VINCENT, What's so funny?,male
VINCENT," Look, I'm not a idiot. She's the big man's fuckin' wife. I'm gonna sit across a table, chew my food with my mouth closed, laugh at her jokes and that's all I'm gonna do.",male
VINCENT," I ain't your friend, palooka.",male
VINCENT," I think ya heard me just fine, punchy.",male
VINCENT," Excuse me, sorry to interrupt. I'm curious, why would you get a stud in your tongue?",male
VINCENT," Remember, I just got back from Amsterdam.",male
VINCENT, That's a bold statement.,male
VINCENT," Give me three hundred worth of the madman. If it's as good as you say, I'll be back for a thousand.",male
VINCENT, Which one's Trudi? The one with all the shit in her face?,male
VINCENT, I'm on my way somewhere. I got a dinner engagement. Rain check?,male
VINCENT, You don't mind if I shoot up here?,male
VINCENT, Mucho gracias.,male
VINCENT, You know what some fucker did to it the other day?,male
VINCENT, Fuckin' keyed it.,male
VINCENT," Tell me about it. I had the goddamn thing in storage three years. It's out five fuckin' days - five days, and some dickless piece of shit fucks with it.",male
VINCENT," I just wish I caught 'em doin' it, ya know? Oh man, I'd give anything to catch 'em doin' it. It'a been worth his doin' it, if I coulda just caught 'em, you know what I mean?",male
VINCENT, Hello?,male
VINCENT, Hello.,male
VINCENT, Hello.,male
VINCENT, Okay.,male
VINCENT, What the fuck is this place?,male
VINCENT," Come on, Mia, let's go get a steak.",male
VINCENT," After you, kitty-cat.",male
VINCENT, I'll have the Douglas Sirk steak.,male
VINCENT," Bloody as hell. And to drink, a vanilla coke. BUDDY How 'bout you, Peggy Sue?",male
VINCENT, Did you just order a five-dollar shake?,male
VINCENT, A shake? Milk and ice cream?,male
VINCENT, It costs five dollars?,male
VINCENT, You don't put bourbon in it or anything?,male
VINCENT, Just checking.,male
VINCENT, It's like a wax museum with a pulse rate.,male
VINCENT, Rollin' a smoke.,male
VINCENT, It's just tobacco.,male
VINCENT," You can have his one, cowgirl.",male
VINCENT, Think nothing of it.,male
VINCENT, Sure did. I heard you did a pilot.,male
VINCENT, What was it?,male
VINCENT, What?,male
VINCENT, What was your specialty?,male
VINCENT, Do you remember any of the jokes?,male
VINCENT, Tell me.,male
