,character,text,number,types
53,MCGONAGALL," No, you heard me correctly, Mr. Malfoy. You see, as honorable as your intentions were, you too were out of bed after hours. You will serve detention with your classmates.",1,female
54,MCGONAGALL, I'm afraid Professor Dumbledore is not here. He received an urgent owl from the Ministry of Magic and left immediately for London.,1,female
55,MCGONAGALL, {shocked} How do you know,1,female
56,MCGONAGALL," I don't know how you three found out about the stone, but I can assure you it is perfectly well-protected. Now would you go back to your dormitories? Quietly. {They leave.}",1,female
141,PETUNIA, Up. Get up. {Knocks} {sighs} Now! {Smacks door of closet which is the boys bedroom},1,female
142,PETUNIA," Oh, here he comes, the birthday boy!",1,female
143,PETUNIA," Why don't you just cook the breakfast, and try not to burn anything.",1,female
144,PETUNIA, I want everything to be perfect for my Dudley's special day.,1,female
145,PETUNIA," Oh, now, now, now. This is what we're going to do, is that when we go out we're going to buy you two new presents! How's that, Pumpkin?",1,female
146,PETUNIA, This will be a lovely day at the zoo. I'm really looking forward to it.,1,female
147,PETUNIA, {Sees him} AHH!,1,female
148,PETUNIA, My darling boy! How did you get in there?!,1,female
149,PETUNIA, It's all right. It's all right.,1,female
150,PETUNIA," Have a lovely day at the office, dear.",1,female
151,PETUNIA, Ooh.,1,female
152,PETUNIA," Of course we knew. How could you not be? My perfect sister being who she was. Oh, my mother and father were so proud the day she got her letter. We have a witch in the family. Isn't it wonderful? I was the only one to see her for what she was. A freak! And then she met that Potter, and then she had you, and I knew you'd be just the same, just as strange, just as ... abnormal. And then, if you please, she went and got herself blown up! And we got landed with you.",1,female
153,PETUNIA, We had to tell him something.,1,female
561,HERMIONE, Has anyone seen a toad? A boy named Neville's lost one.,1,female
562,HERMIONE," Oh, are you doing magic? Let's see then.",1,female
563,HERMIONE," Are you sure that's a real spell? Well, it's not very good, is it? Of course I've only tried a few simple spells myself, and they've all worked for me. For example...{Hermione goes over and sits across from Harry. He points her hand at his glasses and Harry tenses} Oculus Reparo. {The glasses, which noseband is battered, are repaired. Harry takes them off, amazed.} That's better, isn't it? Holy Cricket, you're Harry Potter. I'm Hermione Granger...and you are...?",1,female
564,HERMIONE," Pleasure. You two better change into your robes. I expect we'll be arriving soon. {Gets up and leaves, then comes back and looks at Ron.} You've got dirt, on your nose, by the way, did you know? Just there. {Points} {Ron scratches his nose, embarrassed.}",1,female
565,HERMIONE," Oh, no. Okay, relax. {She goes up}",1,female
566,HERMIONE, Nearly headless? How can you be nearly headless?,1,female
567,HERMIONE, Eugh.,1,female
568,HERMIONE," I've read about those. When the smoke turns red {the smoke turns red}, it means you've forgotten something.",1,female
569,HERMIONE, Up. Up. Up. Up.,1,female
570,HERMIONE," Harry, no! You heard what Madam Hooch said! Besides, you don't even know how to fly. {Harry flies off.} What an idiot.",1,female
571,HERMIONE, You won't make a fool of yourself. It's in your blood.,1,female
572,HERMIONE, {Gasps.},1,female
573,HERMIONE," The staircases change, remember? {The staircase stops, in a new place.}",1,female
574,HERMIONE, We're not supposed to be here. This is the 3rd floor. It's forbidden.,1,female
575,HERMIONE," Oh, move over! {pushes through and pulls out wand} Alohomora. {The door opens.} Get in. {They bustle in.}",1,female
576,HERMIONE," Standard book of spells, Chapter 7.",1,female
577,HERMIONE, Filch is gone.,1,female
578,HERMIONE, It was locked.,1,female
579,HERMIONE," You don't use your eyes, do you? Didn't you see what it was standing on?",1,female
580,HERMIONE, It was standing on a trap door. Which means it wasn't there by accident. It's guarding something.,1,female
581,HERMIONE," That's right. Now, if you two don't mind, I'm going to bed before either of you come up with another clever idea to get us killed...or worse, expelled! {turns and leaves, shutting the door to her dorms.}",1,female
582,HERMIONE," Stop, stop, stop. You're going to take someone's eye out. Besides, youre saying it wrong. It's Leviosa, not Leviosar.",1,female
583,HERMIONE, {crisply} Wingardium Leviosa. {The feather glows and lifts up. Ron puts his head on his books dejectedly.},1,female
584,HERMIONE, Help! Help! {The boys start throwing wood pieces at the troll.},1,female
585,HERMIONE, Ahhh! Help!,1,female
586,HERMIONE, Swish and flick!,1,female
587,HERMIONE, Is it...dead?,1,female
588,HERMIONE," It's my fault, Professor McGonagall. {The teachers, and Ron and Harry, gape}",1,female
589,HERMIONE, I went looking for the troll. I'd read about them and thought I could handle it. But I was wrong. If Harry and Ron hadn't come and found me...I'd probably be dead.,1,female
590,HERMIONE," Ron's right, Harry. You're gonna need your strength today.",1,female
591,HERMIONE, Blood?,1,female
592,HERMIONE, But why would anyone go near that dog?,1,female
593,HERMIONE, So you're saying...,1,female
594,HERMIONE," Bit early for mail, isn't it?",1,female
595,HERMIONE, It's Snape! He's jinxing the broom!,1,female
596,HERMIONE, Leave it to me. {She hands Ron her binoculars and leaves.},1,female
597,HERMIONE, Lacarnum Inflamarae.,1,female
598,HERMIONE, Whoo-hoo!,1,female
599,HERMIONE, That thing has a name?,1,female
600,HERMIONE," Hogwarts teacher or not, I know a curse when I see one. I've read all about them. You have to keep eye contact. And Snape wasn't blinking.",1,female
601,HERMIONE, I don't know.,1,female
602,HERMIONE, That's totally barbaric!,1,female
603,HERMIONE, See you haven't.,1,female
604,HERMIONE," Good. You can help Harry, then. He's going to go the library for information on Nicholas Flamel.",1,female
605,HERMIONE, Not in the restricted section...Happy Christmas. {exits.},1,female
606,HERMIONE, I had you looking in the wrong section! How could I be so stupid? I checked this out a few weeks ago for a bit of light reading.,1,female
607,HERMIONE," {glares} Of course! Here it is! ""Nicholas Flamel is the only known maker of the Philosopher's Stone!""",1,female
608,HERMIONE," Honestly, don't you two read? ""The Philosopher's Stone is a legendary substance with astonishing powers. It will turn any metal into pure gold and produces the Elixir of Life, which will make the drinker immortal.""",1,female
609,HERMIONE, It means you'll never die.,1,female
610,HERMIONE," ""The only stone currently in existence belongs to Mr. Nicholas Flamel, the noted alchemist, who last year celebrated his 665th birthday!"" That's what Fluffy's guarding on the 3rd floor. That's what's under the trapdoor...the Philosopher's Stone!",1,female
611,HERMIONE," {sitting in a large chair} Of course! There are other things defending the Stone, aren't there? Spells, enchantments.",1,female
612,HERMIONE, Is that...a dragon?,1,female
613,HERMIONE," Well, that's good, isn't it? He'll be with his own kind.",1,female
614,HERMIONE, Harry!,1,female
615,HERMIONE," You mean, You-Know-Who's out there, right now, in the forest?",1,female
616,HERMIONE, Hang on a minute. We're forgetting one thing. Who's the one wizard Voldemort always feared?,1,female
617,HERMIONE," I've always heard Hogwarts' end of the year exams were frightful, but I found that rather enjoyable.",1,female
618,HERMIONE, It's happened before.,1,female
619,HERMIONE, What is it?,1,female
620,HERMIONE, And with Dumbledore gone,1,female
621,HERMIONE, Uh...we were just...,1,female
622,HERMIONE, Now what do we do?,1,female
623,HERMIONE," Neville, I'm really, really sorry about this...{takes out wand} Petrificus Totalus.",1,female
624,HERMIONE, Sorry.,1,female
625,HERMIONE, Ow! You stood on my foot!,1,female
626,HERMIONE, Alohomora.,1,female
627,HERMIONE, The harp. It stopped playing.,1,female
628,HERMIONE," Stop moving, both of you. This is Devil's Snare. You have to relax. If you don't, it will only kill you faster.",1,female
629,HERMIONE, Are you okay?,1,female
630,HERMIONE," He's not relaxing, is he?",1,female
631,HERMIONE, We've got to do something!,1,female
632,HERMIONE, What is that?,1,female
633,HERMIONE, Curious. I've never seen birds like these.,1,female
634,HERMIONE, What's this all about?,1,female
635,HERMIONE, Ugh! What're we going to do? There must be 1000 keys up there!,1,female
636,HERMIONE," What's wrong, Harry?",1,female
637,HERMIONE, I don't like this. I don't like this at all.,1,female
638,HERMIONE, Now what do we do?,1,female
639,HERMIONE, What happens now?,1,female
640,HERMIONE," Ron, you don't suppose this is going to be like...real wizard's chess, do you?",1,female
641,HERMIONE, What is it?,1,female
642,HERMIONE," No, Ron, you can't! {Ron closes his eyes.} There must be another way!",1,female
643,HERMIONE," You'll be okay, Harry. You're a great wizard, you really are.",1,female
644,HERMIONE," {smile} Me? Books and cleverness? There are more important things. Friendship, and bravery. And Harry, just be careful.",1,female
645,HERMIONE, {smile} Never better.,1,female
646,HERMIONE, We're tied with Slytherin!,1,female
647,HERMIONE," Come on, Harry.",1,female
648,HERMIONE," Feels strange to be going home, doesn't it?",1,female
687,HOOCH," Good afternoon, class.",1,female
688,HOOCH," Good afternoon, Amanda, good afternoon. {to class} Welcome to your first flying lesson. Well, what are you waiting for? Everyone step up to the left side of their broomstick. Come on now, hurry up. Stick your right hand over the broom and say, Up!",1,female
689,HOOCH, With feeling!,1,female
690,HOOCH," Now, once you've got hold of your broom, I want you to mount it. And grip it tight, you don't want to be sliding off the end. {Class mounts} When I blow my whistle, I want each of you to kick off from the ground, hard. Keep your broom steady, hover for a moment, and then lean forward slightly and touch back down. On my whistle...3...2...{tweet!}",1,female
691,HOOCH, Mr. Longbottom.,1,female
692,HOOCH, {Neville begins soaring away} M-M-Mr. Longbottom Mr. Longbottom!,1,female
693,HOOCH, Mr. Longbottom!,1,female
694,HOOCH, Come back down this instant!,1,female
695,HOOCH, Mr. Longbottom! {Neville approaches. The students scatter and Hooch dives out of the way. Neville goes through the scatter and up a tower.},1,female
696,HOOCH," Everyone out of the way! {She runs through the group, and they scatter.} Come on, get up.",1,female
697,HOOCH," Oh, oh, oh, oh dear. It's a broken wrist. Tch, tch, tch. Good boy, come on now, up you get. {Draco reaches down and grabs Neville's Remembrall, which has fallen. Hooch begins to lead Neville away with her.} Everyone's to keep their feet firmly on the ground while I take Mr. Longbottom to the hospital wing. Understand? If I see a single broom in the air, the one riding it will find themselves out of Hogwarts before they can say, Quidditch. {Exit.}",1,female
698,HOOCH," Now, I want a nice clean game...from all of you. {looks at Slytherin. She kicks the trunk, and the bludgers zoom out.}",1,female
699,HOOCH, {Blows whistle} Gryffindor win!,1,female
1169,MRS. WEASLEY," Harry!  How wonderful to see you. Beds empty!  No note!  You could've died!  You could've been seen! I don't blame you, of course, dear.",2,female
1170,MRS. WEASLEY," You best hope I don't put bars on your window, Ronald Weasley! Care for a spot of tea, Harry?",2,female
1171,MRS. WEASLEY, This morning.  Your sons flew that enchanted car of yours to Surrey house and back last night.,2,female
1172,MRS. WEASLEY," That must be Errol with the post. Fetch him, will you, George?",2,female
1173,MRS. WEASLEY, We'll manage.  Right then. There's only one place to get all of this.,2,female
1174,MRS. WEASLEY," You first, Harry dear.",2,female
1175,MRS. WEASLEY," Percy.  Would you mind going first, so Harry can see how it's done?",2,female
1176,MRS. WEASLEY," Remember to speak clearly, dear!",2,female
1177,MRS. WEASLEY," Oh, Harry.  Thank goodness.  We hoped you'd only gone one grate too far.  Come now.  We're off to Flourish and Blotts.",2,female
1178,MRS. WEASLEY, There he is!,2,female
1179,MRS. WEASLEY, Oh dear!  The train'll be leaving any moment!  All together now!,2,female
1180,MRS. WEASLEY," Go on, Ginny.  You know what to do.",2,female
1181,MRS. WEASLEY," A diary that writes back to you! Honestly, Ginny!  What were you thinking?  Haven't I always told you?  Never trust anything that can think for itself if you can't see where it keeps its brain!",2,female
1272,HERMIONE," Hello, Hagrid.  Oh, it's wonderful to see you two again.",2,female
1273,HERMIONE, Oculus Reparo.,2,female
1274,HERMIONE, C'mon.  Everyone's been so worried.,2,female
1275,HERMIONE," Isn't it thrilling!  Gilderoy Lockhart's going to be there!  We can actually meet him!  I mean, he's written almost the whole booklist!",2,female
1276,HERMIONE, Fear of a name only increases fear of the thing itself.,2,female
1277,HERMIONE, I should think you'd count yourself lucky that's all you got.,2,female
1278,HERMIONE," Mandrake, or Mandragora, is used to return those who have been transfigured to their original state.  It's also quite dangerous. The Mandrake's cry is fatal to anyone who hears it.",2,female
1279,HERMIONE, Immobilus!,2,female
1280,HERMIONE, I'm sure Professor Lockhart just wanted to give us some hands-on experience.,2,female
1281,HERMIONE, Rubbish.  Read his books.  You'll see all the amazing things he's done.,2,female
1282,HERMIONE, At least no one on the Gryffindor team had to buy their way in. They got in on pure talent.,2,female
1283,HERMIONE, Ron!  Say something!,2,female
1284,HERMIONE, He called me a Mudblood.,2,female
1285,HERMIONE, It means dirty blood.  Mudblood's a really foul name for someone who was Muggle-born.  Someone with non-magic parents.  Someone... like me.  It's not a term one usually hears in civilized conversation.,2,female
1286,HERMIONE, Harry!,2,female
1287,HERMIONE, Voice?  What voice?,2,female
1288,HERMIONE, 'The Chamber of Secrets has been opened...?',2,female
1289,HERMIONE, Look at that.  Have you ever seen spiders act like that?  Ron...?,2,female
1290,HERMIONE," That's why Ron and I went looking for him, Professor.  We'd just found him when Harry said...",2,female
1291,HERMIONE, Harry.  This voice. heard it first in Lockhart's office?,2,female
1292,HERMIONE, And did he hear it?,2,female
1293,HERMIONE," I hardly think someone with Gilderoy Lockhart's credentials would lie to one of his students, Ronald.  Besides, if you recall, we didn't hear anything either.",2,female
1294,HERMIONE," 'Course we do.  It's just... it's a bit weird, isn't it?  You hear this voice and then... Mrs. Norris turns up Petrified.",2,female
1295,HERMIONE," No, Harry.  Even in the wizarding world, hearing voices isn't a good sign.",2,female
1296,HERMIONE," Professor, I was wondering if you could tell us about the Chamber of Secrets?",2,female
1297,HERMIONE," Yes, Professor.  But there seems to be very little written about the Chamber of Secrets.  For those of us with a personal interest in the subject, that is... disturbing.",2,female
1298,HERMIONE, Muggle-borns.,2,female
1299,HERMIONE," Professor, what exactly does legend tell us lies within the Chamber?",2,female
1300,HERMIONE, Yes.  Couldn't you tell: McGonagall's worried.  All the teachers are.,2,female
1301,HERMIONE," The Heir of Slytherin has returned to Hogwarts.  The question is, who is it?",2,female
1302,HERMIONE, If you're talking about him --,2,female
1303,HERMIONE, I heard him.  But Malfoy?  The Heir of Slytherin?,2,female
1304,HERMIONE," No.  Even they aren't that thick. But there might be another way. Mind you, it would be difficult. Not to mention we'd be breaking about fifty school rules.  And it would be dangerous.  Very dangerous.",2,female
1305,HERMIONE," Here it is:  'The Polyjuice Potion.  Properly brewed, the Polyjuice Potion allows the drinker to transform himself temporarily into the physical form of another...'",2,female
1306,HERMIONE, Yes.,2,female
1307,HERMIONE," Exactly.  But it's tricky.  I've never seen a more complicated potion.  Lacewing flies, leeches, fluxweed.  And, of course, we'll need a bit of whoever we want to change into too.",2,female
1308,HERMIONE, A month.,2,female
1309,HERMIONE, You didn't have to tell me that.,2,female
1310,HERMIONE," You're joking, right?  Besides, even with a proper wand, it's too risky.  You could hit Harry.",2,female
1311,HERMIONE, Finite Incantatem!,2,female
1312,HERMIONE," You will be able to, won't you?",2,female
1313,HERMIONE," Again?  You mean, the Chamber of Secrets has been opened before?",2,female
1314,HERMIONE, Maybe.  We'll have to wait for the Polyjuice Potion to know for sure.,2,female
1315,HERMIONE, Never.  No one over comes in here.,2,female
1316,HERMIONE, Moaning Myrtle.,2,female
1317,HERMIONE, She's a little sensitive.,2,female
1318,HERMIONE, Do you think he's all right?,2,female
1319,HERMIONE, You can talk to snakes.,2,female
1320,HERMIONE," No.  They can't.  It's not a very common gift, Harry.  This is bad.",2,female
1321,HERMIONE," I don't know, Harry.  But it sounded like you were egging the snake on or something.  It was... creepy.",2,female
1322,HERMIONE," Harry, listen out me.  There's a reason the symbol of Slytherin house is a serpent.  Salazar Slytherin was a Parselmouth.  He could talk to snakes too.",2,female
1323,HERMIONE, He lived a thousand years ago. For all we know... you could be.,2,female
1324,HERMIONE, Harry!,2,female
1325,HERMIONE," You don't believe that, Harry, I know you don't.  And if it makes you feel better, I just heard Malfoy's staying over for holiday, too.",2,female
1326,HERMIONE," Because, in a few days, the Polyjuice Potion's will be ready. In a few days... we may truly know who is the Heir of Slytherin.",2,female
1327,HERMIONE, Everything's set.  We just need a bit of who you're changing into.,2,female
1328,HERMIONE, And we also need to make sure that the real Crabbe and Goyle can't burst in on us while we're interrogating Malfoy.,2,female
1329,HERMIONE," I've got it all worked out.  I've filled these with a simple Sleeping Draught.  Simple, but powerful.",2,female
1330,HERMIONE, You know how greedy Crabbe and Goyle are.  They won't leave the Christmas Feast until every last drop of trifle is gone.,2,female
1331,HERMIONE, I've already got mine.,2,female
1332,HERMIONE, Millicent Bulstrode.  She's in Slytherin.  I got this off her robes. All right then... I'm going to check on the Polyjuice Potion.,2,female
1333,HERMIONE, Remember.  Just make sure Crabbe and Goyle find these.,2,female
1334,HERMIONE, Did you get it?,2,female
1335,HERMIONE, I sneaked those out of the laundry.,2,female
1336,HERMIONE," I'm sure I've done everything right.  It looks like the book said it should.  Once we've drunk it, we'll have exactly one hour before we change back into ourselves.",2,female
1337,HERMIONE, We separate it into three glasses and add the hairs.,2,female
1338,HERMIONE, Go away!,2,female
1339,HERMIONE, It was cat hair I plucked off Millicent Bulstrode's robes!  Look at my face!,2,female
1340,HERMIONE," Oh, good.  Put those anywhere.",2,female
1341,HERMIONE," I've got to keep up, haven't I?",2,female
1342,HERMIONE," Any day now, according to Madam Pomfrey.  I'm just thankful I've stopped coughing up fur balls.",2,female
1343,HERMIONE, Now.  What about the Chamber of Secrets?  Any new leads?,2,female
1344,HERMIONE, And has it gotten any better?  I mean... is anyone speaking to you?,2,female
1345,HERMIONE, Of course not.  I don't know how that got there.  Now go.  I still have six hundred pages to read in Transformation Through the Ages.,2,female
1346,HERMIONE, Tom Riddle... Hm.  And Ron said he won an award fifty years ago?,2,female
1347,HERMIONE, Fifty years ago?  You're sure?,2,female
1348,HERMIONE, Don't you remember what Malfoy told you?  The last time the Chamber of Secrets was opened was --,2,female
1349,HERMIONE," Tom Riddle was here, at Hogwarts, when it happened.  What if he wrote about what he saw?  It's possible he knew where the Chamber was, how to open it, even what sort of creature lives in it.  If so, whoever's behind the attacks this time wouldn't want a diary like this lying around, would they?",2,female
1350,HERMIONE, It might be invisible ink. Aparecium!,2,female
1351,HERMIONE," I don't know, Harry.  But I think you should be careful with this. Something tells me Ron might be right.  It could be dangerous.",2,female
1352,HERMIONE," I'm scared, Harry.  But not of you.",2,female
1353,HERMIONE, It can't be Hagrid.  It just can't be.,2,female
1354,HERMIONE, Look.  Hagrid's our friend.  Why don't we just go ask him about it?,2,female
1355,HERMIONE," It had to be a Gryffindor.  Nobody else knows our password.  Unless, it wasn't a student...",2,female
1356,HERMIONE, Harry... I think I've just understood something!  I've got to go to the library!,2,female
1357,HERMIONE, You solved it!  You solved it!,2,female
1358,HERMIONE," Oh, no!",2,female
1422,PROFESSOR MCGONAGALL," What are you talking about, Mr. Weasley?",2,female
1423,PROFESSOR MCGONAGALL," Not today, Mr. Weasley.  But I must impress upon both of you the seriousness of what you have done. I will be sending owls to both of your families tonight.  And you will each get a detention.",2,female
1424,PROFESSOR MCGONAGALL," Today, we will be turning animals into water goblets.",2,female
1425,PROFESSOR MCGONAGALL," Now, who would like to go first... Mr. Weasley?",2,female
1426,PROFESSOR MCGONAGALL," You must replace that wand, Mr. Weasley.",2,female
1427,PROFESSOR MCGONAGALL," Yes, Miss Granger?",2,female
1428,PROFESSOR MCGONAGALL," My subject is Transfiguration, Miss Granger.",2,female
1429,PROFESSOR MCGONAGALL," Very well.  You all know, of course, that Hogwarts was founded over a thousand years ago by the four greatest witches and wizards of the age:",2,female
1430,PROFESSOR MCGONAGALL," Salazar Slytherin wished to be more selective about the students admitted to Hogwarts.  He believed that magical learning should be kept within all-magic families. In other words, purebloods. Unable to sway the others, he decided to leave the school. According to legend, Slytherin had built a hidden chamber in this castle, known as the Chamber of Secrets.  Shortly before departing, he sealed it until that time when his own true heir returned to the school.  The heir alone would be able to open the Chamber of Secrets and unleash the horror within, and by so doing, purge the school of all those who, in Slytherin's view, were unworthy to study magic.",2,female
1431,PROFESSOR MCGONAGALL," Yes.  Naturally, the school has been searched many times for such a chamber.  It has never been found.",2,female
1432,PROFESSOR MCGONAGALL, The Chamber is said to be home to something which the heir of Slytherin alone can control.  It is said to be home... to a monster.,2,female
1433,PROFESSOR MCGONAGALL, Perhaps he managed to get a picture of his attacker...,2,female
1434,PROFESSOR MCGONAGALL," What does this mean, Albus?",2,female
1435,PROFESSOR MCGONAGALL," What sould I tell the staff, Albus?",2,female
1436,PROFESSOR MCGONAGALL," This is out of my hands, Potter. Mr. Filch, will you take care of this, please?",2,female
1437,PROFESSOR MCGONAGALL, Sherbet lemon.,2,female
1438,PROFESSOR MCGONAGALL, Professor Dumbledore will be waiting for you.,2,female
1439,PROFESSOR MCGONAGALL, This match has been cancelled.,2,female
1440,PROFESSOR MCGONAGALL," Silence, Wood!  You will return to Gryffindor Tower now.  Potter, you and I will find Mr. Weasley. There's something the both of you need to see.",2,female
1441,PROFESSOR MCGONAGALL, I warn you.  This will be a bit of a shock.,2,female
1442,PROFESSOR MCGONAGALL, She was found near the library. Along with this.  Does it mean anything to either of you?,2,female
1443,PROFESSOR MCGONAGALL," All students will return to their house common rooms by six o'clock in the evening.  You will be escorted to each lesson by a teacher.  No exceptions. I should tell you all this. Unless the culprit behind these attacks is caught, it is likely that the school will be closed.",2,female
1444,PROFESSOR MCGONAGALL," As you can see, the Heir of Slytherin has left another message.  Our worst fear has been realized.  A student has been taken by the monster.  Into the Chamber itself. I'm afraid we shall have to send the students home.  I'm afraid... this is the end of Hogwarts.",2,female
1445,PROFESSOR MCGONAGALL," That settles it.  We'll leave it to you to deal with the monster, Gilderoy.  Your skills, after all, are legend.",2,female
1446,PROFESSOR MCGONAGALL, The rest of us should go and inform the students what has happened.,2,female
1447,PROFESSOR MCGONAGALL, Ginny Weasley.,2,female
1448,PROFESSOR MCGONAGALL," Certainly, Albus.",2,female
1491,MOANING MYRTLE," I'm Moaning Myrtle.  I wouldn't expect you to know me.  Who would ever talk about fat, ugly, miserable, moping, moaning Myrtle?",2,female
1492,MOANING MYRTLE," Ooh, wait till you see.  It's awful!",2,female
1493,MOANING MYRTLE, Come to throw something else at me?,2,female
1494,MOANING MYRTLE," Don’t ask me.  Here I am, minding my own business, and someone thinks it's funny to throw a book at me...",2,female
1495,MOANING MYRTLE," Oh sure!  Let's all throw books at Myrtle, because she can't feel it! Ten points if you can get it through her stomach.  Fifty points if it goes through her head!",2,female
1496,MOANING MYRTLE," I don't know.  I didn't see them. I was just sitting in the U-bend, thinking about death and it fell through the top of my head.",2,female
1497,MOANING MYRTLE, I HEARD THAT!,2,female
1498,MOANING MYRTLE," Who's there?  Oh... Hello, Harry.  What do you want?",2,female
1499,MOANING MYRTLE," Oooooh, it was dreadful.  It happened right here.  In this very cubicle.  I'd hidden because Olive Hornby was teasing me about my glasses.  I was crying, and then I heard somebody come in.",2,female
1500,MOANING MYRTLE," I don't know!  I was distraught! But they said something funny.  A kind of made-up language.  And I realized it was a boy speaking. So I unlocked the door, to tell him to go away, and... I died.",2,female
1501,MOANING MYRTLE, No idea.  I just remember seeing a pair of great big yellow eyes. Over there...,2,female
1502,MOANING MYRTLE," Oh, Harry... if you die down there, you're welcome to share my toilet.",2,female
1757,AUNT MARGE, Wretched.  Ripper got sick.,3,female
1758,AUNT MARGE," I would've left him with the others, but he pines so when I'm away.  Don't you, darling?",3,female
1759,AUNT MARGE," So.  Still here, are you?",3,female
1760,AUNT MARGE," Don’t say 'yes' in that ungrateful tone.  Damn good of my brother to keep you, if you ask me. It'd have been straight to an orphanage if he'd been dumped on my doorstep.",3,female
1761,AUNT MARGE, Is that my Dudders!  Hm?  Is that my neffy poo?  Come and say hello to your Auntie Marge.,3,female
1762,AUNT MARGE," Just a small one.  A bit more... a bit more... That's the boy. Aah.  Excellent nosh, Petunia. It's normally just a fry-up for me, what with twelve dogs.",3,female
1763,AUNT MARGE," What are you smirking at!  Where is it that you send him, Vernon?",3,female
1764,AUNT MARGE," I see.  And do they use the cane at St. Brutus's, boy?",3,female
1765,AUNT MARGE," Excellent.  I won't have this namby-pamby wishy-washy nonsense about not hitting people who deserve it. Still.  Mustn't blame yourself for how this one's turned out, Vernon. It all comes down to blood.  Bad blood will out.  What is it the boy's father did, Petunia?",3,female
1766,AUNT MARGE," Of course.  And a drunk, I expect --",3,female
1767,AUNT MARGE, What did you say?,3,female
1768,AUNT MARGE," Not to worry, Petunia.  I have a very firm grip.",3,female
1769,AUNT MARGE," Quiet, Vernon.  It doesn't matter about the father.  In the end it comes down to the mother.  You see it all the time with dogs.  If there's something wrong with the bitch, there'll be something wrong with the pup...",3,female
1770,AUNT MARGE, Vernon.  Don't you dare --,3,female
1880,HERMIONE," That's rich coming from the owner of that smelly old shoe brush. It's all right, Crookshanks.  You just ignore the mean little boy...",3,female
1881,HERMIONE," You know, the ancient Egyptians of the Nile River delta worshipped the cat goddess Bast.",3,female
1882,HERMIONE," Honestly, Ron, it's not funny. Harry's lucky he wasn't expelled.",3,female
1883,HERMIONE, C'mon.  We're in here.,3,female
1884,HERMIONE, Professor R.J. Lupin.,3,female
1885,HERMIONE, It's on his case.,3,female
1886,HERMIONE," Seems to be.  Why?  What is it, Harry?",3,female
1887,HERMIONE," But they'll catch Black, won't they?  I mean... eventually?",3,female
1888,HERMIONE, Why're we stopping?  We can't be there yet...,3,female
1889,HERMIONE," Ouch!  Ron, that was my foot!",3,female
1890,HERMIONE," Harry?  Harry, are you all right?",3,female
1891,HERMIONE," It was searching the train, Harry. For Sirius Black.",3,female
1892,HERMIONE, I was trembling.  Cold.  But then... Professor Lupin made it go away...,3,female
