,character,text,number,types,is_character
496,GRACE," Goddammit, Jake, you can never be one of them!",1,female,True
497,GRACE, Our life out there takes millions of dollars of machinery to sustain.  You visit -- and you leave.,1,female,True
498,GRACE, You can never truly be with her.,1,female,True
499,GRACE," And what about now, Jake?",1,female,True
500,GRACE, I know.,1,female,True
501,GRACE, I know. I taught it to them.,1,female,True
502,GRACE, Jake.  You can’t carry this burden much longer.,1,female,True
503,GRACE, Prep my link.  I’m going in.,1,female,True
504,GRACE, Here -- eat this. I’d hate to have to force-feed a cripple.,1,female,True
505,GRACE, She’s not going anywhere.,1,female,True
506,GRACE," And when was the last time you took a shower?  Jesus, Marine.",1,female,True
507,GRACE, Please -- this will only make it worse --,1,female,True
508,GRACE, Oh shit.,1,female,True
509,GRACE," Jake, don’t --",1,female,True
510,GRACE, What the hell are you doing?,1,female,True
511,GRACE," Parker, listen, there may still be time to --",1,female,True
512,GRACE," Or what, Ranger Rick?  You gonna shoot me? You need to muzzle your dog!",1,female,True
513,GRACE," This is bad, Parker. Those trees were sacred to the Omaticaya in a way you can’t imagine.",1,female,True
514,GRACE, I’m not talking about pagan voodoo here -- I’m talking about something real and measurable in the biology of the forest.,1,female,True
515,GRACE, I can’t do this.  How am I supposed to reduce years of work to a sound bite for the illiterate?,1,female,True
516,GRACE," Alright, look -- I don’t have the answers yet, I’m just now starting to even frame the questions.  What we think we know -- is that there’s some kind of electrochemical communication between the roots of the trees.  Like the synapses between neurons. Each tree has ten to the fourth connections to the trees around it, and there are ten to the twelfth trees on Pandora --",1,female,True
517,GRACE, That’s more connections than the human brain. You get it? It’s a network -- a global network. And the Na’vi can access it -- they can upload and download data -- memories -- at sites like the one you destroyed.,1,female,True
518,GRACE," You need to wake up, Parker. The wealth of this world isn’t in the ground -- it’s all around us. The Na’vi know that, and they’re fighting to defend it. If you want to share this world with them, you need to understand them.",1,female,True
519,GRACE," Parker, we have to talk, like rational people.",1,female,True
520,GRACE," They bulldozed a sacred site on purpose, to trigger a response. They’re fabricating this war to get what they want.",1,female,True
521,GRACE, My God.,1,female,True
522,GRACE," Parker, wait.  Stop! These are people you’re about to --",1,female,True
523,GRACE," For God’s sake, there are children in there.  Babies!",1,female,True
524,GRACE, They never wanted us to succeed.,1,female,True
525,GRACE, I’m free.,1,female,True
526,GRACE, Do what he goddamn says!,1,female,True
527,GRACE," Aaahh, crap. Not again.",1,female,True
528,GRACE, This is gonna ruin my whole day.,1,female,True
529,GRACE," Forget it, it doesn’t matter.",1,female,True
530,GRACE, I need to take some samples.,1,female,True
531,GRACE," I -- always held back.  But you gave them your heart. I’m proud of you, Jake.",1,female,True
532,GRACE, Help them.  You do whatever it takes. You hear me?,1,female,True
533,GRACE, I’m with her Jake -- -- she’s real --,1,female,True
573,GRACE, Hey Marine!,1,female,True
574,GRACE," The kids were so bright, so eager to learn... they picked up English faster than I could teach it to them.",1,female,True
750,GRACE, There’s a mobile link up at Site 26 that we can work out of.,1,female,True
751,GRACE, And the psychoactive alkaloid in the worm- - we have no idea what that’ll do in an avatar brain.,1,female,True
2,JAKE," They can fix a spinal, if you’ve got the money.  But not on vet benefits, not in this economy.",1,male,True
3,JAKE, I became a Marine for the hardship.  To be hammered on the anvil of life.  I told myself I could pass any test a man can pass.,1,male,True
4,JAKE, Let’s get it straight up front.  I don’t want your pity.  I know the world’s a cold-ass bitch.,1,male,True
5,JAKE," You want a fair deal, you’re on the wrong planet.  The strong prey on the weak.",1,male,True
6,JAKE, It’s just the way things are.  And nobody does a damn thing.,1,male,True
7,JAKE, All I ever wanted in my sorry-ass life was a single thing worth fighting for.,1,male,True
8,JAKE," The strong prey on the weak.  A guy with a knife took all Tommy would ever be, for the paper in his wallet.",1,male,True
9,JAKE, The Suits’ concern was touching.,1,male,True
10,JAKE," The egghead and the jarhead. the scientist, not me.  He was the one who wanted to get shot light years out into space to find the answers.",1,male,True
11,JAKE, Me -- I was just another dumb grunt gettin’ sent someplace I was gonna regret.,1,male,True
12,JAKE, Nothing like an old-school safety brief to put your mind at ease.,1,male,True
13,JAKE, The idea is -- every driver is matched to his own avatar --,1,male,True
14,JAKE," Yeah, so what does hold them up? Grace explained it to me -- some kind of maglev effect because unobtanium is a superconductor, or something.  At least somebody understands it.  Just not me.",1,male,True
15,JAKE, Neytiri thinks I’m some kind of retard.,1,male,True
16,JAKE, Norm’s attitude has improved lately.,1,male,True
17,JAKE," It’s good he’s back on board, but he thinks I’m a retard too.",1,male,True
18,JAKE, My feet are getting tougher.  I can run farther every day.,1,male,True
19,JAKE, I have to trust my body to know what to do. With Neytiri it’s learn fast or die.,1,male,True
20,JAKE, I sweet-talked Mo'at into giving Norm and Grace a hall pass.  Now Grace even makes me coffee before link every morning.,1,male,True
21,JAKE," I’m learning to read the trails, the tracks at the water-hole, the tiniest scents and sounds.",1,male,True
22,JAKE, Sometimes I have no idea what she’s talking about.,1,male,True
23,JAKE, It’s been a month and I’m still not allowed to make a kill. She says the forest hasn’t given permission.,1,male,True
24,JAKE, There’s a lot of crap like that. She’s always going on about the flow of energy-- the spirits of the animals and what not --,1,male,True
25,JAKE," Everything is backwards now. Like out there is the true world, and in here is the dream.",1,male,True
26,JAKE, Iknimaya translates roughly as stairway to heaven.  It’s the test every young hunter has to pass.,1,male,True
27,JAKE, I may not be much of a horse guy.  But I was born to do this.,1,male,True
28,JAKE, It’s hard to put in words the deep connection the People have to the forest.,1,male,True
29,JAKE, They see a network of energy that flows through all living things. They know that all energy is only borrowed--,1,male,True
30,JAKE, -- and one day you have to give it back.,1,male,True
31,JAKE, Hard to believe it’s only been three months.,1,male,True
32,JAKE," I was a warrior who dreamed he could bring peace.  Sooner or later though, you always have to wake up...",1,male,True
33,JAKE, The Well of Souls.  The heart of the forest.  I knew the People would go there.,1,male,True
34,JAKE," Outcast.  Betrayer. Alien. To ever face them again, I was gonna have to change the rules.",1,male,True
35,JAKE, Sometimes your whole life boils down to one insane move.,1,male,True
36,JAKE," The way I had it figured, Toruk is the baddest cat in the sky.  Nothing attacks him.  So why would he ever look up?",1,male,True
37,JAKE, But that was just a theory.,1,male,True
38,JAKE," We rode out to the four winds. To the horse clans of the plain, to the ikran people of the mountains.  When Toruk Macto called them, they came.",1,male,True
39,JAKE, I was a warrior who dreamed he could bring peace.  But there was only one thing I was ever really good at. Ooh-rah.,1,male,True
40,JAKE, A few chose to stay. Fewer were chosen.,1,male,True
41,JAKE," The forest will heal, and so will the hearts of the People. New life keeps the energy flowing, like the breath of the world.",1,male,True
42,JAKE, This is my last videolog.,1,male,True
43,JAKE," I better wrap this up. There’s a funeral tonight, and I don’t want to be late. It was someone very close to me.",1,male,True
44,JAKE, I hope you realize you’ve just lost a customer!,1,male,True
45,JAKE, Candy ass bitch.,1,male,True
46,JAKE, If it ain’t rainin’ we ain’t trainin’!,1,male,True
47,JAKE, Step off.  You’re ruinin’ my good mood.,1,male,True
48,JAKE," Jesus, Tommy.",1,male,True
49,JAKE, Are we there?,1,male,True
50,JAKE, What’re you two limpdicks starin’ at?,1,male,True
51,JAKE, Yeah.,1,male,True
52,JAKE, That’s why I’m here.,1,male,True
53,JAKE, Damn.  They got big.,1,male,True
54,JAKE, It looks like him.,1,male,True
55,JAKE," -- so their nervous systems are in tune. Or something.  Which is why they offered me this gig, because I can link with Tommy’s avatar, which was insanely expensive. Is this right?  I just say whatever in these videologs?",1,male,True
56,JAKE," Right. So, whatever.  Here I am.  Doing science. Never been in a lab before.",1,male,True
57,JAKE, He’s dead.  I know it’s a big inconvenience to everyone.,1,male,True
58,JAKE, No.,1,male,True
59,JAKE, High school chemistry.  But I ditched.,1,male,True
60,JAKE, Like -- an hour.,1,male,True
61,JAKE, Don’t!  I got this.,1,male,True
62,JAKE, Maybe I was just tired of doctors telling me what I couldn’t do.,1,male,True
63,JAKE, Kiss the darkest part of my lily white --,1,male,True
64,JAKE, Grace?,1,male,True
65,JAKE, That’s kinda freaky.,1,male,True
66,JAKE, You guys’re packing some heavy ordinance.,1,male,True
67,JAKE," Yeah, no problem.",1,male,True
68,JAKE, I figured -- just another hellhole.,1,male,True
69,JAKE," That sounds real good, Colonel.  So -- am I still with Augustine?",1,male,True
70,JAKE, Just Marines comparin’ tattoos.,1,male,True
71,JAKE, Got it.,1,male,True
72,JAKE, Then how’s this supposed to work?,1,male,True
73,JAKE, How do we contact them?,1,male,True
74,JAKE, Or they may skin us and make a drum.,1,male,True
75,JAKE, What happened here?,1,male,True
76,JAKE, It’s already pissed off!,1,male,True
77,JAKE, What do I do?,1,male,True
78,JAKE, Oh yeah!  Who’s bad?! That’s right.,1,male,True
79,JAKE," That’s what I’m talkin’ about, bitch!",1,male,True
80,JAKE, That’s right motherf--,1,male,True
81,JAKE," What about this one?  Run, don’t run? What?",1,male,True
82,JAKE, I don’t have all goddamn night! Come on! Come on!,1,male,True
83,JAKE," Wait, don’t --",1,male,True
84,JAKE," Look, um, I know you probably don’t understand this.  But -- thanks. Thank you.  I owe you.",1,male,True
85,JAKE, I would have been screwed if you hadn’t come along --,1,male,True
86,JAKE," Hey, wait. Wait!  Where you goin’?",1,male,True
87,JAKE, Slow down a second will you.  I just want to thank you for killing those --,1,male,True
88,JAKE," Okay, I’m sorry.  Whatever I did -- I’m sorry.",1,male,True
89,JAKE, They attacked me.  How’m I the bad guy here--,1,male,True
90,JAKE," Okay, fine, you love your little forest friends.  So why not just let them kill my ass?  What’s the thinking?",1,male,True
91,JAKE," Yes, why save me?",1,male,True
92,JAKE," If I’m so ignorant, maybe you should teach me.",1,male,True
93,JAKE, Whooaa.,1,male,True
94,JAKE, Then teach me to “see.”,1,male,True
95,JAKE," Hey, slow down.  Look, I think we just got off on the wrong foot and --",1,male,True
96,JAKE, --you just have to get to know me. I’m Jake.  Jake Sull--,1,male,True
97,JAKE, Whooaaa -- shit!,1,male,True
98,JAKE, I need your help.,1,male,True
99,JAKE, So take me with you.,1,male,True
100,JAKE, What?,1,male,True
101,JAKE, What are they?,1,male,True
102,JAKE, What was that all about?,1,male,True
103,JAKE, What’s your name?,1,male,True
104,JAKE, What’s going on?,1,male,True
105,JAKE," Your father!? Uh, good to meet you, sir.",1,male,True
106,JAKE, Who’s Eywa?,1,male,True
107,JAKE, Jake Sully.,1,male,True
108,JAKE, I came to learn.,1,male,True
109,JAKE," My cup is empty, trust me.  Just ask Doctor Augustine.  I’m no scientist.",1,male,True
110,JAKE," I don’t know. I was a Marine -- uh, a warrior.  Of the Jarhead clan.",1,male,True
111,JAKE, What’s going on?  What are they saying?,1,male,True
112,JAKE," So it’s all good, right?  You and me --",1,male,True
113,JAKE, Don’t get up.,1,male,True
114,JAKE, You never told me your name.,1,male,True
115,JAKE," Okay, again, a whole lot slower.",1,male,True
116,JAKE, Nay-TEE-ree. That’s nice. Nay-TEE-ree.,1,male,True
117,JAKE, Your mom likes me.  I can tell.,1,male,True
118,JAKE, These rock. What are they?,1,male,True
119,JAKE, That’s some damn fine teylu. That’s like grandma’s teylu.,1,male,True
120,JAKE, Wha --? Oh.,1,male,True
121,JAKE," Yeah, Doc -- and you are not going to believe where I am.",1,male,True
122,JAKE, It’s not something you can teach.,1,male,True
123,JAKE, Yeah. They want to study me.  See if I can learn to be one of them.,1,male,True
124,JAKE, Does Augustine know about this?,1,male,True
125,JAKE, So -- who talks them into moving?,1,male,True
126,JAKE, What if they won’t go?,1,male,True
127,JAKE, I’m on it.,1,male,True
128,JAKE, Tsu’tey. Mo’at. Eytukan.,1,male,True
129,JAKE, Got it. So who’s this Eywa?,1,male,True
130,JAKE, Who’s got a date with the chief’s daughter?,1,male,True
131,JAKE, I didn’t meet the sister.,1,male,True
132,JAKE, Forward.,1,male,True
133,JAKE, I knew this guy could speak English.,1,male,True
134,JAKE," You’ve got outer columns, then a secondary ring here, and an inner ring. Then a core structure, it’s like a spiral, that’s how they move up and down.",1,male,True
135,JAKE, Roger that.,1,male,True
136,JAKE, Hey. You got a problem?,1,male,True
137,JAKE, Holy shit.,1,male,True
138,JAKE, When?,1,male,True
139,JAKE, Do I have to do this?  I need some rack.,1,male,True
140,JAKE," Yeah, yeah. The days are starting to blur together. The language is a bitch, but I figure it’s like field-stripping a weapon. Repetition.",1,male,True
141,JAKE, Seyri.,1,male,True
142,JAKE," Ontu, mikyun, nari.",1,male,True
143,JAKE, Ireiyo.,1,male,True
144,JAKE, I just hope this treehugger shit isn’t on the final.,1,male,True
145,JAKE," Excuse me -- this is my video-log here, okay?",1,male,True
146,JAKE," I See you Brother, and thank you. Your spirit goes with Eywa, your body stays behind to become part of the People.",1,male,True
147,JAKE, I made a kill today.  We ate it.  I know where that meal came from.,1,male,True
148,JAKE, Yeah yeah.,1,male,True
149,JAKE," Get rid of this shit, then you can lecture me.",1,male,True
150,JAKE, Not now. Tomorrow we leave for Iknimaya.,1,male,True
151,JAKE," That’s right, Grace. This is what I’ve been working for.",1,male,True
152,JAKE, What did happen at the school?,1,male,True
153,JAKE, Jesus.,1,male,True
154,JAKE, We doin’ this?,1,male,True
155,JAKE, How will I know if he chooses me?,1,male,True
156,JAKE, Outstanding.,1,male,True
157,JAKE, Let’s dance.,1,male,True
158,JAKE, That’s right! You’re mine.,1,male,True
159,JAKE, Heeeyyyaaaah!,1,male,True
160,JAKE, Shut the hell up!!,1,male,True
161,JAKE, Level out!  Fly straight!,1,male,True
162,JAKE, The People call it Toruk.,1,male,True
163,JAKE, Last one you ever see.,1,male,True
164,JAKE, That’s it.,1,male,True
165,JAKE," Hey, guys.",1,male,True
166,JAKE, That’s a long time.,1,male,True
167,JAKE, Sorry.,1,male,True
168,JAKE, I can barely remember my old life. I’m not sure who I am anymore.,1,male,True
169,JAKE, You called us back to report -- you want to hear it or not?,1,male,True
170,JAKE, No.  I can do this.,1,male,True
171,JAKE, I’ve gotta finish this thing.  There’s one more test -- the Dream Hunt. It’s the final stage of becoming a man. Then I’m one of them.  They’ll trust what I say...,1,male,True
172,JAKE, ... and I can negotiate the terms of their relocation.,1,male,True
173,JAKE, It’s the last door -- I’m going through it.  You can help me or get out of the way.,1,male,True
174,JAKE, I have to go all the way -- become one of them--,1,male,True
175,JAKE, You know why I’m here? Because Quaritch sent me.,1,male,True
176,JAKE," That’s right -- to embed with the Omaticaya.  To find out how to screw them out of their home.  By deceit or by force, he didn’t care. And if it turned out to be force, then how best to do it.",1,male,True
177,JAKE, I’m not that guy any more.,1,male,True
178,JAKE," But if I tell Quaritch the truth, he yanks me out -- I never see her again. And if I tell her the truth, the clan throws me out -- that’s if they don’t cut my heart out and show it to me.",1,male,True
179,JAKE, They don’t even have a word for “lie” -- they had to learn it from us.,1,male,True
180,JAKE, Grace. I’ve gotta go.  They’re waiting.,1,male,True
181,JAKE, It’s okay. Mo’at says an alien mind probably can’t survive the Dream Hunt anyway.,1,male,True
182,JAKE, It’s like -- a sound you feel.,1,male,True
183,JAKE, I don’t want Ninat.,1,male,True
184,JAKE, I’ve already chosen. But this woman must also choose me.,1,male,True
185,JAKE," Neytiri, you know my real body is far away, sleeping.",1,male,True
186,JAKE, We are?,1,male,True
187,JAKE," Really, we are?",1,male,True
188,JAKE, It’s cool. I’m there.,1,male,True
189,JAKE, Hey!  Heeeey!  Stop! Stop!,1,male,True
190,JAKE," Okay, listen. There’s something I have to tell you. It’s gonna be hard.  I just need you to --",1,male,True
191,JAKE, I accept.,1,male,True
192,JAKE, It’s the only way to get him to goddamn listen.,1,male,True
193,JAKE, Are you out of your goddamn mind?!,1,male,True
194,JAKE, You say you want to keep your people alive.  Start by listening to her.,1,male,True
195,JAKE, Just tell him what you know in your heart.,1,male,True
196,JAKE," Yup. That’s how it’s done.  When people are sitting on shit you want, you make them your enemy. Then you’re justified in taking it.",1,male,True
197,JAKE, When?,1,male,True
198,JAKE," Look Selfridge, you don’t want this kind of blood on your hands.  Let me try to talk them out.  They trust me.",1,male,True
199,JAKE," Eytukan, I have something to say, to everyone.",1,male,True
200,JAKE, A great evil is upon us.  The Sky People are coming to destroy Hometree.  They will be here soon.,1,male,True
201,JAKE," You have to leave, or you will die.",1,male,True
202,JAKE," They sent me here to learn your ways.  So one day I could bring this message, and you would believe it.",1,male,True
203,JAKE," Yes. At first it was just orders.  Then everything changed.  I fell in love-- with the forest, with the Omaticaya People -- -- with you.  And by then, how could I tell you?",1,male,True
204,JAKE," Neytiri. Please, I only wanted to --",1,male,True
205,JAKE," You have to get out of Hometree!  Run to the forest!  Please, I’m begging you!",1,male,True
206,JAKE, We’ve gotta move!  He’s gonna blow the columns.,1,male,True
207,JAKE, Neytiri!  Neytiri!,1,male,True
208,JAKE, I’m sorry --,1,male,True
209,JAKE, Thanks.,1,male,True
210,JAKE, So what do you say?  Time for a revolution?,1,male,True
211,JAKE, Come on.,1,male,True
212,JAKE, Get your ship fired up.,1,male,True
213,JAKE, Stay here. I need somebody on the inside I can trust.,1,male,True
214,JAKE," Take it nice and easy, troop.",1,male,True
215,JAKE," On the ground, face down. Hands behind your head.",1,male,True
216,JAKE, Go! Go! Go!,1,male,True
217,JAKE," Oh yeah, baby!",1,male,True
218,JAKE," Hang on, Grace.",1,male,True
219,JAKE," It’s strongest at the Well of Souls, right?",1,male,True
220,JAKE," Good, ‘cause that’s where we’re going.",1,male,True
221,JAKE," I’m gonna get you some help, Grace.",1,male,True
222,JAKE, No!  The People can help you. I know it.,1,male,True
223,JAKE," I’ve gotta try, Norm.",1,male,True
224,JAKE," Come on, boy.  Time to fly.",1,male,True
225,JAKE, I See you.,1,male,True
226,JAKE," Tsu’tey of the Rongloa, son of Ateyo. I stand before you, ready to serve the People. You are Olo’eyctan, and you are the best warrior. I can’t do this without you.",1,male,True
227,JAKE, Ireiyo.,1,male,True
228,JAKE, Grace is dying.  I beg the help of the Great Mother.,1,male,True
229,JAKE," Look where we are, Grace.",1,male,True
230,JAKE, Is that possible?,1,male,True
231,JAKE," Hang on, they’re gonna fix you up.",1,male,True
232,JAKE, I will.,1,male,True
233,JAKE, Grace!,1,male,True
234,JAKE," With your permission, I will Speak now. You would honor me by translating.",1,male,True
235,JAKE," The Sky People have sent a message that they can take whatever they want, and no one can stop them.  But we will send them a message. Ride out, as fast as the wind can carry you, tell the other clans to come. Tell them Toruk Macto calls to them. Fly now with me brothers and sisters! Fly! And we will show the Sky People that this is our land!",1,male,True
236,JAKE, Talk fast.,1,male,True
237,JAKE, Can you talk to Selfridge? Maybe we can cut some kinda deal before this thing goes all the way.,1,male,True
238,JAKE, When?,1,male,True
239,JAKE, Thanks.,1,male,True
240,JAKE, That’s right.  Because I gave it to him on a plate.,1,male,True
241,JAKE, Then I guess we better stop him.,1,male,True
242,JAKE, Gonna have to settle for coffee.,1,male,True
243,JAKE, Strike here and here.,1,male,True
244,JAKE, Yeah.,1,male,True
245,JAKE, What’s your point?,1,male,True
246,JAKE, I’ve never done this in my life.,1,male,True
247,JAKE, And I’m probably just talking to a tree right now. But if you’re there -- I need to give you a heads up.,1,male,True
248,JAKE," If Grace is there with you -- look in her memories -- she can show you the world we come from.  There’s no green there.  They killed their Mother, and they’re gonna do the same thing here.",1,male,True
249,JAKE, More Sky People are gonna come.  They’re gonna come like a rain that never ends --,1,male,True
250,JAKE, -- until they’ve covered the world. Unless we stop them.,1,male,True
251,JAKE, It was worth a try.,1,male,True
252,JAKE," We have to stop the shuttles, no matter what it takes.",1,male,True
253,JAKE, What the hell -- ?,1,male,True
254,JAKE, WHOO-HOOOO!,1,male,True
255,JAKE," Quaritch is gonna take out the Well of Souls! He’s got a clear shot. Hit him, anybody that can!  Do it now!",1,male,True
256,JAKE, Kinda hoped you’d say that.,1,male,True
